1,Item,Page 17-18,Categories,Product Type,Group Components,Feature,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
4328,CM-BK929F-WH-BED,240,Youth,Bunk Bed,"CM-BK929F-WH-1, CM-BK929F-WH-2, CM-BK929F-WH-3",,"Full/Full Bunk Bed, White","Furniture of America Cameron Transitional Full/Full Bunk Bed, White",,3,0,0,0,18.1,223.49,"81 3/8""W X 58""D X 60""H",Transitional,"Solid Wood, Wood Veneer & Others",,,Full/Full,Cameron,CM-BK929F-WH.jpg,White,Transitional Style,13 Pc. Slats Top & Bottom,White,Attached Ladder,Solid Wood/Wood Veneer/Others,,,,,,This full over full bunk bed can be paired with a versatile trundle and drawer companion underneath and includes an attached ladder for easy access to the upper bed. - -
4338,CM-BK929GY-BED,241,Youth,Bunk Bed,"CM-BK929GY-1, CM-BK929GY-2",,"Twin/Twin Bunk Bed, Gray","Furniture of America Cameron Transitional Twin/Twin Bunk Bed, Gray",,2,0,0,0,9.3,148.5,"81 3/8""W X 58""D X 60""H",Transitional,"Solid Wood, Wood Veneer & Others",,,Twin/Twin,Cameron,CM-BK929GY.jpg,Gray,Transitional Style,13 Pc. Slats Top & Bottom,Gray,Attached Ladder,Solid Wood/Wood Veneer/Others,,,,,,This twin over twin bunk bed can be paired with a versatile trundle and drawer companion underneath and includes an attached ladder for easy access to the upper bed. - -
4341,CM-BK929PK-BED,241,Youth,Bunk Bed,"CM-BK929PK-1, CM-BK929PK-2",,"Twin/Twin Bunk Bed, Pink","Furniture of America CAMERON Transitional Twin/Twin Bunk Bed, Pink",,2,46.9,32.6,8.6,9.3,148.5,"80 3/8""W X 42 3/8""D X 60""H",Transitional,,,,Twin/Twin Bunk Bed,CAMERON,CM-BK929PK.jpg,Pink,Transitional Style,Attached Ladder,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer, Others",Available in 4 Colors,Pink,,,,,"This twin over full bunk bed can be paired with a versatile trundle and drawer companion underneath and includes an attached ladder for easy access to the upper bed. The bunk bed comes in four finish options; dark walnut, white, blue and the new intr oduction of pink. -"
4344,CM-BK929WH-BED,241,Youth,Bunk Bed,"CM-BK929WH-1, CM-BK929WH-2",,"Twin/Twin Bunk Bed, White Finish","Furniture of America CAMERON Transitional Twin/Twin Bunk Bed, White Finish",,2,46.9,32.6,8.6,9.3,148.5,"81 3/8""L X 42 3/8""W X 60""H",Transitional,,,,0,CAMERON,CM-BK929WH.jpg,White,,,,,,,,,,,
4104,CM-BK930FF-BED,225,Youth,Bunk Bed,"CM-BK930FF-1, CM-BK930FF-2, CM-BK930FF-3",,Full/Full Bunk Bed,Furniture of America GRACIE Transitional Full/Full Bunk Bed,,3,61.4,32.5,7.9,23.2,209,"82""L X 59 3/4""W X 65 7/8""H",Transitional,,,,Full/Full,GRACIE,CM-BK930FF.jpg,Dark Walnut,Contemporary Style,Angled Ladder,Top & Bottom Slat Kit Included,Available in 4 Sizes,"Solid Wood, Wood Veneer, Others",Dark Walnut Finish,,,,,Add spacious sleeping space options to any bedroom. This espresso finished bunk bed is available in four varying sizes for personalized sleep comfort and features reinforced rail supports along with an easily accessible step ladder. - -
4108,CM-BK930TF-BED,225,Youth,Bunk Bed,"CM-BK930TF-1, CM-BK930TF-2, CM-BK930TF-3",,Twin/Full Bunk Bed,Furniture of America GRACIE Transitional Twin/Full Bunk Bed,,3,0,0,0,20.9,205.7,"82""L X 59 3/4""W X 65 7/8""H",Transitional,,,,Twin/Full,GRACIE,CM-BK930TF.jpg,Dark Walnut,Contemporary Style,Angled Ladder,Top & Bottom Slat Kit Included,Available in 4 Sizes,"Solid Wood, Wood Veneer, Others",Dark Walnut Finish,,,,,Add spacious sleeping space options to any bedroom. This espresso finished bunk bed is available in four varying sizes for personalized sleep comfort and features reinforced rail supports along with an easily accessible step ladder. - -
4112,CM-BK930TQ-BED,225,Youth,Bunk Bed,"CM-BK930TQ-1, CM-BK930TQ-2, CM-BK930TQ-3",,Twin/Queen Bunk Bed,Furniture of America GRACIE Transitional Twin/Queen Bunk Bed,,3,0,0,0,22.4,217.8,"87""L X 66 1/2""W X 65 7/8""H",Transitional,,,,Twin/Queen,GRACIE,CM-BK930TQ.jpg,Dark Walnut,Contemporary Style,Angled Ladder,Top & Bottom Slat Kit Included,Available in 4 Sizes,"Solid Wood, Wood Veneer, Others",Dark Walnut Finish,,,,,Add spacious sleeping space options to any bedroom. This espresso finished bunk bed is available in four varying sizes for personalized sleep comfort and features reinforced rail supports along with an easily accessible step ladder. - -
4116,CM-BK930TT-BED,225,Youth,Bunk Bed,"CM-BK930TT-1, CM-BK930TT-2, CM-BK930TT-3",,Twin/Twin Bunk Bed,Furniture of America GRACIE Transitional Twin/Twin Bunk Bed,,3,0,0,0,18.3,181.5,"82""L X 44 3/8""W X 65 7/8""H",Transitional,,,,Twin/Twin,GRACIE,CM-BK930TT.jpg,Dark Walnut,Contemporary Style,Angled Ladder,Top & Bottom Slat Kit Included,Available in 4 Sizes,"Solid Wood, Wood Veneer, Others",Dark Walnut Finish,,,,,Add spacious sleeping space options to any bedroom. This espresso finished bunk bed is available in four varying sizes for personalized sleep comfort and features reinforced rail supports along with an easily accessible step ladder. - -
3905,CM-BK939FQ-BED,204,Youth,Bunk Bed,"CM-BK939FQ-1, CM-BK939FQ-2",,Full/Queen Bunk Bed,Furniture of America CLAREN Contemporary Full/Queen Bunk Bed,,2,81.9,16,4.9,7.1,122.32,"82 5/8""L X 62 3/4""W X 65""H",Contemporary,,,,Full/Queen Bunk Bed,CLAREN,CM-BK939FQ.jpg,Black,Contemporary Style,Attached Ladder,Full Metal Construction,22 Pc. Slats Top & Bottom,Extra Support Leg,Available in 3 Sizes,Black,,,,Simplistic full metal construction with a subtle contemporary feel! This black metal bunk bed offers ample sleep space for anyone while offering increased safety with its reinforced railings and an attached step ladder. - -
3908,CM-BK939QQ-BED,204,Youth,Bunk Bed,"CM-BK939QQ-1, CM-BK939QQ-2",,Queen/Queen Bunk Bed,Furniture of America CLAREN Contemporary Queen/Queen Bunk Bed,,2,0,0,0,8.7,129.47,"82 5/8""L X 62 3/4""W X 65""H",Contemporary,,,,Queen/Queen Bunk Bed,CLAREN,CM-BK939QQ.jpg,Black,Contemporary Style,Attached Ladder,Full Metal Construction,22 Pc. Slats Top & Bottom,Extra Support Leg,Available in 3 Sizes,Black,,,,Simplistic full metal construction with a subtle contemporary feel! This black metal bunk bed offers ample sleep space for anyone while offering increased safety with its reinforced railings and an attached step ladder. - -
3911,CM-BK939TQ-BED,204,Youth,Bunk Bed,"CM-BK939TQ-1, CM-BK939TQ-2",,Twin/Queen Bunk Bed,Furniture of America CLAREN Contemporary Twin/Queen Bunk Bed,,2,81.9,17.9,6.5,8.4,111.32,"82 5/8""L X 62 3/4""W X 65""H",Contemporary,,,,Twin XL/Queen Bunk Bed,CLAREN,CM-BK939TQ.jpg,Black,Contemporary Style,Attached Ladder,Full Metal Construction,22 Pc. Slats Top & Bottom,Extra Support Leg,Available in 3 Sizes,Black,,,,Simplistic full metal construction with a subtle contemporary feel! This black metal bunk bed offers ample sleep space for anyone while offering increased safety with its reinforced railings and an attached step ladder. - -
4039,CM-BK966-BED,220,Youth,Bunk Bed,"CM-BK966-1, CM-BK966-2, CM-BK966-3",,Twin/Twin Bunk Bed w/ Steps & Drawers,Furniture of America Pine Ridge Transitional Twin/Twin Bunk Bed w/ Steps & Drawers,,3,0,0,0,28.3,245.3,"102 1/4""L X 42 3/4""W X 65""H",Transitional,,,,Twin/Twin,Pine Ridge,CM-BK966.jpg,Dark Walnut,Built-In Drawers & Front Access Steps,14 Pc. Slats Top & Bottom,Available in 2 Sizes,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,"This space saving twin over twin bunk bed offers a great value. A full staircase leads to the upper bunk, while storage drawers are built under the staircase for optimal storage space. The bed framework is constructed of solid wood and finished in da rk walnut. -"
4043,CM-BK966F-BED,220,Youth,Bunk Bed,"CM-BK966F-3, CM-BK966F-2, CM-BK966F-1",,Twin/Full Bunk Bed w/ Steps & Drawers,Furniture of America Pine Ridge Transitional Twin/Full Bunk Bed w/ Steps & Drawers,,3,0,0,0,28.3,254.1,"103 1/8""L X 57 5/8""W X 65""H",Transitional,,,,Twin/Full,Pine Ridge,CM-BK966.jpg,Dark Walnut,Built-In Drawers & Front Access Steps,14 Pc. Slats Top & Bottom,Available in 2 Sizes,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,"This space saving twin over twin bunk bed offers a great value. A full staircase leads to the upper bunk, while storage drawers are built under the staircase for optimal storage space. The bed framework is constructed of solid wood and finished in da rk walnut. -"
4221,CM-BK458Q-EXP-BED+TR,234,Youth,Bunk Bed,"CM-BK458Q-EXP-1, CM-BK458Q-EXP-2, CM-BK458Q-CTR-EXP",w/ Trundle,"Twin/Queen Bunk Bed, Exp","Furniture of America UNIVERSITY Cottage Twin/Queen Bunk Bed, Exp",,3,0,0,0,23.1,266.2,"86 3/4""L X 64 3/4""W X 71 3/4""H",Cottage,,,,Twin XL/Queen,UNIVERSITY,CM-BK458Q-EXP.jpg,,13 Pc. Slats Top & Bottom,Side Access Ladder,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This sturdy bunk bed features side ladder for easy access to top twin, lower full bed with twin trundle and roomy drawers underneath. Matching five-drawer chest available. - -"
4236,CM-BK458T-EXP-BED+TR,235,Youth,Bunk Bed,"CM-BK458T-EXP-1, CM-BK458T-EXP-2, CM-BK458CTR-EXP",w/ Trundle,"Twin/Twin Bunk Bed, Dark Walnut Finish + Trundle","Furniture of America University II Cottage Twin/Twin Bunk Bed, Dark Walnut Finish + Trundle",,3,0,0,0,18.1,249.5,"81 1/2""L X 43""W X 71 1/2""H",Cottage,,,,Twin/Twin,University II,CM-BK458T-EXP.jpg,,Side Access Ladder,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This space saving twin over twin bunk bed is finished in two colors, has a matching five drawer chest, side ladder for easy access to the top bunk and optional twin trundle with three drawers. - -"
3739,CM7031-BED,175,Youth,Trundle Bed,"CM7031-1, CM7031-2",,Captain Twin Bed w/ Trundle + 3 Drawers,Furniture of America MONTANA Cottage Captain Twin Bed w/ Trundle + 3 Drawers,,2,0,0,0,12.9,185,"80""L X 44""W X 38""H",Cottage,,,,0,MONTANA,CM7031.jpg,Cherry,Mission Platform Bed,Slat Kit Included,Cherry Finish,Trundle & 3 Drawers,"Solid Wood, Wood Veneer & Others",,,,,,"The rich cherry finish of this Mission style platform bed creates a dynamic look for any bedroom. Recessed handles in the three drawers under the trundle make it easy to store things away. A dresser, chest and night stand complete the look. - -"
3742,CM7032-524-BED,175,Youth,Trundle Bed,"CM7032-524-1, CM7032-524-2",,Captain Twin Bed w/ 4 Drawers + Storage,Furniture of America Caballero Cottage Captain Twin Bed w/ 4 Drawers + Storage,,2,45,39,4,20.1,159,"78""L X 44""W X 35 1/2""H",Cottage,,,,Twin,Caballero,CM7032-524.jpg,Dark Walnut,Mission Platform Bed,Slat Kit Included,Dark Walnut Finish,4 Drawers & Storage,"Solid Wood, Wood Veneer & Others",,,,,,This full size captains bed has built in drawers with room storage and a full length bookcase to store treasures. - -
3727,CM7035CH-BED,174,Youth,Trundle Bed,"CM7035CH-1, CM7035CH-2",,"Captain Twin Bed w/ Trundle + 3 Drawers, Cherry","Furniture of America Bella II Transitional Captain Twin Bed w/ Trundle + 3 Drawers, Cherry",,2,0,0,0,13.1,187,"80""L X 44 1/2""W X 39""H",Transitional,,,,Twin,Bella II,CM7035.jpg,Dark Walnut,Mission Platform Bed,Slat Kit Included,Dark Walnut Finish,Trundle & 3 Drawers,"Solid Wood, Wood Veneer & Others",,,,,,"Perfect for sleep-overs, this Mission style platform bed comes in a twin size trundle plus three roomy drawers providing extra storage. Solid wood and veneer is finished in a dark walnut. - -"
3730,CM7035CH-F-BED,174,Youth,Trundle Bed,"CM7035CH-F-1, CM7035CH-F-2",,"Captain Full Bed w/ Trundle + 3 Drawers, Cherry","Furniture of America Bella II Transitional Captain Full Bed w/ Trundle + 3 Drawers, Cherry",,2,0,0,0,18.3,202.8,"80""L X 59 1/2""W X 39""H",Transitional,,,,Full,Bella II,CM7035.jpg,Dark Walnut,Mission Platform Bed,Slat Kit Included,Dark Walnut Finish,Trundle & 3 Drawers,"Solid Wood, Wood Veneer & Others",,,,,,"Perfect for sleep-overs, this Mission style platform bed comes in a twin size trundle plus three roomy drawers providing extra storage. Solid wood and veneer is finished in a dark walnut. - -"
3733,CM7035W-F-BED,174,Youth,Trundle Bed,"CM7035W-F-1, CM7035W-F-2",,"Captain Full Bed w/ Trundle + 3 Drawers, White","Furniture of America Bella Cottage Captain Full Bed w/ Trundle + 3 Drawers, White",,2,0,0,0,18.3,211.2,"80""L X 59 1/2""W X 39""H",Cottage,,,,Full,Bella,CM7035W.jpg,White,Mission Platform Bed,Slat Kit Included,White Finish,Trundle & 3 Drawers,"Solid Wood, Wood Veneer & Others",,,,,,"This contemporary style trundle bed features a picket fence style headboard and footboard with extra storage with three drawers underneath the trundle. The matching dresser, mirror, chest and night stand are finished in bright white and have unique r ecessed handles. -"
3736,CM7035W-T-BED,174,Youth,Trundle Bed,"CM7035W-T-1, CM7035W-T-2",,"Captain Twin Bed w/ Trundle + 3 Drawers, White","Furniture of America Bella Cottage Captain Twin Bed w/ Trundle + 3 Drawers, White",,2,0,0,0,13,179.5,"80""L X 44 1/2""W X 39""H",Cottage,,,,Twin,Bella,CM7035W.jpg,White,Mission Platform Bed,Slat Kit Included,White Finish,Trundle & 3 Drawers,"Solid Wood, Wood Veneer & Others",,,,,,"This contemporary style trundle bed features a picket fence style headboard and footboard with extra storage with three drawers underneath the trundle. The matching dresser, mirror, chest and night stand are finished in bright white and have unique r ecessed handles. -"
3717,CM7583CH-BED,173,Youth,Trundle Bed,"CM7583CH-1, CM7583CH-2",,Captain Twin Bed + Trundle + 3 Drawers,Furniture of America Hardin Transitional Captain Twin Bed + Trundle + 3 Drawers,,2,0,0,0,12.7,171.6,"80""L X 51""W X 48""H",Transitional,,,,Twin,Hardin,CM7583CH.jpg,Cherry,Platform Bed,Trundle & 3 Drawers,Cherry Finish,Bookcase Headboard,"Solid Wood, Wood Veneer & Others",,,,,,Style and function are the hallmarks of this bedroom group. The platform bed includes a trundle and three drawers for storage. A built-in book case headboard provides storage for books and toys. All pieces are finished in a rich cherry. - -
3720,CM7583CH-F-BED,173,Youth,Trundle Bed,"CM7583CH-F-1, CM7583CH-F-2",,Captain Full Bed w/ Trundle + 3 Drawers,Furniture of America Hervey Transitional Captain Full Bed w/ Trundle + 3 Drawers,,2,0,0,0,14.3,224.4,"80""L X 65 1/4""W X 48""H",Transitional,,,,Full,Hervey,CM7583CH.jpg,Cherry,Platform Bed,2 Drawers Included,Storage On Both Sides,Bookcase Headboard,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,This full size captains bed has built in drawers on both sides with roomy storage and a full length bookcase to store treasures. - -
3721,CM7763CH-BED,173,Youth,Trundle Bed,"CM7763CH-HB-1, CM7763CH-FB-2, CM7763CH-TR-3",,"Captain Twin Bed w/ Trundle + 3 Drawers, Cherry","Furniture of America South Land Transitional Captain Twin Bed w/ Trundle + 3 Drawers, Cherry",,3,0,0,0,32.8,200,"90 3/8""L X 43 1/2""W X 49 1/4""H",Transitional,,,,Twin,South Land,CM7763CH.jpg,Cherry,Platform Bed,Bookcase Headboard,Trundle & 3 Drawers,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,"This classic twin trundle bed has a built-in bookcase headboard with sliding doors. Mattress-ready, this captain bed also includes a trundle and three drawers. Finished in either a cherry or an oak finish. - -"
4483,CM1027BG-BED,254,Youth,Daybed,"CM1027BG-1, CM1027BG-2",,"Daybed w/ Trundle, Beige","Furniture of America LEANNA Contemporary Daybed w/ Trundle, Beige",,2,0,0,0,23.5,178.2,"96 3/4""L X 44 3/4""W X 36 1/2""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",100% Polyester,,Twin,LEANNA,CM1027BG.jpg,Beige,Transitional Style,Linen-Like Fabric,Button Tufted,Nailhead Trim,Curved Arms,"Solid Wood, Wood Veneer, Others",Available in 4 Colors,Lemongrass,,,"An elegant take on the space-saving daybed structure, this twin size daybed and trundle set is a sophisticated alternative to traditional designs. This unique set draws inspiration from classic sofa designs with its rolled arms, button tufted backing  and nailhead trim. The solid wood framework ensures durability while wrapped tightly with warm linen fabric. -"
4488,CM1027BG-F-BED,254,Youth,Daybed,"CM1027BG-F-1, CM1027BG-F-2, CM1027BG-F-3, CM1027BG-F-4",,"Full Daybed w/ Trundle, Beige","Furniture of America LEANNA Contemporary Full Daybed w/ Trundle, Beige",,4,0,0,0,35.2,221.7,"96 3/4""L X 60 1/4""W X 36 1/2""H",Contemporary,,,,Full,LEANNA,CM1027BG.jpg,Beige,Contemporary Style,Pullout Trundle Included,Button-tufted w/ Rolled Arms & Nailhead Trim,Leatherette or Linen-Like Fabric,Solid Wood & Others*,Beige,,,,,"An elegant take on a space-saving structure, this daybed and trundle set is a sophisticated alternative to traditional designs. This unique set draws inspiration from classic sofa designs with its rolled arms, button-tufted back and nailhead trim. Th e solid wood framework ensures durability while wrapped tightly with warm linen-like fabric in four colors, or in brown leatherette. -"
4489,CM1027BR-BED,254,Youth,Daybed,"CM1027BR-1, CM1027BR-2",,Twin Daybed w/ Trundle,Furniture of America Leanna Contemporary Twin Daybed w/ Trundle,,2,0,0,0,23.5,178.2,"96 3/4""L X 44 3/4""W X 36 1/2""H",Contemporary,Leatherette,,,0,Leanna,CM1027BR.jpg,Brown,Transitional Style,Linen-Like Fabric,Button Tufted,Nailhead Trim,Curved Arms,"Solid Wood, Wood Veneer, Others",Available in 5 Colors,,,,
4492,CM1027GR-BED,254,Youth,Daybed,"CM1027GR-1, CM1027GR-2",,"Daybed w/ Trundle, Lemongrass","Furniture of America LEANNA Contemporary Daybed w/ Trundle, Lemongrass",,2,0,0,0,23.5,178.2,"96 3/4""L X 44 3/4""W X 36 1/2""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",100% Polyester,,0,LEANNA,CM1027GR.jpg,Lemongrass,Transitional Style,Linen-Like Fabric,Button Tufted,Nailhead Trim,Curved Arms,"Solid Wood, Wood Veneer, Others",Available in 4 Colors,Beige,,,"An elegant take on the space-saving daybed structure, this twin size daybed and trundle set is a sophisticated alternative to traditional designs. This unique set draws inspiration from classic sofa designs with its rolled arms, button tufted backing  and nailhead trim. The solid wood framework ensures durability while wrapped tightly with warm linen fabric. -"
4495,CM1027GY-BED,254,Youth,Daybed,"CM1027GY-1, CM1027GY-2",,"Daybed w/ Trundle, Gray","Furniture of America LEANNA Contemporary Daybed w/ Trundle, Gray",,2,0,0,0,23.5,178.2,"96 3/4""L X 44 3/4""W X 36 1/2""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",100% Polyester,,Twin,LEANNA,CM1027GY.jpg,Gray,Transitional Style,Linen-Like Fabric,Button Tufted,Nailhead Trim,Curved Arms,"Solid Wood, Wood Veneer, Others",Available in 4 Colors,Gray,,,"An elegant take on the space-saving daybed structure, this twin size daybed and trundle set is a sophisticated alternative to traditional designs. This unique set draws inspiration from classic sofa designs with its rolled arms, button tufted backing  and nailhead trim. The solid wood framework ensures durability while wrapped tightly with warm linen fabric. -"
4500,CM1027GY-F-BED,254,Youth,Daybed,"CM1027GY-F-1, CM1027GY-F-2, CM1027GY-F-3, CM1027GY-F-4",,"Full Daybed w/ Trundle, Gray","Furniture of America LEANNA Contemporary Full Daybed w/ Trundle, Gray",,4,0,0,0,35.2,221.7,"96 3/4""L X 60 1/4""W X 36 1/2""H",Contemporary,,,,Full,LEANNA,CM1027GY.jpg,Gray,Contemporary Style,Pullout Trundle Included,Button-tufted w/ Rolled Arms & Nailhead Trim,Leatherette or Linen-Like Fabric,Solid Wood & Others*,Gray,,,,,"An elegant take on a space-saving structure, this daybed and trundle set is a sophisticated alternative to traditional designs. This unique set draws inspiration from classic sofa designs with its rolled arms, button-tufted back and nailhead trim. Th e solid wood framework ensures durability while wrapped tightly with warm linen-like fabric in four colors, or in brown leatherette. -"
4503,CM1027TL-BED,254,Youth,Daybed,"CM1027TL-1, CM1027TL-2",,"Daybed w/ Trundle, Teal","Furniture of America LEANNA Contemporary Daybed w/ Trundle, Teal",,2,0,0,0,23.5,178.2,"96 3/4""L X 44 3/4""W X 36 1/2""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",100% Polyester,,0,LEANNA,CM1027TL.jpg,Dark Teal,Transitional Style,Linen-Like Fabric,Button Tufted,Nailhead Trim,Curved Arms,"Solid Wood, Wood Veneer, Others",Available in 4 Colors,Dark Teal,,,"An elegant take on the space-saving daybed structure, this twin size daybed and trundle set is a sophisticated alternative to traditional designs. This unique set draws inspiration from classic sofa designs with its rolled arms, button tufted backing  and nailhead trim. The solid wood framework ensures durability while wrapped tightly with warm linen fabric. -"
4474,CM1028F-BED,253,Youth,Daybed,"CM1028F-1, CM1028F-2",,Full Size Daybed,Furniture of America SUZANNE Contemporary Full Size Daybed,,2,0,0,0,23.6,165.3,"88 1/4""L X 58""W X 35 1/4""H",Contemporary,,,,Full,SUZANNE,CM1028.jpg,Ivory,Contemporary Style,Tuxedo-Inspired Design,Linen-Like Fabric,Button Tufted,Nailhead Trim,Trundle Included,Solid Wood & Others*,Ivory,,,"The soft, feminine touches displayed on this romantic ivory colored daybed provide a soothing appeal to any bedroom. Deep button tufting runs along the entire linen upholstery as dual nailhead trim enhances the tuxedo style structure. This daybed is  sure to be a welcome addition to any home! -"
