1,Item,Page 17-18,Categories,Product Type,Name,Style,Display Name,Feature,Filter Tag,Short Description,Group Components,Long Description,CTN,Shipping Weight (LB),Product Dimension (Inch),Material,Material %1,Material %2,Size,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
7645,CM-AC6115GY,856,Living,Chair,TOMAR,Transitional,,,,"Accent Chair, Gray",,"Furniture of America TOMAR Transitional Accent Chair, Gray",1,59.8,"28 1/2""W X 35 1/4""D X 40"", (Seat Ht: 19"", Seat Dp: 24"")","Flannelette, Wood & Others",100% Polyester,,0,CM-AC6115GY.jpg,Gray,Contemporary Style,Wingback Design,Nailhead Trim,Pillows Included,Espresso Finish Legs,Available in 2 Colors,,,,,Cuddle up to this accent chair. The nailhead trim accentuates the wingback design while smooth fabric offers cushioned comfort. Available in gray or ivory. - -
7646,CM-AC6115IV,856,Living,Chair,TOMAR,Transitional,,,,"Accent Chair, Ivory",,"Furniture of America TOMAR Transitional Accent Chair, Ivory",1,59.8,"28 1/2""W X 35 1/4""D X 40"", (Seat Ht: 19"", Seat Dp: 24"")","Flannelette, Wood & Others",100% Polyester,,0,CM-AC6115IV.jpg,Ivory,Contemporary Style,Wingback Design,Nailhead Trim,Pillows Included,Espresso Finish Legs,Available in 2 Colors,,,,,Cuddle up to this accent chair. The nailhead trim accentuates the wingback design while smooth fabric offers cushioned comfort. Available in gray or ivory. - -
7647,CM-AC6183,856,Living,Chair,ODELIA,Contemporary,,,,Accent Chair,,Furniture of America ODELIA Contemporary Accent Chair,1,49.3,"31 3/4""W X 36""D X 37""H (Seat Ht: 18"", Seat Dp: 22"")",,100% Polyester,,0,CM-AC6183.jpg,Ivory,Transitional Style,Linen-like Fabric,Tufted Back,Button Tufting,Flared Fan Back,"Solid Wood, Others",Nailhead Trim,,,,"Elegant and classy, this comfortable accent chair features a button tufted backrest with side nailhead trim. Dense cushions upholstered in linen-like upholstery provide great comfort without sacrificing style. - -"
7648,CM-AC6185,856,Living,Chair,MEL,Contemporary,,,,Accent Chair,,Furniture of America MEL Contemporary Accent Chair,1,52.8,"34""W X 32""D x 29""H (Seat Ht: 19 1/2"", Seat Dp: 22"")",,,,0,CM-AC6185.jpg,Ivory,Contemporary Style,Linen-like Fabric,Nailhead Trim,Button Tufted,Solid Wood & Others*,Ivory,,,,,
7649,CM-AC6271BG-CH,856,Living,Chair,WILLOW,Traditional,,,,"Accent Chair, Beige",,"Furniture of America WILLOW Traditional Accent Chair, Beige",1,86.9,"37""W X 33 1/2""D X 48""H (Seat Ht: 20"", Seat Dp: 20 1/2"")",,100% Polyester,,0,CM-AC6271BG.jpg,Beige,Traditional Style,Wingback Design,Button Tufting,Rolled Arms,Cabriole Legs,Espresso Finish,Optional Ottoman,,,,"Create a sophisticated lounge air with these two pieces. The chair and ottoman showcase a refi ned style with wingback sides, nailhead trim and button tufting. The upholstered design comes in two color options paired with simple, espresso-finished ca briole legs. -"
7650,CM-AC6271BG-OT,856,Living,Ottoman,WILLOW,Traditional,,,,"Ottoman, Beige",,"Furniture of America WILLOW Traditional Ottoman, Beige",1,28.2,"27""W X 20""D X 19""H",,,,0,CM-AC6271BG.jpg,Beige,Traditional Style,Wingback Design,Cabriole Legs,Espresso Finish,Optional Ottoman,,,,,,"Create a sophisticated lounge air with these two pieces. The chair and ottoman showcase a refi ned style with wingback sides, nailhead trim and button tufting. The upholstered design comes in two color options paired with simple, espresso-finished ca briole legs. -"
7651,CM-AC6271TL-CH,856,Living,Chair,WILLOW,Traditional,,,,"Accent Chair, Teal",,"Furniture of America WILLOW Traditional Accent Chair, Teal",1,86.9,"37""W X 33 1/2""D X 48""H (Seat Ht: 20"", Seat Dp: 20 1/2"")",,100% Polyester,,0,CM-AC6271TL.jpg,Dark Teal,Traditional Style,Wingback Design,Button Tufting,Rolled Arms,Cabriole Legs,Espresso Finish,Optional Ottoman,,,,"Create a sophisticated lounge air with these two pieces. The chair and ottoman showcase a refi ned style with wingback sides, nailhead trim and button tufting. The upholstered design comes in two color options paired with simple, espresso-finished ca briole legs. -"
7652,CM-AC6271TL-OT,856,Living,Ottoman,WILLOW,Traditional,,,,"Ottoman, Teal",,"Furniture of America WILLOW Traditional Ottoman, Teal",1,28.2,"27""W X 20""D X 19""H",,,,0,CM-AC6271TL.jpg,Dark Teal,Traditional Style,Wingback Design,Cabriole Legs,Espresso Finish,Optional Ottoman,,,,,,"Create a sophisticated lounge air with these two pieces. The chair and ottoman showcase a refi ned style with wingback sides, nailhead trim and button tufting. The upholstered design comes in two color options paired with simple, espresso-finished ca briole legs. -"
7653,CM-AC6140BG,857,Living,Chair,SYBIL,Contemporary,,,,"Accent Chair, Beige",,"Furniture of America SYBIL Contemporary Accent Chair, Beige",1,56.67,"29""W X 34""D X 39""H (Seat Ht: 21"", Seat Dp: 20"")",,,,0,CM-AC6140.jpg,"Beige, Espresso",Contemporary Style,Padded Armrests,Plush Cushions,Ottoman Included,Solid Wood & Others*,Espresso Frame,Beige,,,,
7654,CM-AC6140BG-OT,857,Living,Ottoman,SYBIL,Contemporary,,,,"Ottoman, Beige",,"Furniture of America SYBIL Contemporary Ottoman, Beige",1,21,"25""W X 20""D X 19 1/2""H",,,,0,CM-AC6140OT.jpg,"Beige, Espresso",Contemporary Style,Plush Cushions,Ottoman Included,Solid Wood & Others*,Espresso Frame,Beige,,,,,
7657,CM-AC6168-PK,857,Living,Chair,SAMIA,Contemporary,,,,Accent Chair,"CM-AC6168-1, CM-AC6168-2",Furniture of America SAMIA Contemporary Accent Chair,2,68.6,"31""W X 32 1/2""D X 36""H (Seat Ht: 19"", Seat Dp: 21 1/2"")",,,,0,CM-AC6168.jpg,Ivory,Contemporary Style,Linen-like Fabric,Keyhole Armrests,Espresso Legs,Solid Wood & Others*,Ivory,,,,,
7658,CM-AC6181,857,Living,Chair,LEIPSIC,Contemporary,,,,Accent Chair,,Furniture of America LEIPSIC Contemporary Accent Chair,1,42.2,"30""W X 32""D X 34""H (Seat Ht: 18"", Seat Dp: 21 1/4"")",,100% Polyester,,0,CM-AC6181.jpg,Gray w/ Espresso Legs,Contemporary Style,"Solid Wood, Others",Padded Linen-like Seat,Gray w/ Espresso Legs,,,,,,,"Refresh your home with a modern piece, and even some color! The wood framework is stylized to create a modern appeal while faux leather upholstery is available in four chic colors to pair with any decor. The foam padding within the seat and back cush ion ensure hours of support and comfort while enhancing the plush appearance. -"
7659,CM-AC6840BG,857,Living,Chair,DEIDRE,Midcentury Modern,,,,"Accent Chair, Beige",,,1,41.8,"29""W X 32""D X 32""H (SEAT HT: 18 1/2"", SEAT DP: 20 1/2"")","Linen, Solid Wood & Others",,,0,CM-AC6840BG.jpg,Beige/Espresso Frame,Contemporary Style,Espresso Frame,Curved Arms,Linen Fabric,Beig,,,,,,"Perfect for sitting down with a good book, this accent chair features padded linen-like upholstery for a soft yet sturdy seat. The angled espresso fi nished legs provide unrivaled support while attaching to the sweeping armrests for a stylish appeara nce. -"
7660,CM-AC6840GY,857,Living,Chair,DEIDRE,Midcentury Modern,,,,"Accent Chair, Gray",,,1,41.8,"29""W X 32""D X 32""H (SEAT HT: 18 1/2"", SEAT DP: 20 1/2"")","Linen, Solid Wood & Others",,,0,CM-AC6840GY.jpg,Gray/Espresso Frame,Contemporary Style,Espresso Frame,Curved Arms,Linen Fabric,Gray,,,,,,"Perfect for sitting down with a good book, this accent chair features padded linen-like upholstery for a soft yet sturdy seat. The angled espresso fi nished legs provide unrivaled support while attaching to the sweeping armrests for a stylish appeara nce. -"
7661,CM-AC6840NV,857,Living,Chair,DEIDRE,Midcentury Modern,,,,"Accent Chair, Navy",,,1,41.8,"29""W X 32""D X 32""H (SEAT HT: 18 1/2"", SEAT DP: 20 1/2"")","Linen, Solid Wood & Others",,,0,CM-AC6840NV.jpg,Navy/Espresso Frame,Contemporary Style,Espresso Frame,Curved Arms,Linen Fabric,Navy,,,,,,"Perfect for sitting down with a good book, this accent chair features padded linen-like upholstery for a soft yet sturdy seat. The angled espresso fi nished legs provide unrivaled support while attaching to the sweeping armrests for a stylish appeara nce. -"
7662,CM-AC6187BK,858,Living,Chair,SHELIA,Contemporary,,,,Accent Chair,,Furniture of America ELOISE Contemporary Accent Chair,1,53.9,"26""W X 30 5/8""D X 35 5/8""H (Seat Ht: 17"", Seat Dp: 21"")",,,,0,CM-AC6187BK.jpg,Black,Contemporary Style,Clear Acrylic Frame,Flannelette Fabric,Solid Wood & Others*,Black,,,,,,
7663,CM-AC6187GY,858,Living,Chair,SHELIA,Contemporary,,,,Accent Chair,,Furniture of America ELOISE Contemporary Accent Chair,1,53.9,"26""W X 30 5/8""D X 35 5/8""H (Seat Ht: 17"", Seat Dp: 21"")",,,,0,CM-AC6187GY.jpg,Gray,Contemporary Style,Clear Acrylic Frame,Flannelette Fabric,Solid Wood & Others*,Gray,,,,,,
7664,CM-AC6839GY,858,Living,Chair,ESMERALDA,Transitional,Chair w/ Ottoman,,w/ Ottoman,"Accent Chair w/ Ottoman, Gray",,,1,67.1,"CH: 38 1/2""L X 23""W X 39 3/4   OT: 23""L X 22""W X 19 1/4""H (SEAT HT: 18 1/2"", SEAT DP: 20"")",Flannelette,,,0,CM-AC6839GY.jpg,Gray,Contemporary Style,Curved Chair Frame,Ottoman Included,Button-tufted Flannelette Fabric,Gray,,,,,,"Let the gently curved back of this contemporary chair cradle you as you prop your feet on the included ottoman and relax in style. Its padded fl annelette upholstery offers the perfect amount of luxurious comfort and stability to ensure this set beco mes your favorite seat in the house. Available in two colors, this chair and ottoman set is supported by mid-century inspired wood legs. -"
7665,CM-AC6839NV,858,Living,Chair,ESMERALDA,Transitional,Chair w/ Ottoman,,w/ Ottoman,"Accent Chair w/ Ottoman, Navy",,,1,67.1,"CH: 38 1/2""L X 23""W X 39 3/4""H   OT: 23"" X 22"" X 19 1/4""H (SEAT HT: 18 1/2"", SEAT DP: 20"")",Flannelette,,,0,CM-AC6839NV.jpg,Navy,Contemporary Style,Curved Chair Frame,Ottoman Included,Button-tufted Flannelette Fabric,Navy,,,,,,"Let the gently curved back of this contemporary chair cradle you as you prop your feet on the included ottoman and relax in style. Its padded fl annelette upholstery offers the perfect amount of luxurious comfort and stability to ensure this set beco mes your favorite seat in the house. Available in two colors, this chair and ottoman set is supported by mid-century inspired wood legs. -"
7666,CM-AC6841,858,Living,Chair,ELOISE,Contemporary,Chair w/ Ottoman,,w/ Ottoman,Accent Chair w/ Ottoman,,,1,53.9,"CHAIR: 28 3/8""W X 29 1/2""D X 44""H","Flannelette, Metal",,,0,CM-AC6841.jpg,Purple/Chrome,Contemporary Style,Scoop Frame,High Chair Back,Ottoman Included,Purple,,,,,,"Retro modern design and chic glamorous style come together to create a one-ofa- kind piece! Lovely purple flannelette is soft to the touch and vibrant to the eye, intriguing all senses. With curved lines, the scoop frame chair and ottoman set is unde niably mod and irrefutably fabulous. -"
7667,CM-AC6841BK,858,Living,Chair,ELOISE,Contemporary,Chair w/ Ottoman,,w/ Ottoman,"Accent Chair w/ Ottoman, Black",,"Furniture of America ELOISE Contemporary Accent Chair w/ Ottoman, Black",1,53.9,"21 1/2""W X 18""D x 17""H",,,,0,CM-AC6841BK.jpg,Black,Contemporary Style,Scoop Frame,High Chair Back,Ottoman Included,Flannelette Fabric,Black,,,,,
7668,CM-AC6841GY,858,Living,Chair,ELOISE,Contemporary,Chair w/ Ottoman,,w/ Ottoman,"Accent Chair w/ Ottoman, Gray",,"Furniture of America ELOISE Contemporary Accent Chair w/ Ottoman, Gray",1,53.9,"21 1/2""W X 18""D x 17""H",,,,0,CM-AC6841GY.jpg,Gray,Contemporary Style,Scoop Frame,High Chair Back,Ottoman Included,Flannelette Fabric,Gray,,,,,
7669,CM-AC6262GL-BK,859,Living,Chair,SIENNA,Contemporary,,,,"Metal Chair, Black/Gold",,"Furniture of America SIENNA Contemporary Metal Chair, Black/Gold",1,41.8,"26""W X 30 5/8""D X 35 5/8""H (Seat Ht: 17"", Seat Dp: 21"")",,,,0,CM-AC6262GL-BK.jpg,"Black, Gold",Contemporary Style,Button Tufted,Padded Arm Rest,Crocodile Leatherette,Black,,,,,,
7670,CM-AC6262GL-WH,859,Living,Chair,SIENNA,Contemporary,,,,"Metal Chair, White/Gold",,"Furniture of America SIENNA Contemporary Metal Chair, White/Gold",1,41.8,"26""W X 30 5/8""D X 35 5/8""H (Seat Ht: 17"", Seat Dp: 21"")",,,,0,CM-AC6262GL-WH.jpg,"White, Gold",Contemporary Style,Button Tufted,Padded Arm Rest,Crocodile Leatherette,White,,,,,,
7671,CM-AC6272BK,859,Living,Chair,ESTRIDGE,Contemporary,,,,"Accent Chair, Black",,"Furniture of America ESTRIDGE Contemporary Accent Chair, Black",1,41.8,"29 3/4""L X 33""W X 33""H","Ostrich Leatherette, Metal",,,0,,Black/Chrome,Contemporary Style,Button Tufted,Padded Arm Rest,Ostrich Leatherette,Black,,,,,,"With its textured ostrich-patterned leatherette, this accent chair adds a lot of character to your home - -"
7672,CM-AC6272BR,859,Living,Chair,ESTRIDGE,Contemporary,,,,"Accent Chair, Light Brown",,"Furniture of America ESTRIDGE Contemporary Accent Chair, Light Brown",1,41.8,"29 3/4""L X 33""W X 33""H  (Seat Ht: 18"", Seat Dp: 21"")",,,,0,CM-AC6272BR.jpg,"Light Brown, Chrome",Contemporary Style,Button Tufted,Padded Arm Rest,Ostrich Leatherette,Light Brown,,,,,,
7673,CM-AC6056BL,860,Living,Chair,BELEM,Transitional,,,,Single Chair w/ Blue Flax Fabric,,Furniture of America BELEM Transitional Single Chair w/ Blue Flax Fabric,1,55,"34 1/2""W X 37 1/8""D X 35 3/4"", (Seat Ht: 18"", Seat Dp: 21"")",,100% Polyester,,0,CM-AC6056BL.jpg,Blue,Transitional Style,Padded Flax Fabric,Rolled Arms,Available in 3 Colors,,,,,,,"Add a touch of color to your living room with this spacious padded flax fabric chair. Designed in three cool colors, and detailed with espresso legs that will easily enhance any living space. - -"
7674,CM-AC6056GR,860,Living,Chair,BELEM,Transitional,,,,Single Chair w/ Green Flax Fabric,,Furniture of America BELEM Transitional Single Chair w/ Green Flax Fabric,1,55,"34 1/2""W X 37 1/8""D X 35 3/4"", (Seat Ht: 18"", Seat Dp: 21"")",,100% Polyester,,0,CM-AC6056GR.jpg,Green,Transitional Style,Padded Flax Fabric,Rolled Arms,Available in 3 Colors,,,,,,,"Add a touch of color to your living room with this spacious padded flax fabric chair. Designed in three cool colors, and detailed with espresso legs that will easily enhance any living space. - -"
7675,CM-AC6056YW,860,Living,Chair,BELEM,Transitional,,,,Single Chair w/ Yellow Flax Fabric,,Furniture of America BELEM Transitional Single Chair w/ Yellow Flax Fabric,1,55,"34 1/2""W X 37 1/8""D X 35 3/4"", (Seat Ht: 18"", Seat Dp: 21"")",,100% Polyester,,0,CM-AC6056YW.jpg,Yellow,Transitional Style,Padded Flax Fabric,Rolled Arms,Available in 3 Colors,,,,,,,"Add a touch of color to your living room with this spacious padded flax fabric chair. Designed in three cool colors, and detailed with espresso legs that will easily enhance any living space. - -"
7676,CM-AC6113BG,860,Living,Chair,AGALVA,Contemporary,,,,"Accent Chair, Beige",,"Furniture of America AGALVA Contemporary Accent Chair, Beige",1,44.5,"29""W X 33 1/2""D X 34 1/2""H, (Seat Ht: 18 1/2"", Seat Dp: 22"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-AC6113BG.jpg,Beige,Contemporary Style,Padded Fabric,Flared Scroll Back,Espresso Finish,Solid Wood & Others,Available in 7 Colors,,,,,Graceful curves display beautifully against this unique accent chair. Nailhead trim accentuates the scroll backs and track arms while seven variations of fabric colors complement the espresso finished legs. - -
7677,CM-AC6113BR,860,Living,Chair,AGALVA,Contemporary,,,,"Accent Chair, Brown",,"Furniture of America AGALVA Contemporary Accent Chair, Brown",1,44.5,"29""W X 33 1/2""D X 34 1/2""H, (Seat Ht: 18 1/2"", Seat Dp: 22"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-AC6113BR.jpg,Brown,Contemporary Style,Padded Fabric,Flared Scroll Back,Espresso Finish,Solid Wood & Others,Available in 7 Colors,,,,,Graceful curves display beautifully against this unique accent chair. Nailhead trim accentuates the scroll backs and track arms while seven variations of fabric colors complement the espresso finished legs. - -
7678,CM-AC6113TL,860,Living,Chair,AGALVA,Contemporary,,,,"Accent Chair, Teal",,"Furniture of America AGALVA Contemporary Accent Chair, Teal",1,44.5,"29""W X 33 1/2""D X 34 1/2""H, (Seat Ht: 18 1/2"", Seat Dp: 22"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-AC6113TL.jpg,Teal,,,,,,,,,,,
7679,CM-AC6821BL,860,Living,Chair,ALONDRA,Midcentury Modern,,,,"Accent Chair, Blue",,,1,51.7,"30""L X 34 1/2""W X 36 1/2""H (SEAT HT: 20"", SEAT DP: 21"")",Linen-like Fabric,,,0,CM-AC6821BL.jpg,Blue Pattern,Contemporary Style,Striped Pattern,Mid-Century Tapering Legs,Linen-like Fabric,Blue,,,,,,"Bury yourself into a book or watch your favorite TV show as you sit comfortably in this modern accent chair. The U-shaped frame, striped patterning and angled wood legs all work together to create a stunning retro design that you will cherish for yea rs to come. -"
7680,CM-AC6821GY,860,Living,Chair,ALONDRA,Midcentury Modern,,,,"Accent Chair, Gray",,,1,51.7,"30""L X 34 1/2""W X 36 1/2""H (SEAT HT: 20"", SEAT DP: 21"")",Linen-like Fabric,,,0,CM-AC6821GY.jpg,Gray Pattern,Contemporary Style,Striped Pattern,Mid-Century Tapering Legs,Linen-like Fabric,Gray,,,,,,"Bury yourself into a book or watch your favorite TV show as you sit comfortably in this modern accent chair. The U-shaped frame, striped patterning and angled wood legs all work together to create a stunning retro design that you will cherish for yea rs to come. -"
7681,CM-AC6180BG,861,Living,Chair,NEVEAH,Traditional,,,,"Accent Chair w/ Fabric, Beige",,"Furniture of America NEVEAH Traditional Accent Chair w/ Fabric, Red",1,60.5,"32 3/4""L X 36""W X 41""H (Seat Ht: 22"", Seat Dp: 20 1/2"")",,100% Polyester,,0,CM-AC6180BG.jpg,Beige,Optional Ottoman,Optional Ottoman,Optional Ottoman,Optional Ottoman,Optional Ottoman,Optional Ottoman,,,,,"Create some style in your room with this plaid fabric armchair featuring a tall backrest and slightly angled back design for maximum comfort. The wingback structure adds to the overall style, paired with bold wood constructed legs for stability and d urability. -"
7682,CM-AC6180RD,861,Living,Chair,NEVEAH,Traditional,,,,"Accent Chair w/ Fabric, Red",,"Furniture of America NEVEAH Traditional Accent Chair w/ Fabric, Red",1,60.5,"32 3/4""L X 36""W X 41""H (Seat Ht: 22"", Seat Dp: 20 1/2"")",,100% Polyester,,0,CM-AC6180RD.jpg,Red,Optional Ottoman,Optional Ottoman,Optional Ottoman,Optional Ottoman,Optional Ottoman,Optional Ottoman,,,,,"Create some style in your room with this plaid fabric armchair featuring a tall backrest and slightly angled back design for maximum comfort. The wingback structure adds to the overall style, paired with bold wood constructed legs for stability and d urability. -"
7683,CM-AC6182,861,Living,Chair,LIZ,Contemporary,,,,Accent Chair,,Furniture of America LIZ Contemporary Accent Chair,1,40.26,"26""W X 28 1/2""D X 40 1/2""H  (Seat Ht: 19"", Seat Dp: 19 1/2"")",,,,0,CM-AC6182.jpg,"Black w,  Floral Pattern",Contemporary Style,Nailhead Trim,Chenille Fabric,Floral Print,Solid Wood & Others*,Black Finish,,,,,
7684,CM-AC6460,861,Living,Chair,LEICESTER,Contemporary,Chair w/ Ottoman,,w/ Ottoman,Accent Chair w/ Ottoman,,,1,48.4,"CH: 28 3/4""L X 28 1/4""W X 36 3/4""H (SEAT DP: 20 1/4"", SEAT HT: 17 1/4"")   OT: 18 1/4"" X 18 1/4"" X 14""H",Solid Wood & Others,,,0,CM-AC6460.jpg,British Flag,Contemporary Style,Flared Fan Back,Ottoman Included,Solid Wood/Others,Flag Design,,,,,,Express your love for the United Kingdom with this British-themed chair and ottoman set! The padded fabric provides optimal comfort to help you sit with a good book while propping your feet on the rounded ottoman. The stylish backrest gently curves t o off er extra comfort as well as style. -
7685,CM-AC6662-2PK,861,Living,Chair,Sala,Transitional,Chair x2,,,Accent Chair (2/CTN),,Furniture of America Sala Transitional Accent Chair (2/CTN),1,66,"24""W X 25 3/4""D X 39 1/2""H (Seat Ht: 19 1/4"", Seat Dp: 19"")","Linen-like Fabric, Solid Wood & Others","55% Linen, 45% Rayon",,0,CM-AC6662.jpg,Ivory,Contemporary Style,Solid Wood & Others,Padded Flax Seat,Ivory w/ Espresso Legs,,,,,,,This unique style can bring some flair to any room. Padded flax fabric seat and back with deep tuftings add a touch of comfort to a uniquely designed chair. - -
7686,CM-AC6802,861,Living,Chair,Riviera,Transitional,,,,"Accent Chair, Stripe Fabric",,"Furniture of America Riviera Transitional Accent Chair, Stripe Fabric",1,50.6,"30""W X 28 1/4""D X 43 3/4""H (Seat Ht: 17 3/4"", Seat Dp: 23 1/4"")",,100% Cotton,,0,CM-AC6802.jpg,"White, Dark Blue Stripe",Transitional Style,Black Finish Wood Trim,Stripe Fabric in White & Dark Blue,Wingback Design,Turned Front Legs,,,,,,The white and dark blue stripe fabric gives this accent chair a notable charm. It features a wingback design with legs and wood trim finished in black. - -
7687,CM-AC6121PU,862,Living,Chair,Springerville,Contemporary,,,,"Accent Chair, Espresso Leatherette",,"Furniture of America Springerville Contemporary Accent Chair, Espresso Leatherette",1,55,"Chair: 23""W X 30 1/4""D x 31 3/4""H (Seat Ht: 18"", Seat Dp: 22"")",,,,0,CM-AC6121PU.jpg,Espresso Leatherette,Contemporary Style,Padded Seat,Dark Walnut Finish,Available in 3 Colors,,,,,,,"This contemporary pattern on this accent chair creates a design statement in any setting. There are three color options available: ivory fabric with pattern, white fabric, or espresso leatherette. - -"
7688,CM-AC6265BR,862,Living,Chair,DUBOIS,Contemporary,,,,"Accent Chair, Brown",,"Furniture of America DUBOIS Contemporary Accent Chair, Brown",1,41.1,"33""L X 29""W X 32 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 20 1/2"")",,,,0,CM-AC6265BR.jpg,Dark Brown,Contemporary Style,Leatherette,Espresso Armrest & Legs,"Solid Wood, Others",Available in 4 Colors,,,,,,"Refresh your home with a modern piece, and even some color! The wood framework is stylized to create a modern appeal while faux leather upholstery is available in four chic colors to pair with any decor. The foam padding within the seat and back cush ion ensure hours of support and comfort while enhancing the plush appearance. -"
7689,CM-AC6801BR,862,Living,Chair,VAUGH,Traditional,,,,Accent Chair,,Furniture of America VAUGH Traditional Accent Chair,1,68.2,"33""W X 30""D X 43 3/4""H (Seat Ht: 17 1/4"", Seat Dp: 21 1/2"")",,,,0,CM-AC6801BR.jpg,Rustic Brown,,,,,,,,,,,
7690,CM-AC6801BR-OT,862,Living,Ottoman,VAUGH,Traditional,,,,Ottoman,,Furniture of America VAUGH Traditional Ottoman,1,19.8,"20""W X 20""D X 16""H",,,,0,CM-AC6801BR.jpg,Rustic Brown,,,,,,,,,,,
7692,CM-RC6920,862,Living,Chair,Cheste,Traditional,Chair w/ Ottoman,,w/ Ottoman,"Lounger w/ Ottoman, Brown",,"Furniture of America Cheste Traditional Lounger w/ Ottoman, Brown",1,55,"Lounger: 32 1/4""L X 30""W X 39 3/8""H (Seat Ht: 17 1/2"", Seat Dp: 19 1/2""), Ottoman: 21 1/4""L X 17 3/8""W X 15 3/8""H",,,,0,CM-RC6920.jpg,Brown,Swivel Lounger Chair w/ Ottoman,Dark Walnut Finish,Padded Leatherette Seat,Available in 2 Fabric Colors,,,,,,,"Available in either gray or brown, this swivel accent chair comes in a padded leatherette seat and ottoman.  - -"
7693,CM-RC6920-GY,862,Living,Chair,Cheste,Traditional,Chair w/ Ottoman,,w/ Ottoman,"Lounger w/ Ottoman, Gray",,"Furniture of America Cheste Traditional Lounger w/ Ottoman, Gray",1,55,"Chair: 32 1/4""L X 30""W X 39 3/8""H(Seat Ht: 17 1/2"", Seat Dp: 19 1/2""), Ottoman: 21 1/4""L x 17 3/8""W X 15 3/8""H",,,,0,CM-RC6920GY.jpg,Gray,Swivel Lounger Chair w/ Ottoman,Dark Walnut Finish,Padded Leatherette Seat,Available in 2 Fabric Colors,,,,,,,"Available in either gray or brown, this swivel accent chair comes in a padded leatherette seat and ottoman.  - -"
7694,CM-AC6912BK,863,Living,Chair,Trinidad,Contemporary,Swivel Chair,,Swivel,"Swivel Chair, Black",,"Furniture of America Trinidad Contemporary Swivel Chair, Black",1,38,"24""W X 35 1/2""D X 35""H",,,,0,CM-AC6912BK.jpg,Black,Contemporary Style,Swivel Chair,Padded Leatherette Seat,Chrome Base,Available in 4 Colors,,,,,,"Ultra modern and upholstered in cool white leatherette, this accent chair has an easy hammock style and a swivel chrome base. Available in four colors. - -"
7695,CM-AC6912GY,863,Living,Chair,Trinidad,Contemporary,Swivel Chair,,Swivel,"Swivel Chair, Gray",,"Furniture of America Trinidad Contemporary Swivel Chair, Gray",1,38,"24""W X 35 1/2""D X 35""H",,,,0,CM-AC6912GY.jpg,Gray,Contemporary Style,Swivel Chair,Padded Leatherette Seat,Chrome Base,Available in 4 Colors,,,,,,"Ultra modern and upholstered in cool white leatherette, this accent chair has an easy hammock style and a swivel chrome base. Available in four colors. - -"
7696,CM-AC6912R,863,Living,Chair,Trinidad,Contemporary,Swivel Chair,,Swivel,"Swivel Chair,  Mahogany Red",,"Furniture of America Trinidad Contemporary Swivel Chair,  Mahogany Red",1,38,"24""W X 35 1/2""D X 35""H",,,,0,CM-AC6912R.jpg,Mahogany Red,Contemporary Style,Swivel Chair,Padded Leatherette Seat,Chrome Base,Available in 4 Colors,,,,,,"Ultra modern and upholstered in cool white leatherette, this accent chair has an easy hammock style and a swivel chrome base. Available in four colors. - -"
7697,CM-AC6912W,863,Living,Chair,Trinidad,Contemporary,Swivel Chair,,Swivel,"Swivel Chair, White",,"Furniture of America Trinidad Contemporary Swivel Chair, White",1,38,"24""W X 35 1/2""D X 35""H",,,,0,CM-AC6912W.jpg,White,Contemporary Style,Swivel Chair,Padded Leatherette Seat,Chrome Base,Available in 4 Colors,,,,,,"Ultra modern and upholstered in cool white leatherette, this accent chair has an easy hammock style and a swivel chrome base. Available in four colors. - -"
7698,CM-AC6915-BK,863,Living,Chair,Faliro,Contemporary,Swivel Chair,,Swivel,"Swivel Accent Chair, Black",,"Furniture of America Faliro Contemporary Swivel Accent Chair, Black",1,21.8,"Chair: 28""W X 23 1/4""D x 31 1/2""H (Seat Ht: 15 3/4"", Seat Dp: 18"")",,,,0,CM-AC6915.jpg,Black,Contemporary Style,Chrome Base,Swivel Chair,Available in 4 Colors,Padded Leatherette Seat,,,,,,A modern approach to comfort makes these swivel chairs a unique addition to any household décor. Padded leatherette comes available in four colors.  - -
7699,CM-AC6915GY,863,Living,Chair,Faliro,Contemporary,Swivel Chair,,Swivel,"Swivel Accent Chair, Gray",,"Furniture of America Faliro Contemporary Swivel Accent Chair, Gray",1,21.8,"Chair: 28""W X 23 1/4""D X 31 1/2""H (Seat Ht: 15 3/4"", Seat Dp: 18"")",,,,0,CM-AC6915GY.jpg,Gray,Contemporary Style,Chrome Base,Swivel Chair,Available in 4 Colors,Padded Leatherette Seat,,,,,,A modern approach to comfort makes these swivel chairs a unique addition to any household décor. Padded leatherette comes available in four colors.  - -
