1,Item,Page 17-18,Categories,Product Type,Name,Style,Display Name,Feature,Filter Tag,Short Description,Group Components,Long Description,CTN,Shipping Weight (LB),Product Dimension (Inch),Material,Material %1,Material %2,Size,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
7888,CM-AC6280BL,904,Living,Shelf,JOAN,Contemporary,,,,"Display Shelf, Blue",,"Furniture of America JOAN Contemporary Display Shelf, Blue",1,88,"36 1/2""W X 15 3/4""D X 72 1/4""H",,,,0,CM-AC6280BL.jpg,Blue,Contemporary Style,Quatrefoil Inspired Design,6-Tier Bookshelf,"Solid Wood, Others",Available in 3 Finishes,,,,,,This tall bookshelf offers a beautiful blend of chic and efficient design. The Moroccan inspired accents create a decorative side panel that sturdily upholds the five open shelves. Place anything from books to decor upon the wide planks to simultaneo usly adorn and organize your home. -
7889,CM-AC6280EX,904,Living,Shelf,JOAN,Contemporary,,,,"Display Shelf, Dark Walnut",,"Furniture of America JOAN Contemporary Display Shelf, Dark Walnut",1,88,"36 1/2""W X 15 3/4""D X 72 1/4""H",,,,0,CM-AC6280EX.jpg,White,Contemporary Style,Quatrefoil Inspired Design,6-Tier Bookshelf,Solid Wood & Others*,Dark Walnut,,,,,,
7890,CM-AC6280GY,904,Living,Shelf,JOAN,Contemporary,,,,"Display Shelf, Gray",,"Furniture of America JOAN Contemporary Display Shelf, Gray",1,88,"36 1/2""W X 15 3/4""D X 72 1/4""H",,,,0,CM-AC6280GY.jpg,Gray,Contemporary Style,Quatrefoil Inspired Design,6-Tier Bookshelf,Solid Wood & Others*,Gray,,,,,,
7891,CM-AC6280RD,904,Living,Shelf,JOAN,Contemporary,,,,"Display Shelf, Red",,"Furniture of America JOAN Contemporary Display Shelf, Red",1,88,"36 1/2""W X 15 3/4""D X 72 1/4""H",,,,0,CM-AC6280RD.jpg,Red,Contemporary Style,Quatrefoil Inspired Design,6-Tier Bookshelf,"Solid Wood, Others",Available in 3 Finishes,,,,,,This tall bookshelf offers a beautiful blend of chic and efficient design. The Moroccan inspired accents create a decorative side panel that sturdily upholds the five open shelves. Place anything from books to decor upon the wide planks to simultaneo usly adorn and organize your home. -
7892,CM-AC6280WH,904,Living,Shelf,JOAN,Contemporary,,,,"Display Shelf, White",,"Furniture of America JOAN Contemporary Display Shelf, White",1,88,"36 1/2""W X 15 3/4""D X 72 1/4""H",,,,0,CM-AC6280WH.jpg,White,Contemporary Style,Quatrefoil Inspired Design,6-Tier Bookshelf,"Solid Wood, Others",Available in 3 Finishes,,,,,,This tall bookshelf offers a beautiful blend of chic and efficient design. The Moroccan inspired accents create a decorative side panel that sturdily upholds the five open shelves. Place anything from books to decor upon the wide planks to simultaneo usly adorn and organize your home. -
7893,CM-AC6436GY,904,Living,Shelf,ZOEY,Contemporary,,,,"Display Shelf, Gray",,"Furniture of America JOAN Contemporary Display Shelf, White",1,92.4,"35 1/2""L X 14 1/2""W X 72""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC6436GY.jpg,Gray,Contemporary Style,Circle Cut-outs,5-Tier Bookshelf,Solid Wood/Wood Veneer/Others,Gray,,,,,,The contemporary design of this open display case will add a pop of fun color and unique style to your home d - -
7894,CM-AC6436RD,904,Living,Shelf,ZOEY,Contemporary,,,,"Display Shelf, Red",,"Furniture of America JOAN Contemporary Display Shelf, White",1,92.4,"35 1/2""L X 14 1/2""W X 72""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC6436RD.jpg,Red,Contemporary Style,Circle Cut-outs,5-Tier Bookshelf,Solid Wood/Wood Veneer/Others,Red,,,,,,The contemporary design of this open display case will add a pop of fun color and unique style to your home d - -
7895,CM-AC511GY,905,Living,Side Table,RHONA,Contemporary,,,,"Side Table, Gray",,"Furniture of America RHONA Contemporary Side Table, Gray",1,47.08,"24""L X 20""W X 25""H",,,,0,CM-AC511GY.jpg,Gray,Contemporary Style,X-Shape Table Base,Storage Drawer,Metal & Others*,Champagne Finish,Gray,,,,,
7896,CM-AC511RD,905,Living,Side Table,RHONA,Contemporary,,,,"Side Table, Red",,"Furniture of America RHONA Contemporary Side Table, Red",1,47.08,"24""L X 20""W X 25""H",,,,0,CM-AC511RD.jpg,Red,Contemporary Style,X-Shape Table Base,Storage Drawer,Metal & Others*,Champagne Finish,Red,,,,,
7897,CM-AC521,905,Living,Shelf,SUSIE,Industrial,,,,Display Shelf,,Furniture of America SUSIE Industrial Display Shelf,1,51,"36""W X 13 1/2""D X 69""H",,,,0,CM-AC521.jpg,Powder Coated Gray,Industrial Style,Open Shelving,Tiered Design,Metal Construction,Powder Coated Dark Gray Finish,,,,,,
7898,CM-AC523,905,Living,Shelf,SHREYA,Industrial,,W/ Bins,,Shelf w/ Bins,,Furniture of America SHREYA Industrial Shelf w/ Bins,1,75.2,"43 7/8""W X 14""D X 25 1/8""H",,,,0,CM-AC523.jpg,Gun Metal,Industrial Style,6 Removable Bins,Sturdy Metal Construction,Gun Metal Finish,,,,,,,
7899,CM-AC6264CPN,905,Living,Shelf,ELVIRA,Contemporary,,,,"Display Shelf, Champagne",,"Furniture of America ELVIRA Contemporary Display Shelf, Champagne",1,62.5,"38""L X 13 1/4""W X 70 1/4""H","Metal, Solid Wood, Wood Veneer & Others",,,0,CM-AC6264CPN.jpg,Champagne,Contemporary Style,Open Shelving,Tiered Design,Sturdy Metal Construction,Available in 2 Colors,,,,,,Bring an inspirational piece into your home while creating a way to display your decor with this 6-tiered bookcase. Metal provides durability while staggered shelves allow you to view display items from all sides. - -
7900,CM-AC6264CRM,905,Living,Shelf,ELVIRA,Contemporary,,,,"Display Shelf, Chrome",,"Furniture of America ELVIRA Contemporary Display Shelf, Chrome",1,62.5,"38""L X 13 1/4""W X 70 1/4""H","Metal, Solid Wood, Wood Veneer & Others",,,0,CM-AC6264CRM.jpg,Chrome,Contemporary Style,Open Shelving,Tiered Design,Sturdy Metal Construction,Available in 2 Colors,,,,,,Bring an inspirational piece into your home while creating a way to display your decor with this 6-tiered bookcase. Metal provides durability while staggered shelves allow you to view display items from all sides. - -
7901,CM-AC520,906,Living,Book Shelf,SARIYA,Industrial,,,,Circle Book Shelf,,Furniture of America SARIYA Industrial Circle Book Shelf,1,98.8,"59""L X 19""W X 59 1/8""H",,,,0,CM-AC520.jpg,"Dark Gray, Black",Industrial Style,Circular Frame,Open Shelving,Metal & Others*,Dark Gray & Black Finish,,,,,,
7902,CM-AC6452-26,907,Living,Book Shelf,NEWBRIDGE IV,Industrial,,,,"26"" Book Shelf",,Furniture of America SARIYA Industrial Circle Book Shelf,1,53.9,"26""L X 20 3/4""D X 59 1/4""H",,,,#N/A,CM-AC6452-26.jpg,Antique Oak & Antique Brass Finish,Transitional Style,5-Tiered Bookshelf,Flared Legs,Raised Shelf Back & Sides,Metal & Others,,,,,,"Revamp your display and book storage with this stylish transitional bookshelf! A set of fl ared metal legs off er stable support before stretching up to create a ladder-like frame for each of the shelves. Each of the four lower shelves feature a rais ed rim around the back and sides, letting you place delicate decorations atop without worry. -"
7903,CM-AC6452-30,907,Living,Book Shelf,NEWBRIDGE IV,Industrial,,,,"30"" Book Shelf",,Furniture of America SARIYA Industrial Circle Book Shelf,1,58.9,"30""L X 20 3/4""D X 60""H",,,,#N/A,CM-AC6452-30.jpg,Antique Oak & Antique Brass Finish,Transitional Style,5-Tiered Bookshelf,Flared Legs,Raised Shelf Back & Sides,Metal & Others,Antique Oak & Antique Brass Finish,,,,,"Revamp your display and book storage with this stylish transitional bookshelf! A set of fl ared metal legs off er stable support before stretching up to create a ladder-like frame for each of the shelves. Each of the four lower shelves feature a rais ed rim around the back and sides, letting you place delicate decorations atop without worry. -"
7906,CM-AC722-PK,907,Bedroom,Armoire,ZIVA,Industrial,,,,Metal Armoire,"CM-AC722-1, CM-AC722-2",Furniture of America ZIVA Industrial Metal Armoire,2,155,"36""W X 22""D X 73""H",,,,0,CM-AC722.jpg,Dark Gray,Industrial Style,Storage Wardrobe,2 Storage Drawers,Black Brushed Accents,Full Metal Construction,Dark Gray Finish,,,,,
7907,CM-AC161BK,908,Living,Side Table,DELIA,Transitional,,,,"Side Table, Antique Black",,Furniture of America ZIVA Industrial Metal Armoire,1,19.6,"16""L X 16""W X 26""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC161.jpg,Antique Black,Vintage Style,Storage Drawers,Cabriole Legs,Solid Wood/Wood Veneer/Others,Antique Black,,,,,,"Compact and classy, this charming side table is a fun and fancy addition to any room. Place the chic piece by any sofa, bed or chair and utilize the spacious top and drawer at any moment's notice! - -"
7908,CM-AC161TL,908,Living,Side Table,DELIA,Transitional,,,,"Side Table, Antique Teal",,Furniture of America ZIVA Industrial Metal Armoire,1,19.6,"16""L X 16""W X 26""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC161.jpg,Antique Teal,Vintage Style,Storage Drawers,Cabriole Legs,Solid Wood/Wood Veneer/Others,Antique Teal,,,,,,"Compact and classy, this charming side table is a fun and fancy addition to any room. Place the chic piece by any sofa, bed or chair and utilize the spacious top and drawer at any moment's notice! - -"
7909,CM-AC161WH,908,Living,Side Table,DELIA,Transitional,,,,"Side Table, Antique White",,Furniture of America ZIVA Industrial Metal Armoire,1,19.6,"16""L X 16""W X 26""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC161.jpg,Antique White,Vintage Style,Storage Drawers,Cabriole Legs,Solid Wood/Wood Veneer/Others,Antique White,,,,,,"Compact and classy, this charming side table is a fun and fancy addition to any room. Place the chic piece by any sofa, bed or chair and utilize the spacious top and drawer at any moment's notice! - -"
7910,CM-AC162BK,908,Living,Side Table,CIARA,Transitional,,,,"Side Table, Antique Black",,Furniture of America ZIVA Industrial Metal Armoire,1,27.5,"22""L X 18""W X 26""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC162.jpg,Antique Black,Vintage Style,Storage Drawers,Turned Legs,Open Bottom Shelf,Antique Black,Solid Wood/Wood Veneer/Others,,,,,"With its antique style and design, this side table provides convenient storage and decorative space. The compact cabinet can easily hold your valuable items while the table top and lower shelf accommodate decorations or reading materials. - -"
7911,CM-AC162TL,908,Living,Side Table,CIARA,Transitional,,,,"Side Table, Antique Teal",,Furniture of America ZIVA Industrial Metal Armoire,1,27.5,"22""L X 18""W X 26""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC162.jpg,Antique Teal,Vintage Style,Storage Drawers,Turned Legs,Open Bottom Shelf,Antique Teal,Solid Wood/Wood Veneer/Others,,,,,"With its antique style and design, this side table provides convenient storage and decorative space. The compact cabinet can easily hold your valuable items while the table top and lower shelf accommodate decorations or reading materials. - -"
7912,CM-AC162WH,908,Living,Side Table,CIARA,Transitional,,,,"Side Table, Antique White",,Furniture of America ZIVA Industrial Metal Armoire,1,27.5,"22""L X 18""W X 26""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC162.jpg,Antique White,Vintage Style,Storage Drawers,Turned Legs,Open Bottom Shelf,Antique White,Solid Wood/Wood Veneer/Others,,,,,"With its antique style and design, this side table provides convenient storage and decorative space. The compact cabinet can easily hold your valuable items while the table top and lower shelf accommodate decorations or reading materials. - -"
7913,CM-AC163BK,908,Living,Side Table,JAIDA,Transitional,,,,"Side Table, Antique Black",,Furniture of America ZIVA Industrial Metal Armoire,1,33,"19""L X 19""W X 25 1/2""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC163.jpg,Antique Black,Vintage Style,Storage Cabinet,Turned Legs,Open Bottom Shelf,Antique Black,Solid Wood/Wood Veneer/Others,,,,,"With its antique style and design, this side table provides convenient storage and decorative space. The compact cabinet can easily hold your valuable items while the table top and lower shelf accommodate decorations or reading materials. - -"
7914,CM-AC163TL,908,Living,Side Table,JAIDA,Transitional,,,,"Side Table, Antique Teal",,Furniture of America ZIVA Industrial Metal Armoire,1,33,"19""L X 19""W X 25 1/2""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC163.jpg,Antique Teal,Vintage Style,Storage Cabinet,Turned Legs,Open Bottom Shelf,Antique Teal,Solid Wood/Wood Veneer/Others,,,,,"With its antique style and design, this side table provides convenient storage and decorative space. The compact cabinet can easily hold your valuable items while the table top and lower shelf accommodate decorations or reading materials. - -"
7915,CM-AC163WH,908,Living,Side Table,JAIDA,Transitional,,,,"Side Table, Antique White",,Furniture of America ZIVA Industrial Metal Armoire,1,33,"19""L X 19""W X 25 1/2""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC163.jpg,Antique White,Vintage Style,Storage Cabinet,Turned Legs,Open Bottom Shelf,Antique White,Solid Wood/Wood Veneer/Others,,,,,"With its antique style and design, this side table provides convenient storage and decorative space. The compact cabinet can easily hold your valuable items while the table top and lower shelf accommodate decorations or reading materials. - -"
7916,CM-AC135BK,909,Living,Accent Table,KALEA,Transitional,,,,"Round Accent Table, Black",,"Furniture of America KALEA Transitional Round Accent Table, Black",1,38.5,"26""Dia X 26""H",,,,0,CM-AC135BK.jpg,Black,Transitional Style,Plank Style Top,Pedestal Design,"Solid Wood, Others",Available in 2 Finishes,,,,,,Easily place this decorative table as a standalone piece or sofa companion. The round design fi ts well in any setting while the two fi nish options ensure your items are the focal point. - -
7917,CM-AC135TL,909,Living,Accent Table,KALEA,Transitional,,,,"Round Accent Table, Antique Teal",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,38.5,"D: 26""DIA X 26""H",Solid Wood & Others,,,0,CM-AC135TL.jpg,Antique Teal,Transitional Style,Pedestal Design,Plank Style Top,Solid Wood/Others,Antique Teal,,,,,,Easily place this decorative table as a standalone piece or sofa companion. The round design fi ts well in any setting while the two fi nish options ensure your items are the focal point. - -
7918,CM-AC135WH,909,Living,Accent Table,KALEA,Transitional,,,,"Round Accent Table, Antique White",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,38.5,"26""Dia X 26""H",,,,0,CM-AC135WH.jpg,Antique White,Transitional Style,Plank Style Top,Pedestal Design,"Solid Wood, Others",Available in 2 Finishes,,,,,,Easily place this decorative table as a standalone piece or sofa companion. The round design fi ts well in any setting while the two fi nish options ensure your items are the focal point. - -
7919,CM-AC6441BK,909,Living,Accent Table,SAIRA,Transitional,,,,"Round Accent Table, Antique Black",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,13.2,"17""DIA X 26""H",Solid Wood & Others,,,0,CM-AC6441.jpg,Antique Black,Transitional Style,Intricate Wood Details,Pedestal Design,Solid Wood/Others,Antique Black,,,,,,Place this decorative accent table alongside your seat for a convenient place to set a drink or book on without sacrifi cing your home - -
7920,CM-AC6441TL,909,Living,Accent Table,SAIRA,Transitional,,,,"Round Accent Table, Antique Teal",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,13.2,"17""DIA X 26""H",Solid Wood & Others,,,0,CM-AC6441.jpg,Antique Teal,Transitional Style,Intricate Wood Details,Pedestal Design,Solid Wood/Others,Antique Teal,,,,,,Place this decorative accent table alongside your seat for a convenient place to set a drink or book on without sacrifi cing your home - -
7921,CM-AC6441WH,909,Living,Accent Table,SAIRA,Transitional,,,,"Round Accent Table, Antique White",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,13.2,"17""DIA X 26""H",Solid Wood & Others,,,0,CM-AC6441.jpg,Antique White,Transitional Style,Intricate Wood Details,Pedestal Design,Solid Wood/Others,Antique White,,,,,,Place this decorative accent table alongside your seat for a convenient place to set a drink or book on without sacrifi cing your home - -
7922,CM-AC6442BK,909,Living,Accent Table,ILIANA,Transitional,,,,"Octagon Accent Table, Antique Black",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,24.86,"23 3/4""L X 23 3/4""W X 26""H",Solid Wood & Others,,,0,CM-AC6442.jpg,Antique Black,Transitional Style,Pedestal Design,Octagon Table Top,Solid Wood/Others,Antique Black,,,,,,This geometric-shaped accent table provides versatile function while adding stylish beauty wherever it - -
7923,CM-AC6442TL,909,Living,Accent Table,ILIANA,Transitional,,,,"Octagon Accent Table, Antique Teal",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,24.86,"23 3/4""L X 23 3/4""W X 26""H",Solid Wood & Others,,,0,CM-AC6442.jpg,Antique Teal,Transitional Style,Pedestal Design,Octagon Table Top,Solid Wood/Others,Antique Teal,,,,,,This geometric-shaped accent table provides versatile function while adding stylish beauty wherever it - -
7924,CM-AC6442WH,909,Living,Accent Table,ILIANA,Transitional,,,,"Octagon Accent Table, Antique White",,"Furniture of America KALEA Transitional Round Accent Table, Antique White",1,24.86,"23 3/4""L X 23 3/4""W X 26""H",Solid Wood & Others,,,0,CM-AC6442.jpg,Antique White,Transitional Style,Pedestal Design,Octagon Table Top,Solid Wood/Others,Antique White,,,,,,This geometric-shaped accent table provides versatile function while adding stylish beauty wherever it - -
7925,CM-AC093,910,Living,Side Table,Wilcox,Cottage,,,,Slate-Insert Side Table,,Furniture of America Wilcox Cottage Slate-Insert Side Table,1,13,"12 1/2""W X 15 1/4""D X 25 1/4""H","Slate, Solid Wood & Others",,,0,CM-AC093.jpg,Antique Walnut,Distressed Antique Style,Slate Insert Top,Built-In Magazine Rack,Solid Wood & Others,Antique Walnut Finish,,,,,,"This side table has a distinct shape, with a magazine rack built-in and a slate insert top. - -"
7926,CM-AC113,910,Living,Cabinet,Lucer,Transitional,,,,Cabinet w/ Pull-Out Tray,,Furniture of America Lucer Transitional Cabinet w/ Pull-Out Tray,1,37.4,"11 1/2""W X 23""D X 22 1/4""H (Tray: 9""W X 9""D X 1/2""H)",,,,0,CM-AC113.jpg,White,Contemporary Style,Cabinet w/ Chrome Knob,Pull-Out Tray,White Finish,,,,,,,"A great addition to a contemporary home, this country-style side table has a pull-put tray with a cabinet adorned with a chrome knob. Only available in white finish. - -"
7927,CM-AC114,910,Living,Side Table,Lydle,Transitional,,,,Side Table w/ Drawer,,Furniture of America Lydle Transitional Side Table w/ Drawer,1,29.7,"24""W X 12""D X 24""H",,,,0,CM-AC114.jpg,Espresso,Transitional Style,Double Drawer Look,Open Shelf,Espresso Finish,,,,,,,"Finished in espresso, this side table has an open shelf with a drawer underneath with a two-drawer look. - -"
7928,CM-AC171CH,910,Living,Side Table,LILITH I,Transitional,,Built-in USB Outlet,,"Side Table w/ Usb, Cherry",,"Furniture of America LILITH I Transitional Side Table w/ Usb, Cherry",1,48.4,"12""W X 24""D X 24""H",,,,0,CM-AC171CH.jpg,Cherry,Transitional Style,Built-in USB Outlet,Pull-out Cup Holder,Storage Cabinet,"Solid Wood, Wood","Veneer, Others",Available in 2 Finishes,,,,Charge your phone or any other electronic device with the built-in USB and power port dock while you conveniently place your drink on the pull-out cup holders. You may also store magazines in the cabinet compartment. - -
7929,CM-AC171GY,910,Living,Side Table,LILITH I,Transitional,,Built-in USB Outlet,,"Side Table w/ Usb, Gray",,"Furniture of America LILITH I Transitional Side Table w/ Usb, Gray",1,48.4,"12""W X 24""D X 24""H",,,,0,CM-AC171GY.jpg,Gray,Transitional Style,Built-in USB Outlet,Pull-out Cup Holder,Storage Cabinet,"Solid Wood, Wood","Veneer, Others",Available in 2 Finishes,,,,Charge your phone or any other electronic device with the built-in USB and power port dock while you conveniently place your drink on the pull-out cup holders. You may also store magazines in the cabinet compartment. - -
7930,CM-AC313,910,Living,Cabinet,MYRNA,Transitional,,,,"Multi-Storage Cabinet, White",,"Furniture of America MYRNA Transitional Multi-Storage Cabinet, White",1,98,"26""W X 17 3/4""D X 31 1/2""H",,,,0,CM-AC313.jpg,White,Transitional Style,Multiple Drawers,4 wheels,White Finish,,,,,,,Charge your phone or any other electronic device with the built-in USB and power port dock while you conveniently place your drink on the pull-out cup holders. You may also store magazines in the cabinet compartment. - -
7931,CM-AC6444,910,Living,Side Table,JODI,Transitional,,,,Side Table,,"Furniture of America MYRNA Transitional Multi-Storage Cabinet, White",1,27.7,"24""L X 14""D X 23""H","Solid Wood, Wood Veneer & Others",,,0,CM-AC6444.jpg,Brown Cherry,Country Style,Slatted Shelves,Solid Wood/Wood Veneer/Others,3-Tiered Table,Varying Colored Slats,Brown Cherry Finish,,,,,"Bring a touch of rustic charm to your home with this chic side table. Each of the tiers provides ample space for storing commonly used items like remotes or reading materials. Supported atop sturdy wood block feet, this table - -"
7932,CM-AC151,911,Living,Side Table,VALON,Contemporary,,,,Side Table,,Furniture of America VALON Contemporary Side Table,1,16.5,"16""W X 12""D X 24""H","Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,CM-AC151.jpg,Dark Walnut,Contemporary Style,8mm Tempered Glass,Curved Panel Base Design,Solid Wood & Others,Dark Walnut Finish,,,,,,Contemporary Style. This side table showcases a stunning curved panel base design along with 8mm tempered glass. - -
7933,CM-AC155BK,911,Living,Nesting Table,SUE,Contemporary,,,,"Nesting Table, Black Faux Marble",,"Furniture of America SUE Contemporary Nesting Table, Black Faux Marble",1,19.6,"Small: 16""W X 13 1/4""D X 20 1/2""H,""Large: 18""W X 15""D X 22""H",,,,0,CM-AC155BK.jpg,Black,Contemporary Style,Faux Marble Table Top,Nesting Design,Sturdy Metal Construction,Available in 2 Colors,,,,,,Easily place this decorative table as a standalone piece or sofa companion. The round design fi ts well in any setting while the two fi nish options ensure your items are the focal point. - -
7934,CM-AC155WH,911,Living,Nesting Table,SUE,Contemporary,,,,"Nesting Table, White Faux Marble",,"Furniture of America SUE Contemporary Nesting Table, White Faux Marble",1,19.6,"Small: 16""W X 13 1/4""D X 20 1/2""H,""Large: 18""W X 15""D X 22""H",,,,0,CM-AC155WH.jpg,White,Contemporary Style,Faux Marble Table Top,Nesting Design,Sturdy Metal Construction,Available in 2 Colors,,,,,,Easily place this decorative table as a standalone piece or sofa companion. The round design fi ts well in any setting while the two fi nish options ensure your items are the focal point. - -
7935,CM-AC229-3A,911,Living,Nesting Table,MEROPE,Contemporary,,,,Nesting Table,,Furniture of America MEROPE Contemporary Nesting Table,1,26.93,"16 1/2""W X 11 3/4""D X 22 1/2""H",,,,0,CM-AC229.jpg,Clear,Contemporary Style,5mm Tempered Glass Top,10mm Tempered Glass Bottom,2 Nesting Table Set,Clear Acrylic Legs,,,,,,
7936,CM-CAT045,911,Living,Book Stand,Catalia,Traditional,,,,Book Stand,,Furniture of America Catalia Traditional Book Stand,1,48,"27""W X 18""D X 47""H",,,,0,CM-CAT045.jpg,"Dark Oak, Espresso",Bold & Sturdy Construction,Reeded Leg & Pedestal Base,"Solid Wood, Wood Veneer & Others",Dark Oak & Espresso Finish,,,,,,,Display a dictionary or catalog in your home in this sturdy and bold book stand. Reeded legs and a pedestal base finished in a two-tone dark oak and espresso finish. - -
7937,CM-CAT046,911,Living,Book Stand,PRICIA,,,,,Metal Book Stand,,Furniture of America Catalia Traditional Book Stand,1,19.1,14.5*14*45,,,,#N/A,,Black,,,,,,,,,,,
7938,CM-AC150GR,912,Living,Side Table,MOLLY,Vintage,,,,"Round Side Table, Green",,"Furniture of America MOLLY Vintage Round Side Table, Green",1,17.6,"18 1/8""DIA X 26 3/8""H",,,,0,CM-AC150.jpg,"Green, Antique Brown",Vintage Style,Two-Tone Design w/ Antique Brown Top,Cabriole Legs,Solid Wood & Others*,Green,,,,,,
7939,CM-AC150RD,912,Living,Side Table,MOLLY,Vintage,,,,"Round Side Table, Red",,"Furniture of America MOLLY Vintage Round Side Table, Red",1,17.6,"18 1/8""DIA X 26 3/8""H",,,,0,CM-AC150.jpg,"Red, Antique Brown",Vintage Style,Two-Tone Design w/ Antique Brown Top,Cabriole Legs,Solid Wood & Others*,Red,,,,,,
7940,CM-AC150WH,912,Living,Side Table,MOLLY,Vintage,,,,"Round Side Table, White",,"Furniture of America MOLLY Vintage Round Side Table, White",1,17.6,"18 1/8""DIA X 26 3/8""H",,,,0,CM-AC150.jpg,"White, Antique Brown",Vintage Style,Two-Tone Design w/ Antique Brown Top,Cabriole Legs,Solid Wood & Others*,White,,,,,,
7941,CM-AC154,912,Living,Side Table,KYA,Industrial,,,,Side Table,,Furniture of America KYA Industrial Side Table,1,27.5,"25""W X 18""D X 26""H",,,,0,CM-AC154.jpg,Natural Tone,Industrial Design,Magnesium Oxide Top,Metal & Others*,Rustic Natural Tone Finish,,,,,,,
7942,CM-AC156,912,Living,Side Table,ZULA,Industrial,,,,Side Table,,Furniture of America ZULA Industrial Side Table,1,26.4,"24 1/4""W X 14""D X 26""H",,,,0,CM-AC156.jpg,Dark Oak,Industrial Style,Magnesium Oxide Top,Metal & Others*,Dark Oak Finish,,,,,,,
7943,CM-AC157,912,Living,Nesting Table,UMA,Industrial,,,,Nesting Table,,Furniture of America UMA Industrial Nesting Table,1,19.14,"Small: 22 1/4""W X 12 3/4""D X 22""H,""Large: 24 1/4""W X 13""D X 24""H","Metal, Solid Wood, Wood Veneer & Others",,,0,CM-AC157.jpg,Medium Weathered Oak,Industrial Design,2 Nesting Table Set,Metal Frame w/ Wooden Top,Half-Moon Shape,Medium Weathered Oak,,,,,,Easily place this decorative table as a standalone piece or sofa companion. The round design fi ts well in any setting while the two fi nish options ensure your items are the focal point. - -
7944,CM-AC159,912,Living,Nesting Table,ZIA,Industrial,,,,Nesting Table,,Furniture of America ZIA Industrial Nesting Table,1,19.58,"Small: 16""W X 13 1/4""D X 20 1/2""H,""Large: 18""W X 15""D X 22""H","Metal, Solid Wood, Wood Veneer & Others",,,0,CM-AC159.jpg,Medium Weathered Oak,Industrial Design,2 Nesting Table Set,Sturdy Metal Frame,Wooden Top Panel,Medium Weathered Oak,,,,,,Easily place this decorative table as a standalone piece or sofa companion. The round design fi ts well in any setting while the two fi nish options ensure your items are the focal point. - -
7945,CM-AC168,913,Living,Nesting Table,Valencia I,Cottage,,,,3 Nesting Table Set,,Furniture of America Valencia I Cottage 3 Nesting Table Set,1,58,"Large Table: 28""L X 18""W X 24""H, Medium Table: 22 1/2""L X 16""W X 20 1/2""H, Small Table: 17""L X 14""W X 17""H",,,,0,CM-AC168.jpg,Antique Oak,Mission Style,Solid Wood & Others,3 Nesting Table Set,Antique Oak Finish,,,,,,,Add function and style to your room with this Mission style antique oak finish nesting tables. Three cascading table sizes provide convenient table top space and style. - -
7946,CM-AC209,913,Living,Telephone Stand,Valencia IV,Cottage,,W/ Drawer,,Telephone Stand w/ One Drawer,,Furniture of America Valencia IV Cottage Telephone Stand w/ One Drawer,1,25.4,"15 3/4""W X 15 3/4""D X 26""H",,,,0,CM-AC209.jpg,Antique Oak,Mission Style,Solid Wood & Others,Drawer & Open Shelf,Antique Oak Finish,,,,,,,"Finished in antique oak, this telephone stand comes with a drawer and open shelf. - -"
7947,CM-AC214,913,Living,Side Table,Wickenburg,Cottage,,,,Side Table,,Furniture of America Wickenburg Cottage Side Table,1,54,"36""W X 15""D X 35 3/4""H",,,,0,CM-AC214.jpg,Medium Oak,Tray Style Table Top,Solid Wood & Others,Drawers & Open Shelves,Medium Oak Finish,,,,,,,"With a unique tray-style table top design, this side table bring style and space to any living area. Finished in warm medium oak.  - -"
7948,CM-AC249,913,Living,Shelf,Valencia I,Cottage,,,,Media Shelf,,Furniture of America Valencia I Cottage Media Shelf,1,36,"22""W X 9""D X 48""H",,,,0,CM-AC249.jpg,Antique Oak,Mission Style,Solid Wood & Others,5 Shelves,Antique Oak Finish,,,,,,,"Typical Mission styling with lattice molding and solid wood construction provide sturdy yet functional storage for books, media or knick-knacks. Five convenient shelves along with a warm antique oak finish make this a perfect accent piece for any roo m in the house. -"
7949,CM-AC280,913,Living,Telephone Stand,Sanca I,Cottage,,,,Telephone Stand w/ Single Door,,Furniture of America Sanca I Cottage Telephone Stand w/ Single Door,1,28.6,"21 3/8""W X 15 3/8""D X 31 5/8""H",,,,0,CM-AC280.jpg,Antique Oak,Mission Style,Solid Wood & Others,Hide-Away Storage,Antique Oak Finish,,,,,,,Storage and style are key features in this telephone stand. Hide away storage make this item perfect for any home. - -
