1,Item,,Description,Qty Now,Qty Coming in 7 Days,Qty Coming in 30 Days,,,,Cat 15-16,,Cat 16-17,,
16616,CM-DK6093,,LAURAL BAY CONSOLE TABLE / COMPUTER DESK W/CHAIR (15-P657),,,,,,847289037859,.,,.,,D
16617,CM-DK6099,,Computer Desk w/ Bookshelf (17-P934),31,,,,,841403150165,934,,DSC,,D
16623,CM-DK6131RD,,"Computer desk w/10mm clear tempered glass, rose high gloss finish (16-P848)",,,,,,841403107923,DSC,,.,,D
16625,CM-DK6133BK,,"Computer Desk, Black (17-P932)",32,,,,,841403151186,932,,DSC,,D
16626,CM-DK6133GY,,"Computer Desk, Gray (17-P932)",47,,,,,841403151209,932,,DSC,,D
16627,CM-DK6133WH,,"Computer Desk, White (17-P932)",137,,,,,841403151193,932,,DSC,,D
16634,CM-DK6205,,ROCKFIELD II ACCENT DESK (15-P660),,,,,,847289037774,.,,.,,D
16635,CM-DK6205BK,,"ROCKFIELD COMPUTER DESK W/FAUX MARBLE (#HC008), BLACK FINISH (15-P660)",,,,,,847289047162,.,,.,,D
16655,CM-DK6225,,"Writing Desk, Dark Expresso finish (15-P655)",,,,,,847289071938,.,,.,,D
16656,CM-DK6226,,"Computer desk, Black finish (15-P659)",,,,,,847289071792,.,,.,,D
16657,CM-DK6230,,"Computer Desk & Chair, Cherry Finish (16-P846)",,,,,,847289088271,DSC,,.,,D
16658,CM-DK6231,,"Computer Desk & Chair, Dark Oak Finish (15-P656)",,,,,,847289088288,DSC,,.,,D
16659,CM-DK6232,,"Computer Desk & Chair, Cherry Finish (15-P656)",,,,,,847289088295,.,,.,,D
16660,CM-DK6251EX-3A,,"L shape desk w/5mm tempered glass w/ USB plug & keyboard tray w/4 wheels, Espresso (3A) (16-P849)",,,,,,847289004431,DSC,,.,,D
16661,CM-DK6251RG-3A,,"L shape desk w/5mm tempered glass w/ USB plug & keyboard tray w/4 wheels, Rose Gold (3A) (16-P849)",,,,,,847289004448,DSC,,.,,D
16683,CM-DK6272CPN,,"Desk, champagne finish (16-P849)",,,,,,841403115980,DSC,,.,,D
16684,CM-DK6272CRM,,"Desk, Chrome finish (16-P849)",,,,,,841403102096,DSC,,.,,D
16685,CM-DK6275-3A,,Computer Desk in paper 37mm top w/8mm tempered clear glass (3A) (16-P848),,,,,,841403102249,DSC,,.,,D
16687,CM-DK6282,,"Lift Drawing table, espresso & black#EW201T finish (16-P845)",,,,,,841403108944,DSC,,.,,D
16688,CM-DK6284,,"Drawing table w/5mm tempered glass, silver#EW081T finish (16-P845)",,,,,,841403108937,DSC,,.,,D
16689,CM-DK6296,,Desk (17-P930),22,,,,,841403150950,930,,DSC,,D
16735,CM-DK6404CH,,"Vanity Table w/ Stool, Cherry (17-P920)",10,,,,,847289046738,920,,DSC,,D
16736,CM-DK6404WH,,"Vanity Table, White (17-P920)",,,,,,847289046721,920,,DSC,,D
16741,CM-DK6430PK,,"Vanity, Pink (17-P918)",,,,,,841403129390,918,,DSC,,D
16742,CM-DK6430WH,,"Vanity, White (17-P918)",20,,,,,841403129383,918,,DSC,,D
16743,CM-DK6431BK,,"Vanity, Black (17-P919)",,,,,,841403129413,919,,DSC,,D
16744,CM-DK6431SV,,"Vanity, Silver (17-P919)",,,,,,841403129420,919,,DSC,,D
16745,CM-DK6431WH,,"Vanity w/ Stool, White (17-P919)",,,,,,841403129406,919,,DSC,,D
16746,CM-DK6433BK,,"Vanity, Black (17-P919)",72,,,,,841403129444,919,,DSC,,D
16747,CM-DK6433WH,,"Vanity, White (17-P919)",80,,,,,841403129437,919,,DSC,,D
16751,CM-DK6452,,Desk (17-P934),,,,,,841403122599,934,,DSC,,D
16761,CM-DK6490-WH-3A,,POTTERVILLE VANITY SET W/STOOL IN WHITE FINISH (15-P667),,,,,,11732,.,,.,,D
16762,CM-DK6491BK,,"Vanity Set w/ Stool, Black (17-P920)",,,,,,847289004110,920,,DSC,,D
16763,CM-DK6491EX,,"Vanity Set w/ Stool, Espresso (17-P920)",,,,,,847289004127,920,,DSC,,D
16764,CM-DK6491WH,,"Vanity Set w/ Stool, White (17-P920)",,,,,,847289004134,920,,DSC,,D
16765,CM-DK6492BK,,"Vanity Table W/ Stool, Black (15-P666)",,,,,,847289004141,.,,.,,D
16766,CM-DK6492CH,,"Vanity Table W/ Stool, Cherry (15-P666)",,,,,,847289004158,.,,.,,D
16767,CM-DK6492WH,,"Vanity Table W/ Stool, White (15-P666)",,,,,,847289004165,.,,.,,D
16771,CM-DK6533,,"Writing Desk, Natural wood leg finish (15-P660)",,,,,,847289099116,.,,.,,D
16828,CM-FC601,,STAFF CHAIR - CAL. FOAM (16-P854),,,,,,847289042037,DSC,,.,,D
16829,CM-FC602,,STAFF CHAIR - CAL. FOAM (16-P854),38,,,,,847289042044,DSC,,.,,D
16830,CM-FC603,,MESH CHAIR - CAL. FOAM (16-P855),141,,,,,847289042051,DSC,,.,,D
16831,CM-FC605,,MANAGER CHAIR - CAL. FOAM (15-P664),,,,,,847289042068,.,,.,,D
16833,CM-FC607,,"BROOKSIDE OFFICE CHAIR CAL FOAM, BLACK & CHROME FINISH (15-P664)",,,,,,847289058748,.,,.,,D
16834,CM-FC608,,"DAGSBORO OFFICE CHAIR CAL. FOAM, BLACK CHROME FINISH (15-P664)",,,,,,847289058755,.,,.,,D
16837,CM-FC611,,Ht. Adjustable Office Chair (17-P942),,,,,,847289058786,942,,DSC,,D
16839,CM-FC612BL,,Ht. Adjustable Office Chair (17-P940),,,,,,841403134073,940,,DSC,,D
16840,CM-FC612GY,,Ht. Adjustable Office Chair (17-P940),,,,,,841403134066,940,,DSC,,D
16842,CM-FC613GR,,"Mesh offie chair, Cal foam, Black & Green finish (16-P855)",,,,,,847289072805,DSC,,.,,D
16843,CM-FC614,,Ht. Adjustable Office Chair (17-P942),,,,,,847289071976,942,,DSC,,D
16844,CM-FC616,,"Office Chair, Black Fabirc Finish (15-P665)",53,,,,,847289089629,.,,.,,D
16845,CM-FC617-4PK,,Meeting Chair w/Black PVC (16-P855),,,,,,847289089636,DSC,,.,,D
16846,CM-FC618L-BK,,"REPLACED w/ CM-FC628L-BK, High-Back Office Chair, Black (17-P941)",,,,,,847289089643,941,,DSC,,D
16847,CM-FC618L-GY,,"REPLACED w/ CM-FC628L-GY, High-Back Office Chair, Gray (17-P941)",,,,,,847289089667,941,,DSC,,D
16848,CM-FC618L-WH,,"REPLACED w/ CM-FC628L-WH, High-Back Office Chair, White (17-P941)",,,,,,847289089650,941,,DSC,,D
16849,CM-FC618S-BK,,"REPLACED w/ CM-FC628S-BK, Office Chair, Black (17-P941)",,,,,,847289089674,941,,DSC,,D
16850,CM-FC618S-GY,,"REPLACED w/ CM-FC628S-GY, Office Chair, Gray (17-P941)",,,,,,847289089698,941,,DSC,,D
16851,CM-FC618S-WH,,"REPLACED w/ CM-FC628S-WH, Office Chair, White (17-P941)",,,,,,847289089681,941,,DSC,,D
16852,CM-FC619,,Office Chair w/Black PU (15-P663),,,,,,847289089704,.,,.,,D
16853,CM-FC620,,Office Chair w/Black PU (15-P665),,,,,,847289089711,.,,.,,D
16854,CM-FC621BK,,"Office Chair, Black (17-P943)",52,,,,,847289089728,943,,DSC,,D
16855,CM-FC621RD,,"PVC Office Chair, Red Finish (15-P662)",12,,,,,847289089742,.,,.,,D
16856,CM-FC621WH,,"PVC Office Chair, White Finish (15-P662)",,,,,,847289089735,.,,.,,D
16857,CM-FC622,,"Office Chair w/Black Top Leather & PVC, Black Finish (16-P854)",30,,,,,847289089759,DSC,,.,,D
16858,CM-FC623,,"Office Chair, Black+Gray Finish (15-P663)",,,,,,847289089766,.,,.,,D
16860,CM-FC625,,Office Chair w/Gray PU (15-P663),,,,,,847289089780,.,,.,,D
16861,CM-FC626,,Bar Stool with Black PU (15-P665),45,,,,,847289001287,.,,.,,D
16872,CM-FC630,,"Office chair, black finish(16-P853)",,,,,,841403117281,DSC,,.,,D
16873,CM-FC631,,"Office chair, Camel finish(16-P853)",37,,,,,841403117298,DSC,,.,,D
16874,CM-FC632,,"Office chair, black finish(16-P855)",,,,,,841403117304,DSC,,.,,D
16875,CM-FC633GY,,"Office Chair, Gray (17-P940)",,,,,,841403117328,940,,DSC,,D
16876,CM-FC633RD,,"Office Chair, Red (17-P940)",,,,,,841403117311,940,,DSC,,D
16877,CM-FC634,,Office Chair (17-P942),,,,,,841403146199,942,,DSC,,D
16878,CM-FC635BL,,"Office Chair, Blue (17-P939)",,,,,,841403117342,939,,DSC,,D
16879,CM-FC635GR,,"Office Chair, Green (17-P939)",11,,,,,841403117359,939,,DSC,,D
16880,CM-FC635GY,,"Office Chair, Gray (17-P939)",,,,,,841403117335,939,,DSC,,D
16881,CM-FC635OR,,"Office Chair, Orange (17-P939)",8,,,,,841403117373,939,,DSC,,D
16882,CM-FC635PR,,"Office Chair, Purple (17-P939)",,,,,,841403117366,939,,DSC,,D
16883,CM-FC635RD,,"Office Chair, Red (17-P939)",,,,,,841403117380,939,,DSC,,D
16891,CM-FC638,,Office Chair (17-P943),25,,,,,841403117465,943,,DSC,,D
16892,CM-FC639A,,"Office chair, oak finish(16-P853)",18,,,,,841403117786,DSC,,.,,D
16893,CM-FC639EX,,"Office chair, dark walnut finish (16-P853)",8,,,,,841403117793,DSC,,.,,D
16894,CM-FC640,,Acrylic Office Chair (17-P932),51,,,,,841403154279,932,,DSC,,D
16895,CM-FC641BK,,"Office Chair, Black (17-P938)",,,,,,841403146175,938,,DSC,,D
16896,CM-FC641BL,,"Office Chair, Blue (17-P938)",,,,,,841403146182,938,,DSC,,D
16897,CM-FC641GR,,"Office Chair, Green (17-P938)",17,,,,,841403146168,938,,DSC,,D
16899,CM-FC642IV,,"Office Chair, Ivory (17-P939)",,,,,,841403142993,939,,DSC,,D
16906,CM-FC645BK,,"Office Chair, Black (17-P939)",,,,,,841403142986,939,,DSC,,D
16907,CM-FC645GY,,"Office Chair, Gray (17-P939)",,,,,,841403142979,939,,DSC,,D
16908,CM-FC646BK,,"Office Chair, Black (17-P938)",19,,,,,841403149602,938,,DSC,,D
16909,CM-FC646WH,,"Office Chair, White (17-P938)",32,,,,,841403149596,938,,DSC,,D
16930,CM-GM336,,Bumper Table Set (17-P952),,,,,,847289073161,952,,DSC,,D
16931,CM-GM337-1,,Pool Table Top (17-P952),,,,,,847289000495,952,,DSC,,D
16932,CM-GM337-2,,Pool Table Legs (17-P952),,,,,,847289000501,952,,DSC,,D
16934,CM-GM338-1,,Pool Table Top (17-P952),,,,,,847289000518,952,,DSC,,D
16935,CM-GM338-2,,Pool Table Base (17-P952),,,,,,847289000525,952,,DSC,,D
16942,CM-GM340CN-AC,,Height Adjustable Arm Chair (17-P950),,,,,,841403101839,950,,DSC,,D
16943,CM-GM340T-1,,"Game Table Top, Base (17-P950)",,,,,,841403101815,950,,DSC,,D
16944,CM-GM340T-2,,Game Table Pedestal (17-P950),,,,,,841403101822,950,,DSC,,D
16952,CM-GM342-1,,"Pool table top, connecting tod, balls, brush, cues, triangle, chalks, antique oak (17-SUP-P305)",,,,,,841403156983,SUP-305,,DSC,,D
16953,CM-GM342-2,,"Pool table base, antique oak finish (17-SUP-P305)",,,,,,841403156990,SUP-305,,DSC,,D
16988,CM-OC1819BR-6PK,,"Arm Chair w/ Brown Fabric Cushion, Brown Finish (16-P767)",,,,,,847289099321,DSC,,.,,D
16989,CM-OC1819IV-6PK,,"Arm Chair w/ Ivory Fabric Cushion, Ivory Finish (16-P767)",,,,,,847289099338,DSC,,.,,D
16990,CM-OC1822BR,,"Patio Chaise, Brown (17-P849)",29,,,,,847289099260,849,,DSC,,D
16991,CM-OC1822IV,,"Chaise w/ Fabric Cushion, Espresso Wicker Frame, Ivory Fabric (16-P757)",,,,,,847289003250,DSC,,.,,D
16992,CM-OC1833GY,,"Patio Chaise w/ Pillow, Gray (17-P849)",,,,,,841403119407,849,,DSC,,D
16993,CM-OC1833WH,,"Patio Chaise w/ Pillow, White (17-P849)",,,,,,841403119414,849,,DSC,,D
16994,CM-OC2120-CH,,CHAIR W/ OTTOMAN (18-P1029),76,,,,,841403145680,848,,1029,,D
16996,CM-OC2120-T,,SIDE TABLE (18-P1029),80,,,,,841403145697,848,,1029,,D
16997,CM-OC2122,,Patio Chaise (17-P849),18,,,,,841403129048,849,,DSC,,D
16998,CM-OC2123,,"Chaise with white color fabric#A15802 cushion, wicker:gray finish (17-P848)",46,,,,,841403108500,848,,DSC,,D
17006,CM-OF1802,,ROUND FIRE PLACE (18-P1041),29,,,,,847289080527,851,,1041,,D
17007,CM-OF1803,,ROUND FIRE PLACE (18-P1041),,,,,,847289080534,851,,1041,,D
17013,CM-OS1817-2,,"Side Table & Coffee Table, Brown Finish (16-P754)",8,,,,,847289002437,DSC,,.,,D
17014,CM-OS1817BR-1,,"2 Pcs Arm Chair (Right & Left Arm Chair), Wicker: Dark Brown Color, Fabric: Brown Finish (16-P754)",12,,,,,847289099277,DSC,,.,,D
17016,CM-OS1817IV-1,,"2 Pcs Arm Chair (Right & Left Arm Chair), Wicker: Dark Brown Color, Fabric: Ivory Finish (16-P754)",,,,,,847289099284,DSC,,.,,D
17033,CM-OS1827WH-1,,"2PC chair & 2PC ottoman w/ white fabric cushion, Expresso wicker finish (16-P752)",,,,,,841403100986,DSC,,.,,D
17034,CM-OS1827WH-2,,1PC sofa w/ white cushion & 1PC Coffee table & 2PC End table (16-P752),,,,,,841403100993,DSC,,.,,D
17046,CM-OS1830,,Patio Sectional + Ottoman (17-P826),43,,,,,841403108203,826,,DSC,,D
17048,CM-OS1832,,4 Pc. Patio Seating Set (17-P825),69,,,,,841403108227,825,,DSC,,D
17110,CM-OS2118-1,,4 Pc. Chairs (17-P823),40,,,,,841403128959,823,,DSC,,D
17111,CM-OS2118-2,,"Corner Chair, Ottoman (17-P823)",39,,,,,841403128966,823,,DSC,,D
17114,CM-OS2121-C,,Coffee Table (17-P822),8,,,,,841403129000,822,,DSC,,D
17115,CM-OS2121-CH-2PK,,Armless Chair (2/CTN) (17-P822),,,,,,841403128980,822,,DSC,,D
17116,CM-OS2121-CNR,,Corner Chair (17-P822),9,,,,,841403128997,822,,DSC,,D
17120,CM-OS2121-ST,,Side Table (17-P822),,,,,,841403129017,822,,DSC,,D
17121,CM-OS2124-CH-2PK,,Chair (2/CTN) (17-P828),54,,,,,841403129932,828,,DSC,,D
17122,CM-OS2124-E,,End Table (17-P828),,,,,,841403129949,828,,DSC,,D
17123,CM-OS2124-SF,,Sofa (17-P828),22,,,,,841403129925,828,,DSC,,D
17124,CM-OS2124-T-1,,Table Top (17-P828),,,,,,841403129918,828,,DSC,,D
17125,CM-OS2124-T-2,,Table Base (17-P828),,,,,,841403130334,828,,DSC,,D
17240,CM-OT1815-3PK,,3 Pc. Patio Set (17-P845),,,,,,841403150387,845,,DSC,,D
17241,CM-OT1819,,"Side Table w/5mm Tempered Glass Top, Brown Finish (16-P767)",,,,,,847289099314,DSC,,.,,D
17248,CM-OT1823GY-AC-2PK,,"ARM CHAIR, GRAY (2/CTN) (17-P838)",37,,,,,841403100405,838,,DSC,,D
17249,CM-OT1823-T,,Patio Dining Table (17-P838),21,,,,,841403100382,838,,DSC,,D
17250,CM-OT1823WH-AC-2PK,,"ARM CHAIR, WHITE SEAT (2/CTN) (16-P762)",57,,,,,841403100412,DSC,,.,,D
17257,CM-OT1824WH-SC-2PK,,"SIDE CHAIR, WHITE SEAT (2/CTN) (16-P762)",56,,,,,841403100436,DSC,,.,,D
17258,CM-OT1825-2PK,,"Side table, Expresso Wicker finish (16-P770)",,,,,,841403100443,DSC,,.,,D
17259,CM-OT1826,,"3 nesting side tables w/5mm black tempered glass, expresso wicker finish (16-P770)",20,,,,,841403100450,DSC,,.,,D
17264,CM-OT1846-5PK,,5 Pc. Patio Chair Set (17-P846),22,,,,,841403108234,846,,DSC,,D
17268,CM-OT1848-BC-2PK,,"Bar chair(K/D), ivory fabric cushions finish (16-P761)",,,,,,841403108258,DSC,,.,,D
17269,CM-OT1848-BT,,"Bar talbe w/5mm black glass, ivory fabric cushions finish (16-P761)",,,,,,841403108241,DSC,,.,,D
17270,CM-OT1848-BT-3PC,,3 PC. PATIO COUNTER HT. SET (16-P761),,,,,,16765,DSC,,.,,D
17272,CM-OT1849-AC-2PK,,"Arm chair(K/D), wicker: expresso#66670-2 finish (16-P761)",25,,,,,841403108289,DSC,,.,,D
17273,CM-OT1849-T,,"Dining table w/5mm black glass, wicker:expresso#66670-2 finish (16-P761)",,,,,,841403108272,DSC,,.,,D
17317,CM-OT2131,,SEARVING CART (18-P1029),32,,,,,841403129109,847,,1029,,D
17344,CM-OT2305-AC-2PK,,"ARM CHAIR, WICKER (2/CTN) (18-P1039)",53,,,,,841403108142,832,,1039,,D
17345,CM-OT2305-RC-2PK,,"SWIVEL ROCKER CHAIR, WICKER (2/CTN) (18-P1039)",,,,,,841403108159,832,,1039,,D
17346,CM-OT2307-BC-2PK,,"Metal swivel bar stool with fabric cushion #JC-26, bronze#S15B finish (16-P765)",,,,,,841403108180,DSC,,.,,D
17347,CM-OT2307-BT-1,,"Metal bar counter top, shelf, side plate,powder coated bronze finish (16-P765)",,,,,,841403108166,DSC,,.,,D
17348,CM-OT2307-BT-2,,"Metal bar counter legs, powder coated bronze finish (16-P765)",6,,,,,841403108173,DSC,,.,,D
17351,CM-OT2318-PT-5PK,,Metal 5PK counter height table set w/5mm temepred clear glass table top (16-P760),,,,,,841403108197,DSC,,.,,D
17352,CM-OT2502-CH,,"Metal arm chair with brown color cushion, black finish (16-P758)",,,,,,841403109378,DSC,,.,,D
17353,CM-OT2502-T,,"Metal fireplace table, black finish (16-P758)",,,,,,841403109361,DSC,,.,,D
17354,CM-OT2502-T-5PC,,5 PC. PATIO SEATING SET W/ FIREPLACE TABLE (16-P758),,,,,,16640,DSC,,.,,D
17369,CM-PH314-XL-3A,,"PET HOUSE, X-LARGE (18-P1042)",,,,,,841403178442,SUP-307,,1042,,D
17373,CM-PH316-XL-3A,,"PET HOUSE, X-LARGE (18-P1042)",,,,,,841403178459,SUP-307,,1042,,D
17382,CM-RC6098BK,,Recliner chair in black color (16-P656),,,,,,841403105837,DSC,,.,,D
17383,CM-RC6098BR,,Recliner chair in brown color (16-P656),,,,,,841403105820,DSC,,.,,D
17384,CM-RC6457,,"Push back chair, beige (16-SUP-P139)",,,,,,841403122735,DSC,,.,,D
17394,CM-RC6509BG,,"Swivel Rocker Chair, Beige (17-P721)",8,,,,,841403144904,721,,DSC,,D
17395,CM-RC6509BL,,"360 Swivel Glider & Rocker Chair, Blue (17-P721)",37,,,,,841403144898,721,,DSC,,D
17396,CM-RC6516BR,,"Power Assist Recliner, Brown (17-P713)",21,,,,,841403146205,713,,DSC,,D
17397,CM-RC6516GY,,"Power Assist Recliner, Gray (17-P713)",35,,,,,841403146212,713,,DSC,,D
17398,CM-RC6518,,"Recliner, Brown (17-P712)",,,,,,841403154323,712,,DSC,,D
17405,CM-RC6700DK,,Recliner Chair with Chocolate Chenille Fabric (15-P560),,,,,,847289083085,.,,.,,D
17406,CM-RC6700GY,,Recliner Chair with Gray Chenille Fabric (15-P560),,,,,,847289083092,.,,.,,D
17408,CM-RC6810BK,,"Recliner, Graphite (17-P711)",12,,,,,841403128294,711,,DSC,,D
17409,CM-RC6810BR,,"Recliner, Ash Brown (17-P711)",,,,,,841403128287,711,,DSC,,D
17410,CM-RC6811,,"Recliner, Brown (17-P712)",25,,,,,841403150974,712,,DSC,,D
17411,CM-RC6816BR,,"Glider Recliner, Brown (17-P711)",37,,,,,841403144782,711,,DSC,,D
17412,CM-RC6816GY,,"Glider Recliner, Gray (17-P711)",43,,,,,841403144799,711,,DSC,,D
17413,CM-RC6817,,"Recliner, Brown (17-P712)",31,,,,,841403144829,712,,DSC,,D
17415,CM-RC6836BR,,"Glider Recliner, Brown (17-P713)",9,,,,,841403144805,713,,DSC,,D
17416,CM-RC6836GY,,"Glider Recliner, Gray (17-P713)",,,,,,841403144812,713,,DSC,,D
17417,CM-RC6858BK,,Recliner Chair w/ Black Color PU (15-P561),,,,,,847289090779,.,,.,,D
17418,CM-RC6858CL,,Recliner chair w/Camel Color PU (15-P561),,,,,,847289090786,.,,.,,D
17419,CM-RC6858GY,,Recliner Chair w/ Gray Color PU (15-P561),,,,,,847289090762,.,,.,,D
17420,CM-RC6859,,STAND-ASSIST POWER LIFT RECLINER (15-P559),,,,,,11884,.,,.,,D
17423,CM-RC6922,,MULTIFUNCTIONAL SWIVEL LOUNGER CHAIR W/OTTOMAN (CAL FOAM) BROWN FINISH (14-P559),,,,,,847289052395,.,,.,,D
17424,CM-RC6926BK,,Rocker Recliner Chair in Black Bonded leather & PU (15-P561),,,,,,847289069270,.,,.,,D
17425,CM-RC6926CL,,Rocker Recliner Chair in Camel Bonded leather & PU (15-P561),,,,,,847289069287,.,,.,,D
17426,CM-RC6926RD,,Rocker Recliner Chair in Red Bonded leather & PU (15-P561),,,,,,847289069263,.,,.,,D
17432,CM-RC6929-BR,,"Plesant valley Recliner chair w/Chocolate finish, Cal foam (16-P657)",,,,,,847289067672,DSC,,.,,D
17433,CM-RC6929-MC,,"Plesant valley Recliner Chair w/Mocha finish, Cal foam (16-P657)",,,,,,847289067689,DSC,,.,,D
17435,CM-RC6959-DW-PU,,[DSC] PLESANT VIEW RECLINER CHAIR W/DARK BROWN PU (13-P516),,,,,,847289050520,.,,.,,D
17436,CM-RC6997,,"Power Lift Recliner chair, Brown finish (15-P558)",,,,,,847289078555,.,,.,,D
17437,CM-RC6998,,"Power Lift Recliner chair, Brown finish (15-P558)",,,,,,847289078548,.,,.,,D
17438,CM-RC6998DK,,"Power Lift Recliner Chair, Dark Brown Finish (15-P558)",,,,,,847289089858,.,,.,,D
17439,CM-RC6999BR,,Recliner Chair with Brown Chenille Fabric (15-P560),,,,,,847289083061,.,,.,,D
17440,CM-RC6999IV,,Recliner Chair with Ivory Chenille Fabric (15-P560),,,,,,847289083078,.,,.,,D
17441,CM-TR001,,Trundle (17-P242),,,,,,847289014690,242,,DSC,,D
17460,CM-TR452-YW,,TRUNDLE BED - Yellow (16-P207),26,,,,,847289082606,DSC,,.,,D
17488,DM115CK-F,,PLUMERIA CAL KING FOUNDATION (16-P915),,,,,,847289060161,DSC,,.,,D
17489,DM115CK-M,,"11"" PILLOW TOP MATTRESS - CAL.KING",,,,,,847289060154,DSC,,.,,D
17490,DM115EK-F,,PLUMERIA EAST KING FOUNDATION (16-P915),,,,,,847289060185,DSC,,.,,D
17491,DM115EK-M,,"11"" PILLOW TOP MATTRESS - E.KING",,,,,,847289060178,DSC,,.,,D
17492,DM115F-F,,PLUMERIA FULL FOUNDATION (16-P915),,,,,,847289060123,DSC,,.,,D
17493,DM115F-M,,"11"" PILLOW TOP MATTRESS - FULL",,,,,,847289060116,DSC,,.,,D
17494,DM115Q-F,,PLUMERIA QUEEN FOUNDATION (16-P915),,,,,,847289060147,DSC,,.,,D
17495,DM115Q-M,,"11"" PILLOW TOP MATTRESS - QUEEN",,,,,,847289060130,DSC,,.,,D
17496,DM117CK-M,,"SHELTON CAL KING  12"" TIGHT TOP MATTRESS (15-P759)",,,,,,841403100467,.,,.,,D
17497,DM117EK-M,,"SHELTON EAST KING  12"" TIGHT TOP MATTRESS (15-P759)",,,,,,841403100474,.,,.,,D
17498,DM117F-M,,"SHELTON FULL  12"" TIGHT TOP MATTRESS (15-P759)",,,,,,841403100481,.,,.,,D
17499,DM117Q-M,,"SHELTON QUEEN 12"" TIGHT TOP MATTRESS (15-P759)",,,,,,841403100498,.,,.,,D
17500,DM117T-M,,"SHELTON TWIN  12"" TIGHT TOP MATTRESS (15-P759)",,,,,,841403100504,.,,.,,D
17501,DM118F-F,,[DSC] SEDUM FULL FOUNDATION (13-P595),,,,,,847289060383,.,,.,,D
17502,DM118F-M,,"12"" TIGHT TOP MATTRESS (FULL)",,,,,,847289060376,.,,.,,D
17503,DM118Q-F,,[DSC] SEDUM QUEEN FOUNDATION (13-P595),,,,,,847289060406,.,,.,,D
17504,DM118Q-M,,"12"" TIGHT TOP MATTRESS (QUEEN)",,,,,,847289060390,.,,.,,D
17505,DM118T-F,,[DSC] SEDUM TWIN FOUNDATION (13-P595),,,,,,847289060369,.,,.,,D
17506,DM118T-M,,"12"" TIGHT TOP MATTRESS (TWIN)",,,,,,847289060352,.,,.,,D
17517,DM123CK-F,,CALLA CAL KING FOUNDATION (15-P760),,,,,,847289060321,.,,.,,D
17518,DM123CK-M,,CALLA CAL KING ORGANIC MATTRESS (12 PILLOW TOP + POCKET COIL) (15-P760),,,,,,847289060314,.,,.,,D
17519,DM123EK-F,,CALLA EAST KING FOUNDATION (15-P760),,,,,,847289060345,.,,.,,D
17520,DM123EK-M,,CALLA EAST KING ORGANIC MATTRESS (12 PILLOW TOP + POCKET COIL) (15-P760),,,,,,847289060338,.,,.,,D
17521,DM123F-F,,CALLA FULL FOUNDATION (15-P760),,,,,,847289060284,.,,.,,D
17522,DM123F-M,,CALLA FULL ORGANIC MATTRESS (12 PILLOW TOP + POCKET COIL) (15-P760),,,,,,847289060277,.,,.,,D
17523,DM123N-CK-M,,"12"" PILLOW TOP MATTRESS - CAL.KING",,,,,,841403120304,DSC,,.,,D
17524,DM123N-EK-M,,"12"" PILLOW TOP MATTRESS - E.KING",,,,,,841403120311,DSC,,.,,D
17525,DM123N-F-M,,"12"" PILLOW TOP MATTRESS - FULL",,,,,,841403120328,DSC,,.,,D
17526,DM123N-Q-M,,"12"" PILLOW TOP MATTRESS - QUEEN",,,,,,841403120335,DSC,,.,,D
17527,DM123Q-F,,CALLA QUEEN FOUNDATION (15-P760),,,,,,847289060307,.,,.,,D
17528,DM123Q-M,,CALLA QUEEN ORGANIC MATTRESS (12 PILLOW TOP + POCKET COIL) (15-P760),,,,,,847289060291,.,,.,,D
17529,DM125CK-F,,LOTUS CAL KING FOUNDATION (15-P760),,,,,,847289060246,.,,.,,D
17530,DM125CK-M,,LOTUS CAL KING GEL MEMORY FORM MATTRESS (14 PILLOW TOP ) (15-P760),,,,,,847289060239,.,,.,,D
17531,DM125EK-F,,LOTUS EAST KING FOUNDATION (15-P760),,,,,,847289060260,.,,.,,D
17532,DM125EK-M,,LOTUS EAST KING GEL MEMORY FORM MATTRESS (14 PILLOW TOP) (15-P760),,,,,,847289060253,.,,.,,D
17533,DM125F-F,,LOTUS FULL FOUNDATION (15-P760),,,,,,847289060208,.,,.,,D
17534,DM125F-M,,LOTUS FULL GEL MEMORY FORM MATTRESS (14 PILLOW TOP),,,,,,847289060192,.,,.,,D
17535,DM125N-CK-F,,LOTUS CAL KING FOUNDATION (16-P910),4,,,,,841403120526,DSC,,.,,D
17536,DM125N-CK-M,,"14"" PILLOW TOP MATTRESS - CAL.KING",6,,,,,841403120236,DSC,,.,,D
17537,DM125N-EK-F,,LOTUS EAST KING FOUNDATION (16-P910),1,,,,,841403120243,DSC,,.,,D
17538,DM125N-EK-M,,"14"" PILLOW TOP MATTRESS - E.KING",,,,,,841403120250,DSC,,.,,D
17539,DM125N-F-F,,LOTUS FULL FOUNDATION (16-P910),1,,,,,841403120267,DSC,,.,,D
17540,DM125N-F-M,,"14"" PILLOW TOP MATTRESS - FULL",,,,,,841403120274,DSC,,.,,D
17541,DM125N-Q-F,,LOTUS QUEEN FOUNDATION (16-P910),1,,,,,841403120281,DSC,,.,,D
17542,DM125N-Q-M,,"14"" PILLOW TOP MATTRESS - QUEEN",,,,,,841403120298,DSC,,.,,D
17543,DM125Q-F,,LOTUS QUEEN FOUNDATION (15-P760),,,,,,847289060222,.,,.,,D
