1,Item,Page 17-18,Categories,Sub-Categories,Tag #1,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
5201,CM3188T-60,373,Dining,Dining Tables,Marble Top,,,Faux Marble Top Dining Table,Furniture of America Atlas I Contemporary Faux Marble Top Dining Table,CN,1,62.5,40.9,6.5,9.6,99,"60""L X 38""W X 30""H",Contemporary,"Faux Marble, Solid Wood, Wood Veneer & Others",,,"60""",Atlas I,CM3188T-60.jpg,Black,Dark Gray & White Top,"Solid Wood, Wood Veneer & Others",Faux Marble Table Top,Black Finish,,,,,,,"Modern and sleek, this contemporary style dining set features a two-tone faux marble table top, and padded leatherette Parson chairs. - -"
5203,CM3278T,373,Dining,Dining Tables,Marble Top,,,Dining Table w/ Faux Marble Top,Furniture of America ROCKHAM I Transitional Dining Table w/ Faux Marble Top,CN,1,50.5,32.5,4.3,4,54.1,"48""L X 30""W X 30""H",Transitional,"Faux Marble, Solid Wood, Wood Veneer & Others",,,0,ROCKHAM I,CM3278T.jpg,Black,Contemporary Style,Faux Marble Top,Brown Crocodile Leatherette Chair,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,,One of a kind style for the ultra modern home. This dining set provides ample space for intimate dinner gatherings without compromising modern style. The crocodile leatherette offers a touch of contemporary feel while the faux marble top stands out a gainst the black finished legs. Also available in counter height. -
5207,CM3984T,374,Dining,Dining Tables,Marble Top,,,Dining Table w/ Faux Marble Insert,Furniture of America BRENT Transitional Dining Table w/ Faux Marble Insert,VN,1,68,42,6.3,10.3,103,"64""L X 38""W X 30 1/4""H",Transitional,"Faux Marble, Solid Wood, Wood Veneer & Others",,,0,BRENT,CM3984T.jpg,"Dark Cherry, Ivory",Modern Style,Display Panel Table Base,Available in 2 Table Types,Padded Side Chair in 2 Colors,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,Simplistic design carefully accented with just the touch of modern flare. Crafted with a sleek eye-catching table base and designed in two height sizes. Available in two table top styles. - -
5208,CM3984W-T,374,Dining,Dining Tables,,,,Dining Table,Furniture of America BRENT Transitional Dining Table,VN,1,68,42,6.3,10.3,103,"64""L X 38""W X 30 1/4""H",Transitional,,,,0,BRENT,CM3984W-T.jpg,Dark Cherry,Modern Style,Display Panel Table Base,Available in 2 Table Types,Padded Side Chair in 2 Colors,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,Simplistic design carefully accented with just the touch of modern flare. Crafted with a sleek eye-catching table base and designed in two height sizes. Available in two table top styles. - -
5211,CM3024T,375,Dining,Dining Tables,,,,Dining Table,Furniture of America Woodside Transitional Dining Table,VN,1,57.9,41.5,6.1,8.5,88,"72""(54"" + 1 X 18""Leaf)L X 38""W X 30""H",Transitional,,,,0,Woodside,CM3024T.jpg,Dark Cherry,Contemporary Style,18 Expandable Leaf,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,,"The perfect contemporary dining set for any home. Finished in dark cherry, the table has simple yet elegant lines and six matching chairs with padded leatherette seats and backs. - -"
5212,CM3910T,375,Dining,Dining Tables,,,,"Dining Table w/ 18"" Leaf","Furniture of America EMMONS I Transitional Dining Table w/ 18"" Leaf",VN,1,57.8,43,7,10.1,85.8,"72""(54 + 1 X 18""Leaf)L X 40""W X 30""H",Transitional,,,,0,EMMONS I,CM3910T.jpg,Dark Cherry,Contemporary Style,"18""Expandable Leaf",Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,"A contemporary dining piece, this table features a rectangular tabletop with an 18-inch expandable leaf. The side chairs complement perfectly, with their padded leatherette seats and backs. - -"
5214,CM3669T,376,Dining,Dining Tables,,,,Mosaic-Insert Dining Table,Furniture of America Townsend I Transitional Mosaic-Insert Dining Table,CN,1,67.5,41.5,6.5,10.5,94.6,"64""L X 38""W X 30""H",Transitional,,,,0,Townsend I,CM3669T.jpg,Brown Cherry,Transitional Style,Mosaic Insert Table Top,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,"This beautiful transitional dining table is accented with unique mosaic detail built into the table top. Finished in brown cherry, the table is accompanied by espresso padded leatherette chairs and bench. Counterheight is also available. - -"
5218,CM3824T-TABLE,376,Dining,Dining Tables,,Y,"CM3824T-1, CM3824T-2",Dining Table,Furniture of America BONNEVILLE I Contemporary Dining Table,,2,0,0,0,10.6,134,"36""L X 72""W X 30 1/4""H",Contemporary,"Faux Marble, Solid Wood, Wood Veneer & Others",,,0,BONNEVILLE I,CM3824T.jpg,Brown Cherry,Contemporary Style,Leatherette Parson Chair,Rosewood Grain Design,Faux Marble Insert Table Top,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,"Beautifully sleek, this set is great for any contemporary home. Ample seating room for six with the wide tabletop, the table features sturdy, bold paneling to double as legs. Parson style chairs angle eccentrically to emphasize the complete padded le atherette upholstery and contrast stitching. Also available in counter height. -"
5221,CM3328T,377,Dining,Dining Tables,Marble Top,,,Dining Table w/ Faux Marble Top,Furniture of America ELMORE Contemporary Dining Table w/ Faux Marble Top,VN,1,63.3,41.3,6.8,10.2,94.8,"60""L X 38""W X 30""H",Contemporary,"Faux Marble, Solid Wood, Wood Veneer & Others",,,0,ELMORE,CM3328T.jpg,Antique Oak,Modern Style,Padded Leatherette Seat,Faux Marble Top,"Solid Wood, Wood Veneer & Others",Antique Oak Finish,,,,,,A great table set for any dining room or kitchen. This faux marble top table has matching leatherette padded chairs that are all finished in antique oak. - -
5222,CM3325PT-5PK,378,Dining,Dining Tables,,,,5 Pc. Square Counter Ht. Table Set,Furniture of America Bridgette II Transitional 5 Pc. Square Counter Ht. Table Set,VN,1,51.8,51.8,13,20.1,116.7,"48""L X 48""L X 36""H, Chair18 1/2""L X 21 3/4""W X 41""H (Seat Ht: 25 1/2"", Seat Dp: 16 1/4"")",Transitional,,,,0,Bridgette II,CM3325PT-5PK.jpg,Espresso,Transitional Style,Leatherette Parson Chair,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,,"Stylish and sleek, this contemporary style counter height dining room set with leatherette padded chairs can seat four or six comfortably. Finished in a deep espresso, this transitional set is made of solid woods and veneer and offers an optional laz y susan. -"
5224,CM3325T-5PK,378,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America Bridgette I Transitional 5 Pc. Dining Table Set,VN,1,51.8,51.8,13,20.1,115,"48""L X 48""L X 30""H, 18""L X 20""W X 38""H (Seat Ht: 18 1/2"", Seat Dp: 16 1/2"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Bridgette I,CM3325T-5PK.jpg,Espresso,Transitional Style,"Solid Wood, Wood Veneer & Others",Padded Leatherette Seat,Espresso Finish,,,,,,,Stylish and sleek this contemporary style dining room set can seat four or six comfortably in leatherette padded chairs. Made of solid woods and veneer the set is finished in a deep espresso. - -
5227,CM3336T,378,Dining,Dining Tables,,,,Dining Table,Furniture of America Edgewood I Transitional Dining Table,VN,1,64,45.9,7.5,12.7,125.5,"78""(60""+1X18""Leaf)L X 42""W X 30""H",Transitional,,,,0,Edgewood I,CM3336T.jpg,Espresso,Transitional Style,18 Expandable Leaf,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,,A dark espresso finish and leatherette seating make this transitional dining group an attractive additional to any home. The matching buffet has a built-in wine rack and ample storage. The rectangular table seats eight comfortably. - -
5228,CM3160RT,379,Dining,Dining Tables,Round Table,,,Round Dining Table,Furniture of America Keukenhof Transitional Round Dining Table,VN,1,50.6,50.6,6.5,9.6,103.4,"48""Dia X 30""H",Transitional,,,,0,Keukenhof,CM3160RT.jpg,Dark Walnut,Contemporary Style,Dark Walnut Finish,Open Shelf,"Solid Wood, Wood Veneer & Others",,,,,,,"Perfect for a card game or small dining area, this round table has an uniquely designed base and four comfortable chairs finished in rich dark walnut with dark brown leatherette seats. - -"
5232,CM3711RT-TABLE,379,Dining,Dining Tables,Round Table,Y,"CM3711RT-1, CM3711RT-2",Round Dining Table,Furniture of America Montreal I Transitional Round Dining Table,,2,0,0,0,14.3,180.4,"54""DIA X 30""H",Transitional,"Solid Wood, Wood Veneer & Others",,,0,Montreal I,CM3711RT.jpg,Walnut,Transitional Style,Angled Backs,Padded Fabric Seat Cushions,Plank Inspired Design,Flared Panel Base,Solid Wood/Wood Veneer/Others,Walnut Finish,,,,"Place this perfectly round dining table in the center of your dining space and get the conversations started. The dark oak finish and molded trim are perfect for hosting a more elegant dinner party, whereas the curved edges and flared, panel-style le gs bring in a contemporary feel for casual family meals. Matching chairs feature padded tan fabric seat and paneled back with unique angular forms. -"
5234,CM3279T-29-3PK,380,Dining,Dining Tables,,,,3 Pc. Dining Table Set,Furniture of America SLINGSBURY Industrial 3 Pc. Dining Table Set,CN,1,36,29.5,6.5,4,44,"15 1/2""W X 19 1/4""L X 33 1/2""H (Seat Ht: 17 3/4"", Seat Dp: 15 3/8"")",Industrial,,,,29'',SLINGSBURY,CM3279T-29-3PK.jpg,"Gray, Dark Bronze",Industrial Style,X-Cross Back Design,Triple Bar Metal Legs,Metal & Others*,Gray & Dark Bronze Finish,,,,,,"Nothing blends distinctive style with convenient comfort quite like this industrial table set. Combining sturdy metal with light wood tones, this table showcases sleek rounded corners supported by unique triple-bar legs. The weathered seats of the ch airs complement the design and add contrast to the dark metal frame. Ideal for family meals, this table set showcases casual comfort and reliable support to last for years to come. -"
5235,CM3279T-43-5PK,380,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America BANBURY Industrial 5 Pc. Dining Table Set,CN,1,46,32,6.5,5.5,68.64,"15 1/2""W X 19 1/4""D X 33 1/2""H (Seat Ht: 17 3/4"", Seat Dp: 15 3/8"")",Industrial,,,,43'',BANBURY,CM3279T-43-5PK.jpg,"Gray, Dark Bronze",Industrial Style,X-Cross Back Design,Triple Bar Metal Legs,Metal & Others*,Gray & Dark Bronze Finish,,,,,,"Nothing blends distinctive style with convenient comfort quite like this industrial table set. Combining sturdy metal with light wood tones, this table showcases sleek rounded corners supported by unique triple-bar legs. The weathered seats of the ch airs complement the design and add contrast to the dark metal frame. Ideal for family meals, this table set showcases casual comfort and reliable support to last for years to come. -"
5236,CM3607T-7PK,381,Dining,Dining Tables,,,,"7 Pc. Dining Table Set, Gray","Furniture of America TAYLAH Transitional 7 Pc. Dining Table Set, Gray",VN,1,64.5,41.3,13.5,20.8,193.6,"19""L X 23 1/4""W X 38 3/4""H (Seat Ht: 19 1/2"", Seat Dp: 16 3/4"")",Transitional,,,,0,TAYLAH,CM3607T-7PK.jpg,Weathered Gray,Transitional Style,Padded Fabric Cushions,Slat Back Chair,"Solid Wood, Wood Veneer, Others*",Weathered Gray Finish,,,,,,The weathered grey finish of this transitional style dining set gives a rustic vibe to a contemporary collection for a look with personality and more! The slat back chairs are upholstered in an off-white fabric and filled with foam for a comfortable  design the whole family will love. -
5240,CM3615T-48,381,Dining,Dining Tables,Marble Top,,,Dining Table w/ Faux Marble Top,Furniture of America COLMAN Transitional Dining Table w/ Faux Marble Top,CN,1,51.4,37.4,4.1,4.6,49.5,"48""L X 30""W X 30""H",Transitional,"Faux Marble, Solid Wood, Wood Veneer & Others",,,48'',COLMAN,CM3615T.jpg,Black,Modern Style,Faux Marble Table Top,Tall Curved Chair Back,Available in 2 Sizes,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,Tall sleek structure accented with a glossy faux marble table top that perfectly shows off the intricate marble tones. This table Is available in two sizes and perfectly complimented with tall arched padded chairs. - -
5241,CM3615T-60,381,Dining,Dining Tables,Marble Top,,,Dining Table w/ Faux Marble Top,Furniture of America COLMAN Transitional Dining Table w/ Faux Marble Top,CN,1,63.4,42.3,4.1,6.4,68.2,"60""L X 36""W X 30""H",Transitional,"Faux Marble, Solid Wood, Wood Veneer & Others",,,60'',COLMAN,CM3615T-60.jpg,Black,Modern Style,Faux Marble Table Top,Tall Curved Chair Back,Available in 2 Sizes,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,Tall sleek structure accented with a glossy faux marble table top that perfectly shows off the intricate marble tones. This table Is available in two sizes and perfectly complimented with tall arched padded chairs. - -
5242,CM3351T-7PK,382,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America NORAH I Transitional 7 Pc. Dining Table Set,VN,1,63.5,40.5,12.5,18.6,176,"17""L X 20 1/2""W X 38""H (Seat Ht: 19 1/2"", Seat Dp: 16"")",Transitional,,,,0,NORAH I,CM3351T-7PK.jpg,Brown Cherry,Transitional Style,Slat Back Chair,Tapered Legs,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,,"Enjoy family dinners every night indulging in delicious food and funny stories gathered around this simple yet cozy dining set. The warm brown cherry finish creates a hearty and inviting atmosphere while padded leatherette seats ensure your family’s  comfort. A modest set, this collection is surely perfect for your home. Available in counter height. -"
5243,CM3331T-6PK,383,Dining,Dining Tables,,,,"6 Pc. Dining Table Set, Brown Cherry","Furniture of America GLORIA Transitional 6 Pc. Dining Table Set, Brown Cherry",VN,1,63,40.1,11.5,16.8,173.36,"38""L X 15""W X 19""H",Transitional,,,,0,GLORIA,CM3331T-6PK.jpg,Brown Cherry,Transitional Style,Slat Back Chair,Slat Back Chair,Tapered Legs,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,"Casual yet elegant, this six-piece dining set embodies a simplistic design while finished in deep, rich colors. A unique dining bench creates an informal and homey appeal but pairs beautifully with the four chairs as all seats come upholstered and pa dded in leatherette for a comfortable dining experience. Its minimalistic structure and timeless design is a perfect fit for any home. Available in counter height. -"
5244,CM3420T-7PK,383,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America Baxter Transitional 7 Pc. Dining Table Set,VN,1,64,39.8,12,17.7,161,"18""L X 22""W X 38""H (Seat Ht: 18 1/2"", Seat Dp: 17 1/2"")",Transitional,"Microfiber, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Baxter,CM3420T-7PK.jpg,Dark Walnut,Transitional Style,Criss-Cross Design Chair,Padded Microfiber Seat,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,This beautiful transitional dining set comes complete with six chairs with padded microfiber fabric seats and a double criss-cross design on the chair backs. The table has straight square lines and is finished in a warm dark walnut - -
5245,CM3460T-7PK,384,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America Springhill Transitional 5 Pc. Dining Table Set,VN,1,64,39.8,12,17.7,176,"18""L X 22""W X 38""H (Seat Ht: 18 1/2"", Seat Dp: 17 1/2"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Springhill,CM3460T-7PK.jpg,Espresso,Transitional Style,Padded Leatherette Seat,Espresso Finish,Criss-Cross Back Chair,"Solid Wood, Wood Veneer & Others",,,,,,"Finished in deep espresso, this contemporary dining set seats six comfortably at a rectangular table. The padded chair seats are covered in leatherette and the seat backs have a contemporary criss-cross design. - -"
5246,CM3884T-7PK,384,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America Bridle I Transitional 7 Pc. Dining Table Set,VN,1,64,40.5,11.9,17.8,159.5,"60""L X 36""W X 30""H, 18""W X 21""D X 36""H (Seat Ht: 19 1/2"", Seat Dp: 22"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Bridle I,CM3884T-7PK.jpg,Espresso,Transitional Style,"Solid Wood, Wood Veneer & Others",Padded Leatherette Seat,Espresso Finish,,,,,,,"For dining rooms with lighter walls, this dark espresso set will standout. Chairs have padded leatherette seat and wooden back, while the table top shows a subtle yet beautiful grain. - -"
5247,CM3402T-6PK,385,Dining,Dining Tables,,,,6 Pc. Dining Table Set w/ Bench,Furniture of America Northvale II Transitional 6 Pc. Dining Table Set w/ Bench,VN,1,64,40.5,11.9,17.8,159.5,"60""L X 36""W X 30""H, 18""W X 21""D X 36""H (Seat Ht: 20"", Seat Dp: 17 3/8""), 43 3/4""W X 15 3/8""D X 17 7/8""H",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Northvale II,CM3402T-6PK.jpg,Espresso,Transitional Style,"Solid Wood, Wood Veneer & Others",Padded Leatherette Seat,Espresso Finish,,,,,,,Add appeal to your dining room with this rectangular table finished in espresso. Matching six chairs have padded leatherette seats that look stylish as they are comfortable. - -
5248,CM3402T-7PK,385,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America Northvale I Transitional 7 Pc. Dining Table Set,VN,1,64,40.5,11.9,17.8,159.5,"60""L X 36""W X 30""H, 18""W X 21""D X 36""H (Seat Ht: 20"", Seat Dp: 17 3/8"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,7 Piece Dining Set,Northvale I,CM3402T-7PK.jpg,Espresso,Transitional Style,"Solid Wood, Wood Veneer & Others",Padded Leatherette Seat,Espresso Finish,,,,,,,Add appeal to your dining room with this rectangular table finished in espresso. Matching six chairs have padded leatherette seats that look stylish as they are comfortable. - -
5249,CM3502T-7PK,386,Dining,Dining Tables,,,,Dining Table Set,Furniture of America FREEMAN I Transitional Dining Table Set,VN,1,63,41,12.3,18.3,171.6,"Table: 60""L X 36""W X 30""H, Chair: 18""W X 20 1/4""D X 39""H, (Seat Ht: 18 1/2"", Seat Dp: 20 1/4"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,FREEMAN I,CM3502T-7PK.jpg,Light Oak,Transitional Style,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",Light Oak Finish,,,,,,,"Whether its having friends over for a casual gathering or eating a meal with your family, this dining table set will make the perfect addition to your dining room. Matching chairs are padded with leatherette seats with a sturdy table supported by fo ur post legs. -"
5250,CM3930T-7PK,386,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America Montclair I Transitional 7 Pc. Dining Table Set,VN,1,63.8,39.8,12,17.6,180.78,"18""L X 22""W X 38""H (Seat Ht: 18 1/2"", Seat Dp: 17 3/4"")",Transitional,"Microfiber, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Montclair I,CM3930T-7PK.jpg,Dark Cherry,Transitional Style,Padded Microfiber Seat,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,,"Transitional and bold, this dining table seats six comfortably in straight back chairs with padded fabric seats and fabric insert in the back. Available in counter height. - -"
5251,CM3128T-7PK,387,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America Mackay Transitional 7 Pc. Dining Table Set,VN,1,62,39.3,12.5,17.6,168.3,"17 1/2""L X 20 1/4""W X 38""H (Seat Ht: 19 1/4"", Seat Dp: 16 3/4"")",Transitional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Mackay,CM3128T-7PK.jpg,Dark Oak,Transitional Style,Padded Fabric Seat,"Solid Wood, Wood Veneer & Others",Dark Oak Finish,,,,,,,This seven piece dining set features padded fabric seating and a dark oak finish. The chairs have a Mission-inspired back with simple straight lines that echoes the simple silhouette of the table. - -
5252,CM3521T-5PK,387,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America FORDVILLE I Transitional 5 Pc. Dining Table Set,VN,1,51,39,10,11.5,129.8,"Table: 48""L X 36""W X 31""H, Chair: 18""W X 20 1/4""D X 39""H, (Seat Ht: 24"", Seat Dp: 20 1/4"")",Transitional,"Faux Marble, Solid Wood, Wood Veneer & Others",,,5 Piece Dining Set,FORDVILLE I,CM3521T-5PK.jpg,Antique Oak,Transitional Style,Ladder Back Chairs,Faux Marble Top,"Solid Wood, Wood Veneer & Others",Antique Oak Finish,,,,,,"This space saver dining set comes with a faux marble top dining table complemented by ladder-back chairs. With its compact size, its a great addition for any limited space. - -"
5253,CM3521T-7PK,387,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America FORDVILLE I Transitional 7 Pc. Dining Table Set,VN,1,62.5,40.8,11,16.2,180.4,"Table: 60""L X 36""W X 30""H, Chair: 18""W X 20 1/4""D X 39""H, (Seat Ht: 24"", Seat Dp: 20 1/4"")",Transitional,"Faux Marble, Solid Wood, Wood Veneer & Others",,,7 Piece Dining Set,FORDVILLE I,CM3521T-7PK.jpg,Antique Oak,Transitional Style,Ladder Back Chairs,Faux Marble Top,"Solid Wood, Wood Veneer & Others",Antique Oak Finish,,,,,,"This space saver dining set comes with a faux marble top dining table complemented by ladder-back chairs. With its compact size, its a great addition for any limited space. - -"
5254,CM3400T-5PK,388,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America Weston I Transitional 5 Pc. Dining Table Set,VN,1,51,39.4,11,12.8,125,"18""L X 21 1/2""W X 36""H (Seat Ht: 19 3/4"", Seat Dp: 17"")",Transitional,"Microfiber, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Weston I,CM3400T-5PK.jpg,Espresso,Transitional Style,Cross Back Chair,Espresso Finish,Padded Microfiber Seat,"Solid Wood, Wood Veneer & Others",,,,,,"Great for a small dining area, this table and four chairs has simple bold design elements combined with comfortable four padded microfiber chairs with a unique geometric designed back. Finished in espresso. - -"
5255,CM3400T-7PK,388,Dining,Dining Tables,,,,7 Pc. Dining Table Set,Furniture of America Weston II Transitional 7 Pc. Dining Table Set,VN,1,63,39,11.5,16.4,159.5,"18""W X 22""D X 38""H (Seat Ht: 18 1/2",Transitional,"Microfiber, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Weston II,CM3400T-7PK.jpg,Espresso,Transitional Style,Cross Back Chair,Matching Bench Included,Padded Microfiber Seat,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,"For a softer touch, this dining set includes chairs that have padded microfiber seats and cross back design for a comfortable and satisfying meal. - -"
5256,CM3175T-5PK,389,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America GLENHAM Transitional 5 Pc. Dining Table Set,CN,1,51.5,39.5,12.5,14.7,133,"17 1/2""W X 21""D X 38 3/4""H (Seat Ht: 19 3/4"", Seat Dp: 16"")",Transitional,,,,0,GLENHAM,CM3175T-5PK.jpg,Distressed Black,Transitional Style,X-Cross Back Design,Tapered Legs,Padded Fabric Cushions,"Solid Wood, Wood Veneer, Others*",Distressed Black Finish,,,,,You can never go wrong with a dark and simple dining set in your home. Clean and linear lines create a minimalistic rectangular dining table while emphasized with brushed black finishes. Chairs with padded fabric seats provide the best comfort while  an X-shaped backrest design adds flair and dimension. This dining set fits into any home for a simple and clean look! -
5257,CM3888T-5PK,389,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America Northvale I Transitional 5 Pc. Dining Table Set,VN,1,51,39,12,13.8,125,"17 1/4""L X 21 1/2""W X 36 1/4""H (Seat Ht: 19 3/4"", Seat Dp: 17"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,5 Piece Dining Set,Northvale I,CM3888T-5PK.jpg,Espresso,Transitional Style,"Solid Wood, Wood Veneer & Others",Padded Leatherette Seat,Espresso Finish,,,,,,,Padded leatherette chairs accent this dining table finished in espresso. A perfect addition to a small dining area or kitchen. Also available in counter height. - -
5258,CM3001T-5PK,390,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America Eaton I Transitional 5 Pc. Dining Table Set,VN,1,51.4,39.1,11.3,13.1,125,"18""L X 21 1/2""W X 36""H (Seat Ht: 19 3/4"", Seat Dp: 17"")",Transitional,"Microfiber, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Eaton I,CM3001T-5PK.jpg,Espresso,Transitional Style,"Solid Wood, Wood Veneer & Others",Padded Microfiber Seat,Espresso Finish,,,,,,,"Armless ladder back chairs accent this rectangular dining table finished in espresso. With its conservative size, its a perfect addition to a small dining area or kitchen. - -"
5259,CM3012T-5PK,390,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America West Creek I Transitional 5 Pc. Dining Table Set,VN,1,50.9,38.4,11,12.4,116.6,"18""L X 22""W X 36""H (Seat Ht: 18 1/2"", Seat Dp: 17"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,West Creek I,CM3012T-5PK.jpg,Espresso,Transitional Style,Slat Back Chair,Espresso Finish,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",,,,,,This small square dining set comes with four Mission style chairs with padded leatherette seats. Finished in espresso. - -
5260,CM3011T-5PK,391,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America Amador I Transitional 5 Pc. Dining Table Set,VN,1,51.3,39.4,11.3,13.1,125,"17 1/2""W X 20 1/2""D X 36""H (Seat Ht: 19 1/2"", Seat Dp: 17""",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Amador I,CM3011T-5PK.jpg,Espresso,Transitional Style,Padded Leatherette Seat,Espresso Finish,Ladder Back Chair,"Solid Wood, Wood Veneer & Others",,,,,,"With a broad appeal among contemporary and transitional fans, this updated ladder back style set features horizontal slits in the back of the chairs. Seats are padded and upholstered in leatherette, while the legs and table are finished in espresso. - -"
5261,CM3190T-5PK,391,Dining,Dining Tables,,,,5 Pc. Dining Table Set,Furniture of America DANETTE Transitional 5 Pc. Dining Table Set,VN,1,46,46,14.5,17.8,130,"42""L X 42""W X 30""H, 19""W X 21""D X 38 1/2""H (Seat Ht: 17"", Seat Dp: 17"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,DANETTE,CM3190T-5PK.jpg,Dark Cherry,Contemporary Style,Casual Dining,Padded Leatherette Chair,"Solid Wood, Wood Veneer, Others",Dark Cherry Finish,,,,,,"For smaller dining areas, this compact dining set with matching leatherette upholstered chairs bring a simplistic style paired with functional qualities. This five-piece dining set will look great placed in the center of any room. - -"
5265,CM3725T-TABLE,392,Dining,Dining Tables,,Y,"CM3725T-1, CM3725T-2",Dining Table,Furniture of America KERA Contemporary Dining Table,,2,0,0,0,8.4,130,"60""L X 36""W X 30""H",Contemporary,,,,0,KERA,CM3725T.jpg,"Silver, Black",Contemporary Style,10mm Tempered Clear Glass Table Top,X-Cross Chair Back and Table Base,Black Padded Microfiber Seat,Metal Frames w/ Satin Plated Powder Coating,,,,,,"Replace your old dining set with a refreshing, modern set. Satin plated metal legs meet at the rectangular base to provide a strong and sturdy support for the tempered glass table top. Paired dining chairs are cushioned and upholstered with black mic rofiber for a comfortable dining experience. With its sleek futuristic design, this collection is a clear winner for any modern enthusiast. -"
5269,CM3726T-TABLE,393,Dining,Dining Tables,,Y,"CM3726T-1, CM3726T-2",Dining Table,Furniture of America ORLA Contemporary Dining Table,,2,0,0,0,13.9,136,"60""L X 36""W X 30""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,ORLA,CM3726T.jpg,"Silver, Black",Contemporary Style,10mm Tempered Glass Table Top,U-Shaped Post & Black Base,Sturdy Metal Construction,Powder Coated Satin Plated,,,,,,"Graceful and dignified, this one-of-a-kind table will make any meal feel like a fanciful feast. Featuring a unique chrome base, this stunning fixture sits atop a contrasting black flat base as it holds up a beveled edge glass table top. Complete this  piece with the coordinating round cut-out metal back chairs, which feature black foam filled seat cushions. -"
