1,Item,Page 17-18,Categories,Sub-Categories,Tag #1,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
4743,CM3133BN,287,Dining,Benches,,,,Bench,Furniture of America HOLCROFT Cottage Bench,VN,1,59,19,6.5,4.2,38,"56""W X 16""D X 18 1/2""H",Cottage,,,,0,HOLCROFT,CM3133BN.jpg,"Antique Cherry, Beige",,"Cottage Style""",Nailhead Trim,Turned Legs,Padded Fabric Seat,"Solid Wood, Wood Veneer, Others*",Antique Cherry Finish,,,,"Bring some classy inspiration into your dining room with this warmed toned wood bench featuring stylish turned legs. Seat is beautifully wrapped with linen-like upholstery, making it the perfect addition to any comfortable dining area. - -"
4851,CM3352BN,302,Dining,Benches,,,,Bench,,VN,1,56.2,20.5,6.9,4.6,44,"54""W X 18""D X 19 1/2""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Sturgis,CM3352BN.jpg,Dark Gray,Contemporary Style,Solid Wood/Wood Veneer/Others,Nailhead Trim,Dark Gray Finish,Bench,,,,,,
4856,CM3020BN,303,Dining,Benches,,,,Bench,Furniture of America DIOCLES Contemporary Bench,VN,1,53.3,23.5,8.3,6,42.9,"50 1/2""W X 20 1/2""D X 21""H",Contemporary,,,,0,DIOCLES,CM3020BN.jpg,"Silver, Light Gray",Contemporary Style,Flannelette Cushions,Button Tufted Chair Backs,"Solid Wood, Wood Veneer, Others*",Silver Finish,,,,,,"A glamorous design that will amaze guests of all ages, this dining collection is a superb addition to any formal dining room. The lengthy bench with its tufted seat and soft coloring adds a beautiful and elegant touch to the already charming silver f inish. -"
4892,CM3538BN,311,Dining,Benches,,,,Bench W/Flax Fabric,Furniture of America BRENTFORD Transitional Bench W/Flax Fabric,CN,1,45,17.3,6,2.7,25.4,"44""L X 16""W X 19 1/2""H",Transitional,"Fabric, Solid Wood, Wood Veneer & Others",,,0,BRENTFORD,CM3538T.jpg,Ivory Fabric,,,,,,,,,,,
4901,CM3152BN,314,Dining,Benches,,,,Bench,Furniture of America MEAGAN I Transitional Bench,VN,1,50,18.5,6.8,3.6,48.4,"48""W X 16""D X 18 1/2""H",Transitional,,,,0,MEAGAN I,CM3152BN.jpg,"Brown Cherry, Espresso",Transitional Style,Tapered Legs,Padded Leatherette Cushions,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,,"Create a contemporary design with rustic appeal with this dining bench. The seat is upholstered in sleek leatherette, combining trending style with modern comfort. - -"
4904,CM3136BN,316,Dining,Benches,,,,Bench,Furniture of America GRISELDA Transitional Bench,VN,1,68,21,5.5,4.5,55,"65""W X 16""D X 18""H",Transitional,,,,0,GRISELDA,CM3136BN.jpg,Brown Cherry,Transitional Style,Plank Design,Middle Support Legs,Turned Legs,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,"Underplayed stylish elements and refined silhouettes provide a cozy appeal on this lengthy bench. Turned legs and middle support legs offer a hint of flair, that when paired with the matching table, becomes the perfect showcase of transitional style  for your home. -"
4909,CM3914BN,318,Dining,Benches,,,,Bench,Furniture of America FOXVILLE Transitional Bench,VN,1,49.5,19,5.8,3.1,33,"48 1/4""W X 18""D X 19 1/4""H",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,FOXVILLE,CM3914T.jpg,Cherry,Transitional Style,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,,,"This dining table showcases an Acacia wood construction, classic and natural, sure to add a stylish touch to your dining décor. The bench features a cherry finish and padded leatherette seat. - -"
4917,CM3465BN,320,Dining,Benches,,,,Bench,Furniture of America PAULINA Traditional Bench,CN,1,59.5,20.5,10,7.1,45.1,"56""W X 17 3/4""D X 19 1/2""H",Traditional,,,,0,PAULINA,CM3465T.jpg,"Rustic Walnut, Espresso",Traditional Style,Scroll Details,Padded Leatherette Seat Cushions,"Solid Wood, Wood Veneer, Others*",Rustic Walnut Finish,,,,,,"A traditional design with hints of medieval flair, this beautiful dining set features rich hues and ornate details that are perfect for fine dining. Sit comfortably upon the brown leatherette bench that come paired with stunning metal scrollwork and  classic nailhead trim. This collection is finished in rustic walnut for a cozy atmosphere full of warmth and charm. -"
4921,CM3829BN,321,Dining,Benches,Padded Fabric Bench,,,Fabric Bench,Furniture of America GIANNA Cottage Fabric Bench,CN,1,75,22.5,8,7.8,44.7,"72""W X 19""D X 19 3/4""H",Cottage,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,GIANNA,CM3829BN.jpg,Rustic Pine,Industrial Style,Bold & Sturdy Design,Solid Pine Wood,Rustic Pine Finish,,,,,,,Dine in rustic elegance with this gorgeous antique-inspired collection. The weathered finish of the entire set draws attention to the sturdy solid wood framework while providing the necessary support for a worry-free dinner setting. The paired chairs  and bench feature an earthy toned fabric that enhances the wood elements. -
4922,CM3829BN-W,321,Dining,Benches,,,,Wood Bench,Furniture of America GIANNA Cottage Wood Bench,CN,1,56.5,20.5,6.8,4.6,36.6,"53""W X 17""D X 18""H",Cottage,,,,0,GIANNA,CM3829BN-W.jpg,Rustic Pine,,,"Cottage Style""",Plank Design,Bold & Sturdy,Solid Pine Wood,Rustic Pine,,,,Dine in rustic elegance with this gorgeous antique-inspired collection. The weathered finish of the bench draws attention to the sturdy solid wood framework while providing the necessary support for a worry-free dinner setting. It features an earthy  toned fabric that enhances the wood elements of the entire set.  -
4929,CM3562BN,322,Dining,Benches,,,,Bench,Furniture of America COLETTE Industrial Bench,CN,1,71.5,18.8,6,4.7,49.5,"68""L X 16""W X 19""H",Industrial,,,,0,COLETTE,CM3562BN.jpg,Rustic Oak,,,,,,,,,,,
4933,CM3562BN-S,323,Dining,Benches,,,,Small Bench,,CN,1,61.5,18.8,6,4,40.04,"58*16*19""H",,,,,#N/A,COLETTE,CM3562BN.jpg,,,,,,,,,,,,
4944,CM3324BK-BN,326,Dining,Benches,,,,2-Seater Bench,,CN,1,49.3,27.1,19,14.7,44,"48""W X 25""D X 42""H (SEAT DP: 17 1/2"", SEAT HT: 20"")",Rustic,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,0,SANIA I,CM3324BK-BN.jpg,Antique Black,Contemporary Style,Ivory Linen-like Fabric,Button Tufted w/ Nailhead Trim,Solid Wood/Wood Veneer/Others,,,,,,,
4945,CM3324BK-BNL,326,Dining,Benches,,,,"3-Seater Love Seat Bench, Ivory","Furniture of America SANIA I Rustic 3-Seater Love Seat Bench, Ivory",CN,1,67.8,26.5,18.6,19.4,47.3,"66""W X 26 3/4""D X 42 1/2""H (Seat Ht: 20"", Seat Dp: 17"")",Rustic,,,,0,SANIA I,CM3324BK-BNL.jpg,"Antique Black, Ivory",,"Rustic Style""",Bold Distressed Details,Ivory Linen-like Fabric,Button Tufted w/ Nailhead Trim,Wingback Inspired,"Solid Wood, Wood Veneers, Others*",Antique Black Finish,,,"Rustic charm meets upscale design in the form of this stunning collection. This elegant ivory linen-like 3-seat love seat bench add sophisticated appeal with their wingback sides, button tufting and nailhead trim. - -"
4952,CM3603BN,328,Dining,Benches, ,,,Bench,Furniture of America FRONTIER Rustic Bench,ID,1,71.3,20,9,7.4,68.2,"59""W X 15""D X 18""H",Rustic,,,,0,FRONTIER,CM3603T.jpg,Dark Oak,Transitional Style,Bold Wood Structure,Wood Block Details,"Solid Wood, Wood Veneer & Others",Dark Oak Finish,,,,,,Bold wood panels with eye-catching natural wood fine points that will perfectly jazz up any kitchen space. This urban inspired design offers bold wood panels that will easily take your breath away. - -
4956,CM3606BN,328,Dining,Benches,,,,Bench,Furniture of America MADDISON Contemporary Bench,ID,1,63.1,18.1,8.9,5.9,44.22,"59""W X 15""D X 18""H",Contemporary,,,,0,MADDISON,CM3606BN-WB.jpg,Tobacco Oak,Contemporary Style,Two-Tone Design,Matching Bench Available,"Solid Wood, Wood Veneer, Others",Tobacco Oak Finish,,,,,,Warm up your dining room with this rustic inspired dining collection. This matching server with oak-inspired surfaces creates a charming country atmosphere and offers multiple storage compartments to add functionality to the overall collection. - -
4962,CM3358BN,329,Dining,Benches,,,,Bench,,CN,1,81.5,17,6.3,5,49.5,"76""W X 13""D X 18""H",Industrial,"Solid Wood, Wood Veneer & Others",,,0,Lidgerwood,CM3358BN.jpg,Natural Tone,Country Style,Wood Knot Details,Solid Wood/Wood Veneer/Others,Natural Tone Finish,,,,,,,
4966,CM3533BN,330,Dining,Benches,,,,Bench,Furniture of America WALSH Industrial Bench,CN,1,45,24.5,4.5,2.9,37.4,.,Industrial,"Fabric, Solid Wood, Wood Veneer & Others",,,0,WALSH,\\Windows-edhvbcv\Attachments folder\CM3533BN.jpg,Natural Tone,Industrial Style,Clean & Crisp silhouette,Padded Fabric Seat,Nailhead Trim,"Solid Wood, Wood Veneer & Others",Natural Tone Finish,,,,,"With decorative fabric and nailhead trim, this bench is sure to be a welcomed touch to your dining décor. - -"
4969,CM3531BN,331,Dining,Benches,,,,Bench w/ Ivory Flax Fabric,Furniture of America MELSTON I Industrial Bench w/ Ivory Flax Fabric,CN,1,44.8,16.8,6,2.6,27.5,"44""W X 16""D X 19""H",Industrial,"Fabric, Solid Wood, Wood Veneer & Others",,,0,MELSTON I,CM3531T.jpg,Natural Tone,Transitional Style,Fabric Upholstered Bench w/ Nailhead Trim,"Solid Wood, Wood Veneer & Others",Natural Tone Finish,,,,,,,Beauty comes in all different types. This eccentric bench features padded fabric seat with nailhead trim. Perfect addition to any home. - -
4980,CM3360BN,334,Dining,Benches,,,,Bench,,CN,1,52.5,17.8,7.3,3.9,30.36,"49""W X 15 1/2""D X 15 3/4""H",Midcentury Modern,"Linen-like Fabric, Metal & Others",,,0,Vilhelm I,CM3360BN.jpg,Gray,Mid-Century Modern Style,Tapered Legs,Gray Linen-like Fabric,Metal/Others,Gray Finish,,,,,,
4995,CM3529BN,337,Dining,Benches,,,,Bench,Furniture of America COPPER I Industrial Bench,CN,1,49.2,18.5,4.8,2.5,35,"45""L X 20 1/2""W X 30""H (Seat Ht: 17 1/2"", Seat Dp: 15 1/2"")",Industrial,,,,0,COPPER I,CM3529BN-WB.jpg,"Natural Elm, Dark Bronze",,"Industrial Inspired""",Dark Bronze Metal Legs & Frame,Wooden Seat,Natural Wood Grain Surface,"Solid Wood, Wood Veneer, Others*",Natural Elm Finish,,,,This industrial inspired bench is a great addition to any restoration-decorated dining space. The metal legs and frames contrast beautifully with the wooden seat. Tapering legs sturdily uphold the entire piece while adding a touch of modern eccentric ity. -
5006,CM3171BN,339,Dining,Benches,,,,Bench,Furniture of America XOCHIL Transitional Bench,VN,1,54,17.5,5,2.7,27.94,"52""L X 15""W X 18 3/4""H",Transitional,,,,0,XOCHIL,CM3171BN.jpg,"Weathered Natural Tone, Beige",Transitional Style,Base Support,Padded Fabric Cushions,"Solid Wood, Wood Veneer, Others*",Weathered Natural Tone Finish,,,,,,"A chic farmhouse style dining set to elegantly furnish your dining room, the sweet country style design is paired with chic modern vibes. Padded fabric seat offer comfort as the wooden frame leaves a lighthearted and sweet impression to brighten up y our home. -"
5009,CM3172BN,339,Dining,Benches,,,,Bench,Furniture of America XANTHE Transitional Bench,CN,1,55.3,17.5,6.5,3.6,27.72,"52""W X 15 1/2""D X 20""H",Transitional,,,,0,XANTHE,CM3172T.jpg,"Black, Ivory",Transitional Style,X-Cross Back Design,Padded Fabric Cushions,"Solid Wood, Wood Veneer, Others*",Black Finish,,,,,,The charming X-base of the bench give off a farmhouse vibe that is beyond cozy. Ivory colored fabric provides a beautiful contrast against the dark brushed black finish for a classic design with immeasurable charm. - -
5027,CM3355BN,342,Dining,Benches,,,,Bench,,VN,1,50.8,17,6.1,3.1,24.86,"48""W X 15""D X 19 3/4""H (SEAT DP: 15"", SEAT HT: 19 3/4"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Brockton I,CM3355BN.jpg,Rustic Oak,Country Style,Padded Leatherette Cushions,Solid Wood/Wood Veneer/Others,Rustic Oak Finish,,,,,,,
5040,CM3916BN,345,Dining,Benches,,,,Bench,Furniture of America HILLSVIEW I Transitional Bench,VN,1,49.8,19.1,6.1,3.4,25.4,"48""W X 18""D X 19""H",Transitional,,,,0,HILLSVIEW I,CM3916BN.jpg,"Brown Cherry, Espresso",,"Transitional Style""",Clean & Crisp Silhouette,Padded Leatherette Seat,"Solid Wood, Wood Venner, Others*",Brown Cherry Finish,,,,,"In both casual and formal settings, this beautiful bench welcomes you to refined contemporary dining space with solid wood in a rich dark cherry finish. With squared tapering legs, a clean and crisp silhouette brings focus to its bold wooden construc tion. -"
5063,CM3326BC-BN,350,Dining,Benches,,,,Bench,Furniture of America DOVER Transitional Bench,VN,1,51.5,19.5,5,2.9,28.6,.,Transitional,,,,0,DOVER,CM3326BC-T.jpg,"Black, Cherry",Transitional Style,Wooden Contour Seat,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Black & Cherry,,,,,,This bench is finished in two-tone: rich cherry seat and black legs. It features an elegant design showcasing contoured wood seats and slatted backs. - -
5067,CM3326WC-BN,350,Dining,Benches,,,,Bench,Furniture of America DOVER Transitional Bench,VN,1,51.5,19.5,5,2.9,28.6,.,Transitional,,,,0,DOVER,CM3326WC-T.jpg,"White, Cherry",Transitional Style,Wooden Contour Seat,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,White & Cherry,,,,,,This bench is finished in two-tone: rich cherry seat and vintage white legs. It features an elegant design showcasing contoured wood seats and slatted backs. - -
5113,CM3311BN,360,Dining,Benches,,,,Bench,Furniture of America Bay Side I Contemporary Bench,CN,1,51.5,17.3,6,3.1,20.46,"50""W X 16""D X 19 3/4""H",Contemporary,"Fabric, Solid Wood, Wood Veneer & Others",,,0,Bay Side I,CM3311BN.jpg,Espresso,Padded Fabric Chair,"Solid Wood, Wood Veneer & Others",,,,,,,,,"With an espresso finish along with clean straight lines, this padded fabric bench contributes to a stylish appearance while providing comfort and functionality. - -"
5187,CM-BN3870BK,369,Dining,Benches,,,,Bench,Furniture of America Boulder I Contemporary Bench,CN,1,46.5,17.8,6.5,3.1,18,"44""W X 16""D X 20""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Boulder I,CM-BN3870BK.jpg,Black,"Solid Wood, Wood Veneer & Others",Leatherette Parson Chair,,,,,,,,,"Add style and variety to a dining room with this padded leatherette bench. Elegantly designed, it will bring some creative flair to any dining room. - -"
5195,CM3368BN,372,Dining,Benches,,,,Bench,Furniture of America Marstone Transitional Bench,CN,1,46,17,6.1,2.8,25,"44 3/8""L X 16 1/2""W X 19 1/2""H",Transitional,,,,0,Marstone,CM3368BN.jpg,"Espresso, Brown Cherry",Contemporary Style,Nailhead Trim,Padded Ivory Fabric,Button Tufted Bench Cushion,"Solid Wood, Wood Veneer, Others*",Black Finish,,,,,"Make your dining room a stylish force to be reckoned with when you add this contemporary set. A nailhead trim traces the edges of the light fabric bench, guiding eyes down to the contrasting leg finish. - -"
5198,CM3466BN,372,Dining,Benches,,,,Bench,Furniture of America DODSON I Transitional Bench,CN,1,50.8,21,7,4.3,30.1,"44 3/8""L X 16 1/2""W X 19 1/2""H",Transitional,,,,0,DODSON I,CM3466BN.jpg,"Black, Ivory",Contemporary Style,Nailhead Trim,Padded Ivory Fabric,Button Tufted Bench Cushion,"Solid Wood, Wood Veneer, Others*",Black Finish,,,,,"Make your dining room a stylish force to be reckoned with when you add this contemporary set. A nailhead trim traces the edges of the light fabric bench, guiding eyes down to the contrasting leg finish.  - -"
5204,CM3984DK-BN,374,Dining,Benches,,,,Bench,Furniture of America EMMONS I Transitional Bench,VN,1,51.1,20.5,7,4.2,35.2,"48""L X 18""W X 19""H",Transitional,,,,0,EMMONS I,CM3984DK-BN.jpg,Dark Cherry,Transitional Style,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others""",Dark Cherry Finish,,,,,,,Simplistic design carefully accented with just the touch of modern flare. Offered in either a contrasting ivory or brown chair. Your are sure to find the best style that compliments your home décor. - -
5209,CM3024BN,375,Dining,Benches,,,,Bench,,VN,1,51.3,18,5.8,3.1,25.4,"48""W X 14""D X 19 1/4""",Transitional,,,,#N/A,Woodside,,,,,,,,,,,,,
5213,CM3339DK-BN,376,Dining,Benches,,,,Bench,Furniture of America Townsend I Transitional Bench,CN,1,44.8,16.8,5.5,2.4,17.6,"44 1/2""W X 16""D X 19 1/2""H",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Townsend I,CM3339DK-BN.jpg,Brown Cherry,"Solid Wood, Wood Veneer & Others",,,,,,,,,,"Finished in brown cherry, the leatherette Parson chair along with the padded leatherette bench completely adds a level of uniqueness not commonly seen in a dining area.  - -"
5219,CM3328BN,377,Dining,Benches,,,,Bench,Furniture of America ELMORE Contemporary Bench,VN,1,49,19,5.5,3,19.8,"47 3/4""W X 17 3/4""D X 19""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,ELMORE,\\Windows-edhvbcv\Attachments folder\CM3328BN.jpg,Antique Oak,Modern Style,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",Antique Oak Finish,,,,,,,A great table chair for any dining room or kitchen. This leatherette padded bench provides the comfort you desire while bringing an amazing look to your dining area. - -
5378,CM3324BK-BBN,412,Dining,Benches,,,,Bar Ht. Bench,Furniture of America SANIA II Rustic Bar Ht. Bench,CN,1,44.8,16.8,6,2.6,31,"44""W X 16""D X 31""H",Rustic,,,,0,SANIA II,CM3324BK-BBN.jpg,"Antique Black, Ivory",Rustic Style,Bold Distressed Details,Nailhead Trim,Ivory Linen-like Fabric,"Solid Wood, Wood Veneer, Others*",Antique Black Finish,,,,,"Rustic charm meets upscale design in the form of this stunning collection. This elegant ivory linen-like bar-height bench add sophisticated appeal with their wingback sides, button tufting and nailhead trim. - -"
5382,CM3324BK-PBN,412,Dining,Benches,Counter Height Bench,,,"Counter Ht. Bench, Antique Black Finish","Furniture of America SANIA II Rustic Counter Ht. Bench, Antique Black Finish",CN,1,44.8,16.8,6,2.6,31.68,"44""W X 16""D X 25""H (SEAT DP: 16"", SEAT HT: 25"")",Rustic,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,0,SANIA II,CM3324BK-PBN.jpg,"Antique Black, Ivory",Rustic Style,Bold Distressed Details,Ivory Linen-like Fabric,Button Tufted w/ Nailhead Trim,"Solid Wood, Wood Veneer, Others*",Antique Black Finish,,,,,"Rustic charm meets upscale design in the form of this stunning collection. This elegant ivory linen-like counter-height bench adds sophisticated appeal with their wingback sides, button tufting and nailhead trim. - -"
5387,CM3324PBN,413,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,Furniture of America SANIA Rustic Counter Ht. Bench,CN,1,44.8,16.8,6,2.6,31.68,"44""W X 16""D X 25""H (Seat Ht: 25"", Seat Dp: 16"")",Rustic,,,,0,SANIA,CM3324PT.jpg,Natural Tone,Contemporary Style,Padded Linen-Like Ivory Chairs,Nailhead Trim,"Solid Wood, Wood Veneer, Others",Natural Tone Finish,,,,,,The paired coloring between natural toned wood and ivory linen-like upholstery creates a bright and inviting atmosphere for a space-conscious studio or loft.  - -
5399,CM3531PBN,417,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench w/ Ivory Flax Fabric,Furniture of America MELSTON II Industrial Counter Ht. Bench w/ Ivory Flax Fabric,CN,1,44.8,16.8,6,2.6,31.68,"19""W X 22 1/2""D X 42 3/4""H (Seat Ht: 24 1/2"", Seat Dp: 17"")",Industrial,"Fabric, Solid Wood, Wood Veneer & Others",,,0,MELSTON II,CM3531PT.jpg,Natural Tone,Transitional Style,Fabric Upholstered Chair w/ Nailhead Trim,"Solid Wood, Wood Veneer & Others",Natural Tone Finish,,,,,,,"Beauty comes in all different types. The unique fabric upholstery is complimented with a decorative nailhead trim. Finished in a natural tone finish, it is sure to be a welcomed addition to your dining area. - -"
5424,CM3686PBN,421,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,Furniture of America JAZLYN II Industrial Counter Ht. Bench,CN,1,46,19.8,9.5,5,35.4,"42""W X 17 1/4""D X 25""H",Industrial,"Fabric, Metal, Solid Wood, Wood Veneer & Others",,,0,JAZLYN II,CM3686PBN.jpg,Weathered Oak,Industrial Style,Plank Table Top and Chair Backs,Padded Fabric Seat Cushions,Metal Table Base & Chair Frame,"Metal, Wood Veneer, Others",Weathered Oak Finish,,,,,Ivory upholstered linen-like seats add extra contrast while paired with the metal framework of the matching counter height table. - -
5443,CM3326BC-PBN,425,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,Furniture of America DOVER II Transitional Counter Ht. Bench,VN,1,43,17,5.8,2.5,27.6,"38""W X 16 1/2""D X 24""H",Transitional,,,,0,DOVER II,CM3326BC-PT.jpg,"Black, Cherry",Transitional Style,Wooden Contour Seat,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Cherry & Black,,,,,,"Capturing the essence of the country casual style, this counter-height bench along with the matching counter-height chairs are all made from reliable wood featuring a two-tone finish display. It adds a unique visual and complements the overall style  of the set. -"
5446,CM3326WC-PBN,425,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,Furniture of America DOVER II Transitional Counter Ht. Bench,VN,1,43,17,5.8,2.5,27.6,"38""W X 16 1/2""D X 24""H",Transitional,,,,0,DOVER II,CM3326WC-PT.jpg,"White, Cherry",Transitional Style,Wooden Contour Seat,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Cherry & White,,,,,,"Capturing the essence of the country casual style, this counter-height bench along with the matching counter-height chairs are all made from reliable wood featuring a two-tone finish display. It adds a unique visual and complements the overall style  of the set. -"
5472,CM3187PBN,430,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,Furniture of America DICKINSON II Cottage Counter Ht. Bench,VN,1,46.5,45,8.5,10.3,48.4,"44 3/4""W X 18""D X 42""H (Seat Ht: 25 1/2"", Seat Dp: 16 3/4"")",Cottage,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,DICKINSON II,\\Windows-edhvbcv\Attachments folder\CM3187PT-bench1.jpg,Dark Cherry,Transitional Style,Padded Leatherette Seats,Bold & Sturdy Design,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,"Finished in dark cherry and padded leatherette seat, this counter height bench is sure to make quite the impression. Itll be the perfect addition to your dining room. - -"
5481,CM3355PBN,431,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,,VN,1,44.3,17,6.1,2.7,30.8,"42""W X D15""D X 25 3/4""H (SEAT DP: 15"", SEAT HT: 25 1/2"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Brockton III,CM3355PBN.jpg,Rustic Oak,Country Style,Solid Wood/Wood Veneer/Others,Padded Leatherette Cushions,Solid Wood/Wood Veneer/Others,Bench,,,,,,
5533,CM3024PBN,443,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,Furniture of America WOODSIDE II Transitional Counter Ht. Bench,VN,1,44.3,18,5.8,2.7,28.7,"41""W X 15""D X 26""H",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,WOODSIDE II,CM3024PT.jpg,Espresso,Transitional Style,Padded Leatherette Bench,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,,Elegant lines and rich espresso finish. These padded leatherette chairs and a matching bench are perfect for entertaining guests and family. - -
5536,CM3433PBN,443,Dining,Benches,Counter Height Bench,,,Counter Ht. Bench,Furniture of America HURLEY Contemporary Counter Ht. Bench,VN,1,49,20,10,5.7,57.2,"46 1/2""W X 16 1/2""D X 26""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,HURLEY,CM3433PT.jpg,Black,Modern Style,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,,,"Modern in style, but functional makes this dining bench a stand our from the rest. This padded leatherette bench is perfect for entertaining, it is sure to make quite the impression on your guest. - -"
4641,CM3557CH-HB-B,274,Dining,Buffets,,,,"Buffet, Cherry","Furniture of America MEDIEVE Traditional Buffet, Cherry",CN,1,74,21.5,27.5,25.3,202.4,.,Traditional,,,,#N/A,MEDIEVE,CM3557CH-T.jpg,Cherry,,,,,,,,,,,
4649,CM3557B,275,Dining,Buffets,,,,Buffet,,CN,1,74,21.5,27.5,25.3,202.4,.,Traditional,,,,#N/A,Medieve,CM3557T.jpg,Antique Oak,,,,,,,,,,,
4660,CM3243HB-B,276,Dining,Buffets,,,,Buffet,Furniture of America VICENTE Traditional Buffet,CN,1,75,22.5,33.9,33.1,176,.,Traditional,,,,0,VICENTE,CM3243T.jpg,Cherry,Traditional Style,Intricate Carved Detailing,Antique Brass Drawer Pulls,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,,,"A multifunctional piece with many features to offer, this interchangeable buffet and entertainment unit allows for easy placement. The sophisticated structure works well for any formal area and adds a touch of elegance with its carvings. - -"
4676,CM3186CH-B,278,Dining,Buffets,,,,Buffet,Furniture of America WYNDMERE Traditional Buffet,CN,1,72.5,23,37.5,36.2,191.4,.,Traditional,,,,#N/A,WYNDMERE,CM3186CH-T.jpg,,,,,,,,,,,,
4709,CM3845WH-HB-B,281,Dining,Buffets,,,,Buffet,Furniture of America Tuscany Traditional Buffet,CN,1,73.5,21.3,34.8,31.4,149.6,.,Traditional,,,,#N/A,Tuscany,CM3845WH-T.jpg,Antique White,Elegant Formal Dining,"20"" Expandable Leaf",French Style Legs,Solid Wood & Wood Veneers,Antique White Finish,,,,,,"The antique white wash of this beautiful formal dining room set uniquely highlights the intricate carvings of the table, chairs and buffet/hutch.  Providing generous seating for six, the table features French style carved legs and the matching chairs have a padded and upholstered seat. -"
4728,CM3350HB-B,284,Dining,Buffets,,,,Buffet,,VN,1,62,21.3,37.3,28.4,156.2,"59*18-1/2*37-1/2""H",Traditional,,,,#N/A,Alpena,,,,,,,,,,,,,
4737,CM3970HB-B,285,Dining,Buffets,,,,Buffet,Furniture of America Harrington Transitional Buffet,VN,1,59.8,20.5,33.3,23.6,149.6,.,Transitional,,,,#N/A,Harrington,CM3970T-GL.jpg,,Elegant & Large Dining Set,"20"" Expandable Leaf",Turned Legs,Matching Buffet Hutch,Solid Wood & Wood Veneers,Dark Walnut Finish,,,,,Create an inviting welcome with this dramatic black dining set and hutch.  The six chairs have padded seats and the matching hutch features contemporary hardware and plenty of display space and storage. - -
4747,CM3005B,288,Dining,Buffets,,,,Buffet,Furniture of America Napa Valley Traditional Buffet,CN,1,63,36,23,30.2,170,.,Traditional,,,,#N/A,Napa Valley,CM3005T.jpg,,Elegant Formal Dining,"Two 15"" Leaves",Double Pedestals,Solid Wood & Wood Veneers,Dark Cherry Finish,,,,,,Celebrate your most festive occasions with this elegant formal dining room set. Beautifully crafted from solid woods and veneer the expandable table has a decorative veneer inlay top and carved double pedestals. The chairs have upholstered seats and backs for extra comfort. The matching buffet and hutch has etched glass doors and multiple shelves and drawers to store china and silver. -
4755,CM3185B,289,Dining,Buffets,,,,Buffet,Furniture of America PETERSBURG I Traditional Buffet,CN,1,64,19,35,24.6,162.8,.,Traditional,,,,#N/A,PETERSBURG I,CM3185T.jpg,,,,,,,,,,,,
4762,CM3880HB-B,289,Dining,Buffets,,,,Buffet,Furniture of America Seymour Traditional Buffet,CN,1,56.5,18.5,38,23,162.4,.,Traditional,,,,#N/A,Seymour,CM3880T.jpg,,Elegant Formal Dining,Intricate Designs,"18"" Expandable Leaf",Turned Legs,Solid Wood & Wood Veneers,Dark Oak Finish,,,,,Complement your traditional home with this elegant dining table and chairs. Beautifully carved seat backs and table apron add sophistication to this attractive dining group. Available with an 18 inch leaf. - -
