1,Item,Page 17-18,Categories,Product Type,Feature,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
5735,CM4121C,491,Living,Coffee Table,,,Coffee Table,Furniture of America ZOYA Contemporary Coffee Table,TW,1,40.3,37.8,5.8,5.1,60.28,"34""L X 34""W X 17""H",Contemporary,"Metal, Tempered Glass",,,0,ZOYA,CM4121.jpg,Gold,Contemporary Style,8mm Tempered Glass,Z-shaped Metal Legs,Gold,,,,,,,"The chrome legs of this contemporary coffee table is designed in a Z shape, while the top is tempered beveled glass. - -"
5736,SM2271-LV,491,Living,Love Seat,,,Love Seat,Furniture of America VERDANTE Transitional Love Seat,US,1,66,41,40,62.6,110,"64""L X 39""W X 38""H",Transitional,Plush microfiber,100% Polyester,100% polyester,0,VERDANTE,SM2271.jpg,Emerald Green,Transitional Style,Microfiber,Nailhead Trim,Cushion Seating,Gold Finished Legs,High-Density Foam Cushions,Pillows Included,Emerald Green,,,"Add bold coloring to your living space with this gorgeous emerald green sofa set. The plush microfiber upholstery is soft to the touch and features foam-filled padding for a comfortably firm seat. Style wise, this collection features dramatic curved  arms and a raised panel back accentuated with gorgeous nailhead trim. The accent pillows are fashioned with a shimmering gold tint and showcase lovely designs for a piece that represents chic design with a fun twist. -"
5737,SM2271-SF,491,Living,Sofa,,,Sofa,Furniture of America VERDANTE Transitional Sofa,US,1,93,41,40,88.3,142,"91""L X 39""W X 38""H",Transitional,Plush microfiber,100% Polyester,100% polyester,0,VERDANTE,SM2271.jpg,Emerald Green,Transitional Style,Microfiber,Nailhead Trim,Cushion Seating,Gold Finished Legs,High-Density Foam Cushions,Pillows Included,Emerald Green,,,"Add bold coloring to your living space with this gorgeous emerald green sofa set. The plush microfiber upholstery is soft to the touch and features foam-filled padding for a comfortably firm seat. Style wise, this collection features dramatic curved  arms and a raised panel back accentuated with gorgeous nailhead trim. The accent pillows are fashioned with a shimmering gold tint and showcase lovely designs for a piece that represents chic design with a fun twist. -"
5738,SM3057-LV,492,Living,Love Seat,,,Love Seat,Furniture of America BELTRAN Transitional Love Seat,US,1,65,40,38,56.3,110,"64""L X 40""W X 38""H",Transitional,,100% POLYESTER,100% POLYESTER,0,BELTRAN,SM3057.jpg,"Blue, Beige",Transitional Style,High-Density Foam Cushions,Sloped Style Arms,Nailhead Trim,Pillows Included,Fabric,Blue & Beige,,,,This contemporary style sofa set features clean lines with classic silhouettes to fit a number of décor styles. The luxurious chenille upholstery conforms to the body and provides a plush seating experience as multi-colored pillows catch the attentio n of friends and family. The track arms feature a sloping arched design for a stylish collection that will keep the whole family happy.  -
5739,SM3057-SF,492,Living,Sofa,,,Sofa,Furniture of America BELTRAN Transitional Sofa,US,1,88,41,33,76.5,140,"87""L X 40""W X 38""H",Transitional,,100% POLYESTER,100% POLYESTER,0,BELTRAN,SM3057.jpg,"Blue, Beige",Transitional Style,High-Density Foam Cushions,Sloped Style Arms,Nailhead Trim,Pillows Included,Fabric,Blue & Beige,,,,This contemporary style sofa set features clean lines with classic silhouettes to fit a number of décor styles. The luxurious chenille upholstery conforms to the body and provides a plush seating experience as multi-colored pillows catch the attentio n of friends and family. The track arms feature a sloping arched design for a stylish collection that will keep the whole family happy.  -
5740,SM3058-LV,493,Living,Love Seat,,,Love Seat,Furniture of America BELTRAN Transitional Love Seat,US,1,65,41,33,56.3,110,"64""L X 40""W X 38""H",Transitional,,100% POLYESTER,100% POLYESTER,0,BELTRAN,SM3058.jpg,"Orange, Light Gray",Transitional Style,High-Density Foam Cushions,Sloped Style Arms,Nailhead Trim,Pillows Included,Fabric,Orange & Light Gray,,,,This contemporary style sofa set features clean lines with classic silhouettes to fit a number of décor styles. The luxurious chenille upholstery conforms to the body and provides a plush seating experience as multi-colored pillows catch the attentio n of friends and family. The track arms feature a sloping arched design for a stylish collection that will keep the whole family happy.  -
5741,SM3058-SF,493,Living,Sofa,,,Sofa,Furniture of America BELTRAN Transitional Sofa,US,1,88,41,33,76.5,140,"87""L X 40""W X 38""H",Transitional,,100% POLYESTER,100% POLYESTER,0,BELTRAN,SM3058.jpg,"Orange, Light Gray",Transitional Style,High-Density Foam Cushions,Sloped Style Arms,Nailhead Trim,Pillows Included,Fabric,Orange & Light Gray,,,,This contemporary style sofa set features clean lines with classic silhouettes to fit a number of décor styles. The luxurious chenille upholstery conforms to the body and provides a plush seating experience as multi-colored pillows catch the attentio n of friends and family. The track arms feature a sloping arched design for a stylish collection that will keep the whole family happy.  -
5742,CM4230CRM-C,494,Living,Coffee Table,,,"Coffee Table, Chrome","Furniture of America SUNDANCE Contemporary Coffee Table, Chrome",TW,1,53.5,30.5,9.2,8.7,84,"47 1/2""L X 23 1/2""W X 19""H",Contemporary,"Metal, Mirror",,,0,SUNDANCE,CM4230CRM.jpg,Chrome,Contemporary Style,Metal Tube Structure,Extravagant Style,Curved X-shape Frame,5mm Mirror Top,Chrome or Brass,,,,,"Sleek with carefully ""X curved framework accented with spacious table top space. This piece is detailed with smoke mirror panels to perfectly encompass its unique radiance. - -"
5745,SM2263-SECTIONAL,494,Living,Sectional,,"SM2263-LAF, SM2263-RAF",Sectional,Furniture of America BETRIA Transitional Sectional,,2,0,0,0,179.4,283,"136""L X 98""W X 37""H (Seat Ht: 19"", Seat Dp: 25"")",Transitional,,,,0,BETRIA,SM2263.jpg,Off-White,Transitional Style,Crystal-like Acrylic Buttons,High-Shine Fabric,Sloped Track Arms,Welting Trim,Pillows Included,Off-White,,,,"Make your living room shine and sparkle with this gorgeous contemporary sectional. Upholstered in a glitter-like shined fabric for a sleek modern appeal, the sectional provides a wide seating area for you and your guests. Sloped armrests and angled b ackrests are unique designs that make this sectional pop with little effort. -"
5746,SM2288-LV,495,Living,Love Seat,ALESSANDRA,,Love Seat,Furniture of America ALESSANDRA Transitional Love Seat,US,1,73,40,38,64.2,113,"72""L X 39""W X 37""H",Transitional,SYNTHETHIC,100% Polyester,100% polyester,0,ALESSANDRA,SM2288.jpg,Silver,Transitional Style,Silky Fabric,Nailhead Trim,High-Density Foam Cushions,Pillows Included,Silver,,,,,A quick glimpse of this luxurious seating collection brings to mind sophistication and elegance. Beautiful nailhead trim lines the flared arms and straight lower panel while silky cream-colored fabric wraps tightly around the durable hardwood frame.  The smooth waves of the camelback structure add a whimsical touch that’s amplified by the paired patterned pillows. -
5747,SM2288-SF,495,Living,Sofa,,,Sofa,Furniture of America ALESSANDRA Transitional Sofa,US,1,100,40,38,88,148,"99""L X 39""W X 37""H",Transitional,SYNTHETHIC,100% Polyester,100% polyester,0,ALESSANDRA,SM2288.jpg,Silver,Transitional Style,Silky Fabric,Nailhead Trim,High-Density Foam Cushions,Pillows Included,Silver,,,,,A quick glimpse of this luxurious seating collection brings to mind sophistication and elegance. Beautiful nailhead trim lines the flared arms and straight lower panel while silky cream-colored fabric wraps tightly around the durable hardwood frame.  The smooth waves of the camelback structure add a whimsical touch that’s amplified by the paired patterned pillows. -
5748,SM2252-LV,496,Living,Love Seat,,,Love Seat,Furniture of America MASSIMO Transitional Love Seat,US,1,65,40,34,51.2,110,"64""L X 39""W X 37""H",Transitional,,100% polyester,"58% polyester, 42% cotton",0,MASSIMO,SM2252.jpg,Shiny Black,Transitional Style,Crystal-like Acrylic Buttons,Shined Fabric,Sloped Track Arms,Welting Trim,Pillows Included,Shined Black,,,,"Glam up your living room with this dazzling collection. Strikingly upholstered in a shiny fabric, this set showcases angled backrests with sloped armrests. Make your home pop with glitter-like details and luxurious crystal-like button tufts. This sof a set demands attention and stands out as a bold centerpiece, no matter the setting! -"
5749,SM2252-SF,496,Living,Sofa,,,Sofa,Furniture of America MASSIMO Transitional Sofa,US,1,92,40,34,72.4,142,"91""L X 39""W X 37""H",Transitional,,100% polyester,"58% polyester, 42% cotton",0,MASSIMO,SM2252.jpg,Shiny Black,Transitional Style,Crystal-like Acrylic Buttons,Shined Fabric,Sloped Track Arms,Welting Trim,Pillows Included,Shined Black,,,,"Glam up your living room with this dazzling collection. Strikingly upholstered in a shiny fabric, this set showcases angled backrests with sloped armrests. Make your home pop with glitter-like details and luxurious crystal-like button tufts. This sof a set demands attention and stands out as a bold centerpiece, no matter the setting! -"
5752,CM4163CRM-C-PK,497,Living,Coffee Table,,"CM4163CRM-C-1, CM4163CRM-C-2","Coffee Table, Chrome","Furniture of America NIKITA Contemporary Coffee Table, Chrome",,2,0,0,0,3.8,87.7,"48""W X 24""D X 16 1/2""H",Contemporary,"Metal, Tempered Glass",,,0,NIKITA,CM4163CRM.jpg,Chrome,Modern Design,Step Inspired Base,Metal Frame,10mm Tempered and Beveled Clear Glass on Coffee Tablee,6mm Tempered and Beveled Clear Glass on Display Shelf,Chrome or Champagne,,,,,The spacious glass top surface accompanied by the lower shelf allows you extra room to organize or display home decor pieces. The zig-zag side legs create a fun visual for guests while providing extra stability to the overall structures. - -
5753,SM2234-LV,497,Living,Love Seat,,,Love Seat,Furniture of America SAFIYA Transitional Love Seat,US,1,81,40,40,75,128,"79""L X 38""W X 38""H",Transitional,Fabric,100% Polyester,Pillow: 100% polyester,0,SAFIYA,SM2234.jpg,Navy,Transitional Style,Microfiber,Wooden Silver Legs,Oversized Rolled Arms,Matte Finish Nailhead Trim,Silver Bun Feet,High-Density Foam Cushions,Pillows Included,Navy,,"Your eyes will not know where to look with this stunning contemporary style sofa set! The curved back is accented with elegant rolled arms and decorative nailhead trim for a design that screams chic. The silver bun feet provide a beautiful compliment  to the navy blue microfiber upholstery. Finishing up the look are vibrantly designed accent pillows with beautiful blue hues, and fun striped and damask print designs. -"
5754,SM2234-SF,497,Living,Sofa,,,Sofa,Furniture of America SAFIYA Transitional Sofa,US,1,104,40,40,96.3,163,"102""L X 38""W X 38""H",Transitional,Fabric,100% Polyester,Pillow: 100% polyester,0,SAFIYA,SM2234.jpg,Navy,Transitional Style,Microfiber,Wooden Silver Legs,Oversized Rolled Arms,Matte Finish Nailhead Trim,Silver Bun Feet,High-Density Foam Cushions,Pillows Included,Navy,,"Your eyes will not know where to look with this stunning contemporary style sofa set! The curved back is accented with elegant rolled arms and decorative nailhead trim for a design that screams chic. The silver bun feet provide a beautiful compliment  to the navy blue microfiber upholstery. Finishing up the look are vibrantly designed accent pillows with beautiful blue hues, and fun striped and damask print designs. -"
5755,CM4160C,498,Living,Coffee Table,,,Coffee Table,Furniture of America ZOLA Contemporary Coffee Table,TW,1,44.5,37.5,9.5,9.2,56.32,"40""L X 40""W X 18""H",Contemporary,"Metal, Tempered Glass",,,0,ZOLA,CM4160.jpg,Chrome,Contemporary Style,Geometric Shape,Ring Accents,8mm Tempered Glass Top,Chrome,,,,,,"A classy style that will never be outdated, this table set features modern appeal with its interconnected chrome legs and hexagonal glass top. The sturdy shape allows these pieces to sit steadily while making a fashion-inspired decor statement. - -"
5756,SM2661-LV,498,Living,Love Seat,Purple/Blue Pillows,,"Love Seat, Light Gray","Furniture of America CHANTAL Transitional Love Seat, Light Gray",US,1,69,40,31,49.5,97,"69""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2661.jpg,Light Gray,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Light Gray,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5757,SM2661-SF,498,Living,Sofa,Purple/Blue Pillows,,"Sofa, Light Gray","Furniture of America CHANTAL Transitional Sofa, Light Gray",US,1,92,42,31,75,125,"90""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2661.jpg,Light Gray,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Light Gray,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5758,SM2662-LV,498,Living,Love Seat,,,"Love Seat, Off-White","Furniture of America CHANTAL Transitional Love Seat, Off-White",US,1,69,42,31,52,97,"90""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2662.jpg,Off-White,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Off-White,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5759,SM2662-SF,498,Living,Sofa,,,"Sofa, Off-White","Furniture of America CHANTAL Transitional Sofa, Off-White",US,1,92,42,31,69.3,125,"90""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2662.jpg,Off-White,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Off-White,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5760,SM2663-LV,499,Living,Love Seat,Red/Pink Pillows,,"Love Seat, Light Gray","Furniture of America CHANTAL Transitional Love Seat, Light Gray",US,1,69,42,31,52,97,"90""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2663.jpg,Light Gray,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Light Gray,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5761,SM2663-SF,499,Living,Sofa,Red/Pink Pillows,,"Sofa, Light Gray","Furniture of America CHANTAL Transitional Sofa, Light Gray",US,1,92,42,31,69.3,125,"90""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2663.jpg,Light Gray,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Light Gray,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5762,SM2664-LV,499,Living,Love Seat,,,"Love Seat, Gray","Furniture of America CHANTAL Transitional Love Seat, Gray",US,1,69,42,31,52,97,"90""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2664.jpg,Gray,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Gray,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5763,SM2664-SF,499,Living,Sofa,,,"Sofa, Gray","Furniture of America CHANTAL Transitional Sofa, Gray",US,1,92,42,31,69.3,125,"90""L X 40""W X 36""H",Transitional,velvet like Fabric,100% Polyester,"Pillow: 24% Polyester, Rayon 76%",0,CHANTAL,SM2664.jpg,Gray,Transitional Style,Premium Velvet-like Fabric,Flared Arms,Contrasting Welting Trim,Pillows Included,Gray,,,,,"Let your living room make a powerful opening statement with this chic and comfy set! The high, flaring armrests wrap around both sides, gently cradling the lengthy seat cushion between. A series of varied patterned accent pillows accompany each of th ese pieces, offering customizable comfort and adding plenty of style to the design. Available in multiple colors, these pieces will make an inviting impression right from the start. -"
5764,SM6204-LV,500,Living,Love Seat,,,Love Seat,Furniture of America OLIVIERA Transitional Love Seat,US,1,64,38.5,33,52.4,125,"62""L X 36 1/2""W X 40""H",Transitional,,100% Polyester,,0,OLIVIERA,SM6204.jpg,Silver,Transitional Style,Premium Velvet-like Fabric,Wooden Legs,Nailhead Trim,Loose Back Pillows,High-Density Foam Cushions,Silver,,,,"Fine and divine, this contemporary style sofa set offers it all! The silver, velvet-like upholstery is luxuriously soft while the loose back pillows provide a comfortable place to sit back and lounge. Chic accent pillows showcase vibrant purple hues  and bold floral prints for a look that is as fun as it is attractive. The flared arms and its paired nailhead trim complete this contemporary look for a collection that has undeniable sophistication. -"
5765,SM6204-SF,500,Living,Sofa,,,Sofa,Furniture of America OLIVIERA Transitional Sofa,US,1,86.5,38.5,33,71.4,130,"84 1/2""L X 36 1/2""W X 40""H",Transitional,,100% Polyester,,0,OLIVIERA,SM6204.jpg,Silver,Transitional Style,Premium Velvet-like Fabric,Wooden Legs,Nailhead Trim,Loose Back Pillows,Pillows Included,High-Density Foam Cushions,Silver,,,"Fine and divine, this contemporary style sofa set offers it all! The silver, velvet-like upholstery is luxuriously soft while the loose back pillows provide a comfortable place to sit back and lounge. Chic accent pillows showcase vibrant purple hues  and bold floral prints for a look that is as fun as it is attractive. The flared arms and its paired nailhead trim complete this contemporary look for a collection that has undeniable sophistication. -"
5766,SM6305-LV,501,Living,Love Seat,,,Love Seat,Furniture of America NAZZARENO Transitional Love Seat,,1,61,35,41.5,51.3,112,"61""L X 35""W X 41.5""H",Transitional,,100% Polyester,"Pillow: 65% Polyester, 10% nylon, 25% rayon",0,NAZZARENO,SM6305.jpg,Black,Transitional Style,Velvet-like Fabric,Crystal-like Acrylic Buttons,Silver Fringe on Accent Pillows,Silver Legs,Nailhead Trim,Pillows Included,Black,,,"Accentuate glamour and elegance with this unique, statement upholstery collection. Premium Jacquard fabric draws attention to the beautifully sloped arms and their lined nailhead trim. Paired accent pillows showcase matching patterning while enhancin g the soft velvet fabric wrapped tightly around the T-cushions and button tufted back. -"
5767,SM6305-SF,501,Living,Sofa,,,Sofa,Furniture of America NAZZARENO Transitional Sofa,,1,85,35,41.5,71.4,142,"85""L X 35""W X 41.5""H",Transitional,,100% Polyester,"Pillow: 65% Polyester, 10% nylon, 25% rayon",0,NAZZARENO,SM6305.jpg,Black,Transitional Style,Velvet-like Fabric,Crystal-like Acrylic Buttons,Silver Fringe on Accent Pillows,Silver Legs,Nailhead Trim,Pillows Included,Black,,,"Accentuate glamour and elegance with this unique, statement upholstery collection. Premium Jacquard fabric draws attention to the beautifully sloped arms and their lined nailhead trim. Paired accent pillows showcase matching patterning while enhancin g the soft velvet fabric wrapped tightly around the T-cushions and button tufted back. -"
5769,CM4233C-PK,502,Living,Coffee Table,,"CM4233C-T, CM4233C-B",Coffee Table,Furniture of America LUXA Contemporary Coffee Table,,2,0,0,0,3.8,66.22,"36""L X 36""W X 19 1/4""H",Contemporary,"Metal, Mirror",,,0,LUXA,CM4233.jpg,Chrome,Contemporary Style,Sturdy Metal Construction,10mm Beveled Tempered Glass Top,Curved Chrome Legs,,,,,,,"With a unique base design and a glass top, these tables will fit perfectly with any type of décor. The chrome base create a stable and reliable support. - -"
5772,SM3070-LV,502,Living,Love Seat,,,Love Seat,Furniture of America CORNELIA Contemporary Love Seat,US,1,61,38,37,49.6,100,"61""L X 38""W X 37""H",Contemporary,,66% Polypropylene 34% Polyester,"39% Polypropylene, 61% Polyester",0,CORNELIA,SM3070.jpg,Beige,Contemporary Style,High-Density Foam Cushions,Nailhead Trim,Pillows Included,Sloped Style Arms,Available in 2 Colors,Fabric,Beige,US-Made (Incl. Foreign Materials),,"Add a statement to your home with this fashion-forward sofa collection. A perfect example of fine taste and luxurious style with perfectly placed nailhead trim, multiple back pillows and sloped arms. This sofa set offers plush cushions to warm your b ody and decorative pillows to accent your living space, everything you could ask for to complete your chic living space. -"
5773,SM3070-SF,502,Living,Sofa,,,Sofa,Furniture of America CORNELIA Contemporary Sofa,US,1,85,38,37,69.2,150,"85""L X 38""W X 37""H",Contemporary,,66% Polypropylene 34% Polyester,"39% Polypropylene, 61% Polyester",0,CORNELIA,SM3070.jpg,Beige,Contemporary Style,High-Density Foam Cushions,Nailhead Trim,Pillows Included,Sloped Style Arms,Available in 2 Colors,Fabric,Beige,US-Made (Incl. Foreign Materials),,"Add a statement to your home with this fashion-forward sofa collection. A perfect example of fine taste and luxurious style with perfectly placed nailhead trim, multiple back pillows and sloped arms. This sofa set offers plush cushions to warm your b ody and decorative pillows to accent your living space, everything you could ask for to complete your chic living space. -"
5774,CM4220-3PK,503,Living,Coffee Table,,,3 Pc. Table Set (Coffee + 2 End),Furniture of America VISCONTTI Contemporary 3 Pc. Table Set (Coffee + 2 End),CN,1,52.5,27.8,7.6,6.4,113.1,"Coffee Table: 48""L X 24""W X 17 3/4""H, End Table: 24""L X 24""W X 22""H",Contemporary,"Metal, Mirror",,,0,VISCONTTI,CM4220-3PK.jpg,Metallic Gold,Transitional Style,"Curved S""Frame",10mm Tempered Glass,Metal Structure,Curved Details,Champagne Finish,,,,,Elegant curved metal structure with clear tempered glass. The beautiful design of this table offers the best touch of elegance with an ultra-sheik modern appeal to vamp up any home space. - -
5775,SM3071-LV,503,Living,Love Seat,,,Love Seat,Furniture of America CORNELIA Contemporary Love Seat,US,1,61,38,37,49.6,100,"61""L X 38""W X 37""H",Contemporary,,38% Polypropylene 62% Polyester,"39% Polypropylene, 61% Polyester",0,CORNELIA,SM3071.jpg,Navy,Contemporary Style,High-Density Foam Cushions,Nailhead Trim,Pillows Included,Sloped Style Arms,Available in 2 Colors,Fabric,Navy,US-Made (Incl. Foreign Materials),,"Add a statement to your home with this fashion-forward sofa collection. A perfect example of fine taste and luxurious style with perfectly placed nailhead trim, multiple back pillows and sloped arms. This sofa set offers plush cushions to warm your b ody and decorative pillows to accent your living space, everything you could ask for to complete your chic living space. -"
5776,SM3071-SF,503,Living,Sofa,,,Sofa,Furniture of America CORNELIA Contemporary Sofa,US,1,85,38,37,69.2,150,"85""L X 38""W X 37""H",Contemporary,,38% Polypropylene 62% Polyester,"39% Polypropylene, 61% Polyester",0,CORNELIA,SM3071.jpg,Navy,Contemporary Style,High-Density Foam Cushions,Nailhead Trim,Pillows Included,Sloped Style Arms,Available in 2 Colors,Fabric,Navy,US-Made (Incl. Foreign Materials),,"Add a statement to your home with this fashion-forward sofa collection. A perfect example of fine taste and luxurious style with perfectly placed nailhead trim, multiple back pillows and sloped arms. This sofa set offers plush cushions to warm your b ody and decorative pillows to accent your living space, everything you could ask for to complete your chic living space. -"
5777,SM2203-CH,504,Living,Chair,,,Chair,Furniture of America Wolver Transitional Chair,US,1,40,39,35,31.6,76,"39""L X 37""W X 38""H",Transitional,Premium Velvet Fabric,100% Polyester,Pillow: 100% Polyester,0,VISCONTTI,SM2203-CH.jpg,Peacock Blue,,,,,,,,,,,
5778,SM2203-LV,504,Living,Love Seat,,,Love Seat,Furniture of America VINCENZO Transitional Love Seat,US,1,71,40,38,62.5,100,"71""L X 37""W X 38""H",Transitional,Premium Velvet Fabric,100% Polyester,Pillow: 100% Polyester,0,VISCONTTI,SM2203.jpg,Peacock Blue,Retro Style Collection,Sloped-Style Arms,Nailhead Trim,High-Density Foam Cushions,Peacock Blue,US-Made (Incl. Foreign Materials),,,,,"A retro-inspired modern is in the air with this sofa collection. Ringing in retro, this minimalist collection showcases impeccable tailoring, soft sloped arms, and richly textured upholstery. High-resiliency foam cushions provide superior comfort tha t lasts. -"
5779,SM2203-SF,504,Living,Sofa,,,Sofa,Furniture of America VINCENZO Transitional Sofa,US,1,91,40,38,80,135,"91""L X 37""W X 38""H",Transitional,Premium Velvet Fabric,100% Polyester,Pillow: 100% Polyester,0,VISCONTTI,SM2203.jpg,Peacock Blue,Retro Style Collection,Sloped-Style Arms,Nailhead Trim,High-Density Foam Cushions,Peacock Blue,US-Made (Incl. Foreign Materials),,,,,"A retro-inspired modern is in the air with this sofa collection. Ringing in retro, this minimalist collection showcases impeccable tailoring, soft sloped arms, and richly textured upholstery. High-resiliency foam cushions provide superior comfort tha t lasts. -"
5780,SM2206-CH,504,Living,Chair,,,"Chair, White",,US,1,40,39,35,31.6,76,"39""L X 37""W X 38""H",Traditional,Premium Velvet Fabric,100% polyester,"66% rayon, 34% polyester",0,VISCONTTI,SM2206.jpg,Ivory,Transitional Style,T-Cushion Seating,Premium Velvet Fabric,Nailhead Trim,Pillows Included,Ivory,,,,,"Retro-inspired modern is in the air with this sofa collection. This minimalist set showcases impeccable tailoring and richly textured upholstery. Low, sloped arms that sweep up to the back give it a contoured, modern look, while minimal nailhead trim  around the front legs and beautiful pillow patterns bring just enough retro feel. T-cushion seating featuring high-resiliency foam cushions provide superior comfort that lasts. -"
5781,SM2206-LV,504,Living,Love Seat,,,"Love Seat, White",,US,1,71,40,38,62.5,100,"71""L X 37""W X 38""H",Traditional,Premium Velvet Fabric,100% polyester,"66% rayon, 34% polyester",0,VISCONTTI,SM2206.jpg,Ivory,Transitional Style,T-Cushion Seating,Premium Velvet Fabric,Nailhead Trim,Pillows Included,Ivory,,,,,"Retro-inspired modern is in the air with this sofa collection. This minimalist set showcases impeccable tailoring and richly textured upholstery. Low, sloped arms that sweep up to the back give it a contoured, modern look, while minimal nailhead trim  around the front legs and beautiful pillow patterns bring just enough retro feel. T-cushion seating featuring high-resiliency foam cushions provide superior comfort that lasts. -"
5782,SM2206-SF,504,Living,Sofa,,,"Sofa, White",,US,1,91,40,38,80,135,"91""L X 37""W X 38""H",Traditional,Premium Velvet Fabric,100% polyester,"66% rayon, 34% polyester",0,VISCONTTI,SM2206.jpg,Ivory,Transitional Style,T-Cushion Seating,Premium Velvet Fabric,Nailhead Trim,Pillows Included,Ivory,,,,,"Retro-inspired modern is in the air with this sofa collection. This minimalist set showcases impeccable tailoring and richly textured upholstery. Low, sloped arms that sweep up to the back give it a contoured, modern look, while minimal nailhead trim  around the front legs and beautiful pillow patterns bring just enough retro feel. T-cushion seating featuring high-resiliency foam cushions provide superior comfort that lasts. -"
5783,SM2201-CH,505,Living,Chair,,,"Chair, Gold","Furniture of America Wolver Traditional Chair, Gold",US,1,40,39,35,31.6,76,"39""L X 37""W X 38""H",Traditional,Premium Velvet Fabric,100% Polyester,"Pillow: 47% Polyester, 53% Rayon",0,VISCONTTI,SM2201-CH.jpg,Gold,,,,,,,,,,,
5784,SM2201-LV,505,Living,Love Seat,,,"Love Seat, Gold","Furniture of America Viscontti Traditional Love Seat, Gold",US,1,72,39,35,56.9,103,"71""L X 40""W X 38""H",Traditional,Premium Velvet Fabric,100% Polyester,"Pillow: 47% Polyester, 53% Rayon",0,VISCONTTI,SM2201.jpg,Gold,Traditional Style,T-Cushion Seating,Nailhead Trim,Pillows Included,Fabric,Available in 2 Colors,US-Made (Incl. Foreign Materials),,,,"Low arms that sweep up to the back and T-cushion seating give this sofa group its stunning looks. With minimal nailhead trim around the front legs and pillows that match the gold or ivory hue of the soft fabric perfectly, this set will bring style to  any contemporary home. -"
