1,Item,Page 17-18,Categories,Product Type,Feature,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
7088,CM4319S,754,Living,Sofa Table,,,Sofa Table,Furniture of America PAIGE Industrial Sofa Table,CN,1,52,19.8,9.5,5.6,62.04,"48""L X 17""W X 30""H",Industrial,"Metal, Solid Wood & Others",,,0,PAIGE,CM4319.jpg,Medium Weathered Oak,Transitional Style,Nailhead Accents,Metal Corner Brackets,"Solid Wood, Others",Medium Weathered Oak Finish,,,,,,"Pivotal pieces for enhancing your home's appearance, this collection features a beautiful industrial inspired design. The prominent metal accents can be found acting as both supports and accessories for each table. The plank style surfaces emphasize  the wood construction and showcase the gorgeous dark oak finish. -"
7089,CM4227E,755,Living,End Table,,,End Table,Furniture of America BROADUS Industrial End Table,CN,1,24.9,24.9,8.5,3,40.3,"22""L X 22""W X 24""H",Industrial,"Metal, Solid Wood, Wood Veneer & Others",,,0,BROADUS,CM4227.jpg,Dark Oak,Transitional Style,Metal Castors,Metal Corner Accents,Weathered Grain,"Solid Wood, Wood Veneer & Others",Dark Oak Finish,,,,,"Vamp up your home with a little rustic décor. This bold straight panel table is accented with straight wood paneling, unique weathered grain details, and corner fine points to best amplify the unique design. - -"
7090,CM4227S,755,Living,Sofa Table,,,Sofa Table,Furniture of America BROADUS Industrial Sofa Table,CN,1,51.6,18.6,8.5,4.7,60.6,"48""L X 16""W X 30""H",Industrial,"Metal, Solid Wood, Wood Veneer & Others",,,0,BROADUS,CM4227.jpg,Dark Oak,Transitional Style,Metal Castors,Metal Corner Accents,Weathered Grain,"Solid Wood, Wood Veneer & Others",Dark Oak Finish,,,,,"Vamp up your home with a little rustic décor. This bold straight panel table is accented with straight wood paneling, unique weathered grain details, and corner fine points to best amplify the unique design. - -"
7091,CM4324C,755,Living,Coffee Table,,,Coffee Table,,CN,1,51.4,27,4.8,3.8,52.8,"Table: 40""DIA X 19""H, Chair: 19""L X 19""W X 16""H",Industrial,,,,0,Neve,CM4324.jpg,Sand Black,Industrial Style,Wire Mesh Bottom Shelf,Metal Frame,Decorative Casters,Replicated Wood & Others*,Sand Black Finish,,,,,"Accessorize your living room with this unique table. The metal frame offers timeless stability while emphasizing the industrial styled, fixed bicycle wheels. A sawblade design adorns the thick tabletop while wired bottom shelves offer ample storage s pace. This charming table showcases urban designs and is the perfect fit for a stylish apartment or loft! -"
7092,CM4324E,755,Living,End Table,,,End Table,,CN,1,27.8,21.3,6.1,2.1,28.6,"23""DIA X 23""H",Industrial,,,,0,Neve,CM4324.jpg,Sand Black,Industrial Style,Wire Mesh Bottom Shelf,Metal Frame,Decorative Casters,Replicated Wood & Others*,Sand Black Finish,,,,,"Accessorize your living room with this unique table. The metal frame offers timeless stability while emphasizing the industrial styled, fixed bicycle wheels. A sawblade design adorns the thick tabletop while wired bottom shelves offer ample storage s pace. This charming table showcases urban designs and is the perfect fit for a stylish apartment or loft! -"
7093,CM4324S,755,Living,Sofa Table,,,Sofa Table,,CN,1,51.4,26.1,5.1,4,43.56,"Table: 50""L X 18""W X 30""H,  Stool: 22""L X 13 1/4""W X 21 1/4""H",Industrial,,,,0,Neve,CM4324S.jpg,Sand Black,Industrial Style,Wire Mesh Bottom Shelf,Metal Frame,Decorative Casters,Replicated Wood & Others*,Sand Black Finish,,,,,"Accessorize your living room with this unique table. The metal frame offers timeless stability while emphasizing the industrial styled, fixed bicycle wheels. A sawblade design adorns the thick tabletop while wired bottom shelves offer ample storage s pace. This charming table showcases urban designs and is the perfect fit for a stylish apartment or loft! -"
7094,CM4331C,755,Living,Coffee Table,,,Coffee Table,,CN,1,30,26.5,7.8,3.6,60.13,"48""L X 24""W X 16 1/2""H",Industrial,,,,0,Reese,CM4331.jpg,Dark Oak,Industrial Style,Fixed Caster Wheels,Bowed Support Beam,Metal Framework,Metal & Others*,Dark Oak Finish,,,,,Gear up for a stylish living room with this sleek and unique table! The thick wooden tabletop rest atop sturdy metal legs that stretch down before arcing across the bottom as sturdy support beams. Various-sized fixed caster wheels offer plenty of sup port to complete the industrial design. -
7095,CM4331E,755,Living,End Table,,,End Table,,CN,1,37.6,25.3,4.8,2.6,61.36,"22""L X 26""W X 20""H",Industrial,,,,0,Reese,CM4331.jpg,Dark Oak,Industrial Style,Fixed Caster Wheels,Bowed Support Beam,Metal Framework,Metal & Others*,Dark Oak Finish,,,,,Gear up for a stylish living room with this sleek and unique table! The thick wooden tabletop rest atop sturdy metal legs that stretch down before arcing across the bottom as sturdy support beams. Various-sized fixed caster wheels offer plenty of sup port to complete the industrial design. -
7096,CM4102-3PK,756,Living,Coffee Table Set,,,3 Pc. Table Set (Coffee + 2 End),Furniture of America BOZEMAN Rustic 3 Pc. Table Set (Coffee + 2 End),VN,1,48.3,28.8,14,11.2,133.3,"Coffee Table: 46""L X 26""W X 20""H, End Table: 20""L X 26""W X 25""H",Rustic,"Metal, Solid Wood, Wood Veneer & Others",,,0,BOZEMAN,CM4102-3PK.jpg,Antique Oak,Country Style,Metal Corner Accents,Open Shelf,Antique Oak Finish,,,,,,,"Simple yet detailed, this living room table group offers a plank style appearance to bring a rustic atmosphere to any setting. The antique dark oak finish is additionally complemented by metal corner accents - -"
7097,CM4102S,756,Living,Sofa Table,,,"Sofa Table, Antique Oak Finish","Furniture of America BOZEMAN Rustic Sofa Table, Antique Oak Finish",,1,50.3,21.3,8,4.9,60.1,"48""L X 19""W X 29""H",Rustic,"Metal, Solid Wood, Wood Veneer & Others",,,0,BOZEMAN,CM4102.jpg,Antique Oak,Country Style,Metal Corner Accents,Open Shelf,Antique Oak Finish,,,,,,,"Simple yet detailed, this living room table group offers a plank style appearance to bring a rustic atmosphere to any setting. The antique dark oak finish is additionally complemented by metal corner accents - -"
7098,CM4110E,756,Living,End Table,,,End Table,Furniture of America MILBANK Novelty End Table,CN,1,23.5,23,10.8,3.4,38.5,"20""L X 20""W X 23""H",Novelty,"Galvanized Iron, Solid Wood, Wood Veneer & Others",,,0,MILBANK,CM4110C.jpg,Cherry,Industrial Style,Nailhead Accents,Trunk Design,Storage Table,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,Keep your living space organized with this accent set. This vintage style trunk-inspired coffee and end table set features beautiful nailhead trim to accentuate the cherry finish and clean lines. - -
7099,CM4314-3PK,757,Living,Coffee Table Set,,,3 Pc. Table Set (Coffee + 2 End),Furniture of America MAUDE Industrial 3 Pc. Table Set (Coffee + 2 End),CN,1,52.3,26.5,8.3,6.6,77.22,"48""L X 24""W X 18""H, 22""L X 22""W X 23""H",Industrial,,,,0,MAUDE,CM4314-3PK.jpg,Dark Oak,Transitional Style,Slatted Shelving,Nail Bolt Accents,"Metal, Others",Metal Legs,Dark Oak Finish,,,,,This three-piece accent table set is full of expression with its combined wood and metal materials. The spacious tabletops beautifully mimic the texture and coloring of natural wood while adorned with shined bolt accents. The barred open shelves enha nce the open designs and provide extra storage or decor space for all your living space needs. -
7100,CM4322-3PK,757,Living,Coffee Table Set,,,3 Pc. Table Set,,CN,1,56,27.3,9,7.9,87.12,"24""L X 26""W X 24""H",Transitional,,,,0,Sabine,CM4322-3PK.jpg,Dark Oak,Transitional Style,Curved X-shape Frame,Metal Legs,Metal & Others*,Dark Oak Finish,,,,,,"Industrial with an effortless appeal, this three-piece accent table set offers a clean visual while bringing an edgy touch to any living space. The dark oak finished veneer top comes supported upon curved X-shaped legs constructed from durable metal. - -"
7101,CM4803-3PK,757,Living,Coffee Table Set,,,3 Pc. Table Set (Coffee + 2 End),Furniture of America VENTURA I Industrial 3 Pc. Table Set (Coffee + 2 End),CN,1,51.5,26.8,12.5,10,97.9,"48""L X 24""W X 20""H, 24""L X 24""W X 24""H",Industrial,"Metal, Wood Veneer & Others",,,0,VENTURA I,CM4803-3PK.jpg,Medium Oak,Transitional Style,Functional Wheels on Coff ee Table,Wired Lower Shelf,Metal Framework,"Metal, Veneer, Others",Medium Oak Finish,,,,,"Modish industrial craftsmanship complimented with rich medium oak wood hues. This three piece accent table set is detailed with a metal mesh shelf that will easily stow away books or decor pieces, and off ers mobile casters for an accented touch. - -"
7102,CM4122C,758,Living,Coffee Table,,,Coffee Table,Furniture of America KINLEY Midcentury Modern Coffee Table,CN,1,51.3,27,10.5,8.4,59.4,"48""L X 24""W X 17 1/4""H",Midcentury Modern,,,,0,KINLEY,CM4122.jpg,Brown Cherry,Transitional Style,Single Slim Drawer,Splayed Wooden Legs,Round Accent Knob,"Solid Wood, Others",Brown Cherry,,,,,"This mid-century inspired coffee table is a creative tribute to retro designs. The angled legs provide a lifted height for the wide and narrow surfaces, which conveniently house one drawer each. Finished in a brown cherry, this set will provide a war mth to any living space. -"
7103,CM4122E,758,Living,End Table,,,End Table,Furniture of America KINLEY Midcentury Modern End Table,CN,1,27,27,10.5,4.4,37.4,"24""L X 24""W X 25""H",Midcentury Modern,,,,0,KINLEY,CM4122.jpg,Brown Cherry,Transitional Style,Single Slim Drawer,Splayed Wooden Legs,Round Accent Knob,"Solid Wood, Others",Brown Cherry,,,,,"This mid-century inspired end table is a creative tribute to retro designs. The angled legs provide a lifted height for the wide and narrow surfaces, which conveniently house one drawer each. Finished in a brown cherry, this set will provide a warmth  to any living space. -"
7104,CM4303-3PK,758,Living,Coffee Table Set,,,3 Pc. Table Set,,CN,1,50.5,32.3,8.5,8,71.5,"24""DIA X 23 1/2""H",Mid-Century Modern,,,,0,Selah,CM4303-3PK.jpg,Brown Cherry,Mid-Century Modern Style,X-Crossed Table Supports,Splayed Wooden Legs,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,,"This three piece set brings style and space to any room. The rounded edges pair well with the tapering wood legs, creating a retro vibe for any environment. - -"
7105,CM4334-3PK,758,Living,Coffee Table Set,,,3 Pc. Table Set,,CN,1,50.5,32.5,8.3,7.8,73.5,"23""DIA X 23""H",Transitional,,,,0,Paola,CM4334-3PK.jpg,Brown Cherry,Transitional Style,Open Shelf,Flared Legs,"Solid Wood, Wood Veneer & Others*",Brown Cherry Finish,,,,,,"Complete your living room decor with this attractive, brown cherry finished set. The minimalist design draws inspiration from mid-century and contemporary designs with its warm wood hues and chic flared legs. The open bottom shelf provides valuable s pace to store and display books, frames, and more. -"
7106,CM4305C,759,Living,Coffee Table,,,Coffee Table,,CN,1,51,29,6.3,5.3,49.7,"48""L X 26""W X 19""H",Contemporary,,,,0,Sonya,CM4305.jpg,Black,Contemporary Style,5mm Tempered Glass Top,X-Shape Table Base,Cross Side Design,Solid Wood & Others*,Black Finish,,,,,"A bold design with a striking presence, this table showcases strong lines and rich, dark coloring. The tempered glass tops add transparency and perfectly complement the simple structure. Perfect for a fearless personality, this table set will leave a  strong and memorable impression. -"
7107,CM4305E,759,Living,End Table,,,End Table,,CN,1,29,29,7.3,3.5,30.6,"26""L X 24""W X 24""H",Contemporary,,,,0,Sonya,CM4305.jpg,Black,Contemporary Style,5mm Tempered Glass Top,X-Shape Table Base,Cross Side Design,Solid Wood & Others*,Black Finish,,,,,"A bold design with a striking presence, this table showcases strong lines and rich, dark coloring. The tempered glass tops add transparency and perfectly complement the simple structure. Perfect for a fearless personality, this table set will leave a  strong and memorable impression. -"
7108,CM4315-3PK,759,Living,Coffee Table Set,,,3 Pc. Table Set (Coffee + 2 End),Furniture of America KENDRA Contemporary 3 Pc. Table Set (Coffee + 2 End),CN,1,51.5,28.5,7.8,6.6,90.4,"48""L X 26""W X 18 1/4""H, 22""L X 22""W X 22""H",Contemporary,"Tempered Glass, Solid Wood & Others",,,0,KENDRA,CM4315-3PK.jpg,Dark Oak,Contemporary Style,5mm Tempered Glass,Decorative & Supportive Circle Ring,"Solid Wood, Others",Dark Oak,,,,,,"Spruce up your living space with some open decor. This three-piece accent table set is fit for any home with its subtly modern structure. Round wood trim cut-outs adorn the clear tempered glass tops, adding a touch of design to the simple double-deck  structure. The slim and supportive wood framework sturdily encases the glass and comes beautifully finished in a dark oak. -"
7109,CM4641C,759,Living,Coffee Table,,,Coffee Table,Furniture of America Arkley Contemporary Coffee Table,CN,1,50.5,25.8,9.8,7.3,42.9,"47 3/4""L X 23 1/4""W X 18""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Arkley,CM4641.jpg,Dark Walnut,Contemporary Style,Melamine Coating Top,X-Shape Base Design,Espresso Finish,,,,,,,"With a distinct X-shape base design, this pair of tables will spice up your living room. Table tops are coated with melamine, while an espresso finish completes this exotic look. - -"
7110,CM4641E,759,Living,End Table,,,End Table,Furniture of America Arkley Contemporary End Table,CN,1,29,22,8.8,3.2,24.2,"22""L X 19 3/4""W X 22""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Arkley,CM4641.jpg,Dark Walnut,Contemporary Style,Melamine Coating Top,X-Shape Base Design,Espresso Finish,,,,,,,"With a distinct X-shape base design, this pair of tables will spice up your living room. Table tops are coated with melamine, while an espresso finish completes this exotic look. - -"
7111,CM4380BK-C-3A,760,Living,Coffee Table,,,"Coffee Table, Black",,CN,1,51.8,26.5,9.5,7.5,80.3,"47 1/4""L X 23""W X 19""H",Contemporary,,,,0,Rhea,CM4380BK.jpg,Black,Contemporary Style,Crocodile Leatherette Top,Clear Acrylic Legs,Felt-lined Drawers,"Metal, Wood Veneer, Others*",Black Finish,,,,,"Metal, wood, and acrylic blend together seamlessly for a modern table with unique flair! Chrome, T-shaped beams support clear acrylic legs for an eye-catching, open base design. Crocodile texturing along the tabletop masks the slim, compact drawers a nd completes the look for a design with high style. -"
7112,CM4380BK-E-3A,760,Living,End Table,,,"End Table, Black",,CN,1,26,26.5,9.5,3.8,49.28,"23 1/2""L X 23 1/2""W X 23 1/2""H",Contemporary,,,,0,Rhea,CM4380BK.jpg,Black,Contemporary Style,Crocodile Leatherette Top,Clear Acrylic Legs,Felt-lined Drawers,"Metal, Wood Veneer, Others*",Black Finish,,,,,"Metal, wood, and acrylic blend together seamlessly for a modern table with unique flair! Chrome, T-shaped beams support clear acrylic legs for an eye-catching, open base design. Crocodile texturing along the tabletop masks the slim, compact drawers a nd completes the look for a design with high style. -"
7113,CM4380BK-S-3A,760,Living,Sofa Table,,,"Sofa Table, Black",,CN,1,46.5,16.5,9.5,4.2,57.2,"43 1/4""L X 13 3/4""W X 30""H",Contemporary,,,,0,Rhea,CM4380BK-S.jpg,Black,Contemporary Style,Crocodile Leatherette Top,Clear Acrylic Legs,Felt-lined Drawers,"Metal, Wood Veneer, Others*",Black Finish,,,,,"Metal, wood, and acrylic blend together seamlessly for a modern table with unique flair! Chrome, T-shaped beams support clear acrylic legs for an eye-catching, open base design. Crocodile texturing along the tabletop masks the slim, compact drawers a nd completes the look for a design with high style. -"
7114,CM4380BR-C-3A,760,Living,Coffee Table,,,"Coffee Table, Brown",,CN,1,51.8,26.5,9.5,7.5,80.3,"47 1/4""L X 23""W X 19""H",Contemporary,,,,0,Rhea,CM4380BR.jpg,Brown,Contemporary Style,Crocodile Leatherette Top,Clear Acrylic Legs,Felt-lined Drawers,"Metal, Wood Veneer, Others*",Brown Finish,,,,,"Metal, wood, and acrylic blend together seamlessly for a modern table with unique flair! Chrome, T-shaped beams support clear acrylic legs for an eye-catching, open base design. Crocodile texturing along the tabletop masks the slim, compact drawers a nd completes the look for a design with high style. -"
7115,CM4380BR-E-3A,760,Living,End Table,,,"End Table, Brown",,CN,1,26,26.5,9.5,3.8,49.28,"23 1/2""L X 23 1/2""W X 23 1/2""H",Contemporary,,,,0,Rhea,CM4380BR.jpg,Brown,Contemporary Style,Crocodile Leatherette Top,Clear Acrylic Legs,Felt-lined Drawers,"Metal, Wood Veneer, Others*",Brown Finish,,,,,"Metal, wood, and acrylic blend together seamlessly for a modern table with unique flair! Chrome, T-shaped beams support clear acrylic legs for an eye-catching, open base design. Crocodile texturing along the tabletop masks the slim, compact drawers a nd completes the look for a design with high style. -"
7116,CM4380BR-S-3A,760,Living,Sofa Table,,,"Sofa Table, Brown",,CN,1,46.5,16.5,9.5,4.2,57.2,"43 1/4""L X 13 3/4""W X 30""H",Contemporary,,,,0,Rhea,CM4380BR-S.jpg,Brown,Contemporary Style,Crocodile Leatherette Top,Clear Acrylic Legs,Felt-lined Drawers,"Metal, Wood Veneer, Others*",Brown Finish,,,,,"Metal, wood, and acrylic blend together seamlessly for a modern table with unique flair! Chrome, T-shaped beams support clear acrylic legs for an eye-catching, open base design. Crocodile texturing along the tabletop masks the slim, compact drawers a nd completes the look for a design with high style. -"
7117,CM4559E,760,Living,End Table,,,End Table,Furniture of America Luminar II Contemporary End Table,CN,1,26.8,26.5,7.8,3.2,42.9,"23""L X 23""W X 23""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Luminar II,CM4559.jpg,Espresso,Contemporary Style,Espresso Finish,"Solid Wood, Wood Veneer & Others",3-Way Adjust Embeded Led Lights,5mm Frosted Tempered Glass Insert,,,,,,"Unique with its embedded LED lights, this table set will bring excitement to any living space. Frosted tempered glass is lined with LED lights with three levels of brightness. Finished in espresso. - -"
7118,CM4559S,760,Living,Sofa Table,,,Sofa Table w/ Lights,Furniture of America Luminar II Contemporary Sofa Table w/ Lights,CN,1,51,21,7,4.3,62.7,"47 3/4""L X 18""W X 30""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Luminar II,CM4559S.jpg,Espresso,Contemporary Style,Espresso Finish,"Solid Wood, Wood Veneer & Others",3-Way Adjust Embeded Led Lights,5mm Frosted Tempered Glass Insert,,,,,,"Unique with its embedded LED lights, this table set will bring excitement to any living space. Frosted tempered glass is lined with LED lights with three levels of brightness. Finished in espresso. - -"
7121,CM4244C-TABLE,761,Living,Coffee Table,,"CM4244C-1, CM4244C-2",Coffee Table,Furniture of America SLOANE Contemporary Coffee Table,,2,0,0,0,3.6,102.52,"47 1/4""L X 23 5/8""W X 17 3/4""H",Contemporary,,,,0,SLOANE,CM4244.jpg,"White, Dark Gray",Contemporary Style,Two-Tone Design,Stainless Steel Base Panel,8mm Beveled Tempered Glass Top,Metal & Others*,White & Dark Gray Finish,,,,,Update your living room with bold and daring designs using this sophisticated coffee table. Its unique color and structure is a beautiful artistic accents for any home. Two elegantly curved panels meet at the stainless steel base to support the tempe red glass table top. Refresh your living room with this adventurous table! -
7124,CM4244E-TABLE,761,Living,End Table,,"CM4244E-1, CM4244E-2",End Table,Furniture of America SLOANE Contemporary End Table,,2,0,0,0,2.5,67.1,"23 5/8""L X 23 5/8""W X 21 5/8""H",Contemporary,,,,0,SLOANE,CM4244.jpg,"White, Dark Gray",Contemporary Style,Two-Tone Design,Stainless Steel Base Panel,8mm Beveled Tempered Glass Top,Metal & Others*,White & Dark Gray Finish,,,,,Update your living room with bold and daring designs using this sophisticated end table. Its unique color and structure is a beautiful artistic accents for any home. Two elegantly curved panels meet at the stainless steel base to support the tempered  glass table top. Refresh your living room with this adventurous table! -
7127,CM4244S-TABLE,761,Living,Sofa Table,,"CM4244S-1, CM4244S-2",Sofa Table,Furniture of America SLOANE Contemporary Sofa Table,,2,0,0,0,4.2,81.14,"48""L X 18""W X 29 1/2""H",Contemporary,,,,0,SLOANE,CM4244S.jpg,"White, Dark Gray",Contemporary Style,Two-Tone Design,Stainless Steel Base Panel,8mm Beveled Tempered Glass Top,Metal & Others*,White & Dark Gray Finish,,,,,Update your living room with bold and daring designs using this sophisticated sofa table. Its unique color and structure is a beautiful artistic accents for any home. Two elegantly curved panels meet at the stainless steel base to support the tempere d glass table top. Refresh your living room with this adventurous table! -
7128,CM4451A-C,761,Living,Coffee Table,,,"Coffee Table, Natural Tone",,CN,1,53.1,28.1,12.4,10.7,115.5,"47""L X 23 5/8""W X 18 1/2""H",Contemporary,,,,0,Raya,CM4451A.jpg,Natural Tone,Contemporary Style,10mm Tempered Glass (End Table: 8mm),Storage Drawers,Open Shelf,"Wood, Glass, Others*",Natural Tone Finish,,,,,"No one will gloss over the lustrous table when its situated in your living room! Easily drawing attention with its unique tempered glass panels, the tables adds even more contemporary flair with its stylish finish. Centered drawer and spacious lower  shelve provides room for decorations and miscellaneous storage, guaranteeing this piece will be able to add a homey touch to your living space. -"
7129,CM4451A-E,761,Living,End Table,,,"End Table, Natural Tone",,CN,1,29.5,20.3,12.4,4.3,60,"23 1/4""L X 20""W X 22 1/2""H",Contemporary,,,,0,Raya,CM4451A.jpg,Natural Tone,Contemporary Style,10mm Tempered Glass (End Table: 8mm),Storage Drawers,Open Shelf,"Wood, Glass, Others*",Natural Tone Finish,,,,,"No one will gloss over the lustrous table when its situated in your living room! Easily drawing attention with its unique tempered glass panels, the tables adds even more contemporary flair with its stylish finish. Centered drawer and spacious lower  shelve provides room for decorations and miscellaneous storage, guaranteeing this piece will be able to add a homey touch to your living space. -"
7130,CM4451A-S,761,Living,Sofa Table,,,"Sofa Table, Natural Tone",,CN,1,53.1,19.5,11.6,7,92.4,"47""L X 15 3/4""W X 30""H",Contemporary,,,,0,Raya,CM4451A-S.jpg,Natural Tone,Contemporary Style,10mm Tempered Glass (End Table: 8mm),Storage Drawers,Open Shelf,"Wood, Glass, Others*",Natural Tone Finish,,,,,"No one will gloss over the lustrous table when its situated in your living room! Easily drawing attention with its unique tempered glass panels, the tables adds even more contemporary flair with its stylish finish. Centered drawer and spacious lower  shelve provides room for decorations and miscellaneous storage, guaranteeing this piece will be able to add a homey touch to your living space. -"
7131,CM4451WH-C,761,Living,Coffee Table,,,"Coffee Table, White",,CN,1,53.1,28.1,12.4,10.7,115.5,"47""L X 23 5/8""W X 18 1/2""H",Contemporary,,,,0,Raya,CM4451WH.jpg,White,Contemporary Style,10mm Tempered Glass (End Table: 8mm),Storage Drawers,Open Shelf,"Wood, Glass, Others*",White,,,,,"No one will gloss over the lustrous table when its situated in your living room! Easily drawing attention with its unique tempered glass panels, the tables adds even more contemporary flair with its stylish finish. Centered drawer and spacious lower  shelve provides room for decorations and miscellaneous storage, guaranteeing this piece will be able to add a homey touch to your living space. -"
7132,CM4451WH-E,761,Living,End Table,,,"End Table, White",,CN,1,29.5,20.3,12.4,4.3,60,"23 1/4""L X 20""W X 22 1/2""H",Contemporary,,,,0,Raya,CM4451WH.jpg,White,Contemporary Style,10mm Tempered Glass (End Table: 8mm),Storage Drawers,Open Shelf,"Wood, Glass, Others*",White,,,,,"No one will gloss over the lustrous table when its situated in your living room! Easily drawing attention with its unique tempered glass panels, the tables adds even more contemporary flair with its stylish finish. Centered drawer and spacious lower  shelve provides room for decorations and miscellaneous storage, guaranteeing this piece will be able to add a homey touch to your living space. -"
7133,CM4451WH-S,761,Living,Sofa Table,,,"Sofa Table, White",,CN,1,53.1,19.5,11.6,7,92.4,"47""L X 15 3/4""W X 30""H",Contemporary,,,,0,Raya,CM4451WH-S.jpg,White,Contemporary Style,10mm Tempered Glass (End Table: 8mm),Storage Drawers,Open Shelf,"Wood, Glass, Others*",White,,,,,"No one will gloss over the lustrous table when its situated in your living room! Easily drawing attention with its unique tempered glass panels, the tables adds even more contemporary flair with its stylish finish. Centered drawer and spacious lower  shelve provides room for decorations and miscellaneous storage, guaranteeing this piece will be able to add a homey touch to your living space. -"
7134,CM4104C,762,Living,Coffee Table,,"CM4104C-T, CM4104C-B",Coffee Table,Furniture of America Manhattan IV Contemporary Coffee Table,,2,50,32.5,2.5,5.8,67.85,"48""L X 30""W X 19 3/4""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Manhattan IV,CM4104.jpg,Dark Cherry,Contemporary Style,"Solid Wood, Wood Veneer & Others",Beveled 10mm Glass Top,Dark Cherry Finish,,,,,,,These matching living room tables add contemporary style to any living area. Each has a glass top with a sturdy unique wood base finished in dark cherry. - -
7137,CM4104E,762,Living,End Table,,"CM4104E-T, CM4104E-B",End Table,Furniture of America Manhattan IV Contemporary End Table,,2,0,0,0,3.1,41.49,"26""Dia X 23 1/4""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Manhattan IV,CM4104.jpg,Dark Cherry,Contemporary Style,"Solid Wood, Wood Veneer & Others",Beveled 10mm Glass Top,Dark Cherry Finish,,,,,,,These matching living room tables add contemporary style to any living area. Each has a glass top with a sturdy unique wood base finished in dark cherry. - -
7141,CM4104GY-C-PK,762,Living,Coffee Table,,"CM4104GY-C-B, CM4104GY-C-T","Coffee Table, Gray","Furniture of America MANHATTAN IV Contemporary Coffee Table, Gray",,2,0,0,0,5.8,67.85,"48""L X 30""W X 18 3/4""H",Contemporary,"Glass, Solid Wood, Wood Veneer & Others",,,0,MANHATTAN IV,CM4104GY.jpg,Gray,Contemporary Style,Open Shelf in Sofa Table,Beveled 10mm Glass Top,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,,,,,,These matching occasional tables add contemporary style to any living area. Each detailed with a glass round table top and unique flared base. - -
7144,CM4104GY-E-PK,762,Living,End Table,,"CM4104GY-E-B, CM4104GY-E-T","End Table, Gray","Furniture of America MANHATTAN IV Contemporary End Table, Gray",,2,0,0,0,3.1,41.49,"16""Dia X 22 1/4""H",Contemporary,"Glass, Solid Wood, Wood Veneer & Others",,,0,MANHATTAN IV,CM4104GY.jpg,Gray,Contemporary Style,Open Shelf in Sofa Table,Beveled 10mm Glass Top,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,,,,,,These matching occasional tables add contemporary style to any living area. Each detailed with a glass round table top and unique flared base. - -
7147,CM4104GY-S-PK,762,Living,Sofa Table,,"CM4104GY-S-B, CM4104GY-S-T","Sofa Table, Gray","Furniture of America MANHATTAN IV Contemporary Sofa Table, Gray",,2,0,0,0,4.6,70.49,"50""L X 18""W X 31""H",Contemporary,"Glass, Solid Wood, Wood Veneer & Others",,,0,MANHATTAN IV,CM4104GY.jpg,Gray,Contemporary Style,Open Shelf in Sofa Table,Beveled 10mm Glass Top,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,,,,,,These matching occasional tables add contemporary style to any living area. Each detailed with a glass round table top and unique flared base. The sofa table features an open shelf for storage or display. - -
7149,CM4104S,762,Living,Sofa Table,,"CM4104S-T, CM4104S-B",Sofa Table,Furniture of America Manhattan IV Contemporary Sofa Table,,2,0,0,0,4.6,70.49,"50""L X 18""W X 31""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Manhattan IV,CM4104.jpg,Dark Cherry,Contemporary Style,"Solid Wood, Wood Veneer & Others",Beveled 10mm Glass Top,Dark Cherry Finish,Open Shelf in Sofa Table,,,,,,These matching living room tables add contemporary style to any living area. Each has a glass top with a sturdy unique wood base finished in dark cherry. - -
7152,CM4401C,762,Living,Coffee Table,,"CM4401C-T, CM4401C-B",Coffee Table,Furniture of America Atwood II Contemporary Coffee Table,,2,0,0,0,4.7,65.7,"48""L X 30""W X 18 1/2""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Atwood II,CM4401.jpg,Dark Walnut,Contemporary Style,"Solid Wood, Wood Veneer & Others",Cross-Oval Table Base,Dark Walnut Finish,8mm Tempered Glass Top,,,,,,"The modern and contemporary styling of these living room tables will add elegance to your home. Finished in dark walnut, each with a unique cross-oval base and a glass top. - -"
