row,sku
758,7942157
759,7942158
760,7942162
761,7942177
762,7970011
763,7970021
764,7970035
765,7990421
766,7990422
767,8040214
768,8040239
769,8110625
770,8110698
771,8130221
772,8160121
773,8160135
774,8160138
775,8160139
776,8160160
777,8220239W3
778,8250014
779,8250021
780,8250023
781,8250035
782,8250038
783,8320225
784,8320277
785,8320288
786,8320294
787,8430314
788,8430315
789,8430323
790,8430335
791,8430338
792,8450118
793,8450120
794,8450121
795,8450168
796,8470125
797,8470186
798,8470188
799,8490414
800,8490421
801,8490423
802,8490435
803,8490438
804,8490439
805,8630216
806,8630267
807,8650325
808,8650374
809,8650386
810,8650387
811,8650388
812,8650398
813,8650425
814,8650474
815,8650486
816,8650487
817,8650488
818,8650498
819,8660025
820,8660125
821,8740106
822,8740129
823,8770169
824,8770170
825,8770208
826,8770214
827,8770216
828,8770217
829,8770223
830,8770235
831,8770238
832,8770239
833,8770266
834,8770267
835,8800339
836,8810214
837,8810220
838,8810235
839,8810238
840,8810239
841,8840414
842,8840420
843,8840435
844,8840438
845,8840460
846,8850235
847,8850244
848,8850268
849,8890525
850,8890574
851,8890586
852,8890587
853,8890588
854,8890598
855,8890625
856,8890674
857,8890686
858,8890687
859,8890688
860,8890698
861,8980335
862,8980338
863,898XX21
864,898XX22
865,9021225
866,9120260
867,9120360
868,9390214
869,9390220
870,9390235
871,9390238
872,9390239
873,9390314
874,9390320
875,9390335
876,9390338
877,9390339
878,9450125
879,9450135
880,9450136
881,9450138
882,9470221
883,9470230
884,9470321
885,9470330
886,9470408
887,9470421
888,9470430
889,9470508
890,9470521
891,9470530
892,9520125
893,9520188
894,9520194
895,9540125
896,9540135
897,9540136
898,9540138
899,9540208
900,9540236
901,9540255
902,9540256
903,9540308
904,9540336
905,9540355
906,9540356
907,9570125
908,9570174
909,9570186
910,9570187
911,9570188
912,9570198
913,9580114
914,9580115
915,9580120
916,9580135
917,9580138
918,9580139
919,9580214
920,9580215
921,9580220
922,9580235
923,9580238
924,9580239
925,958XX21
926,9610125
927,9610135
928,9610136
929,9610138
930,9610225
931,9610235
932,9610236
933,9610238
934,9790325
935,9790386
936,9790388
937,9800214
938,9800220
939,9800235
940,9800238
941,9800239
942,9800314
943,9800320
944,9800335
945,9800338
946,9800339
947,9810135
948,9810138
949,9840014
950,9840023
951,9840035
952,9840038
953,9920014
954,9920023
955,9920035
956,9920038
957,9960216
958,9960217
959,9960266
960,9960267
961,9960269
962,9960270
963,9960416
964,9960417
965,9960466
966,9960467
967,9960469
968,9960470
969,9960516
970,9960517
971,9960566
972,9960567
973,9960569
974,9960570
975,A1000051
976,A1000080
977,A1000080T
978,A1000110
979,A1000148
980,A1000148P
981,A1000156
982,A1000183
983,A1000203
984,A1000208
985,A1000218
986,A1000220
987,A1000221
988,A1000222
989,A1000245
990,A1000246
991,A1000251
992,A1000252
993,A1000256
994,A1000256P
995,A1000257
996,A1000258
997,A1000259
998,A1000262
999,A1000263
1000,A1000264
1001,A1000266
1002,A1000266P
1003,A1000267
1004,A1000268
1005,A1000270
1006,A1000271
1007,A1000274
1008,A1000276
1009,A1000276P
1010,A1000278
1011,A1000279
1012,A1000280
1013,A1000281
1014,A1000283
1015,A1000284
1016,A1000285
1017,A1000290
1018,A1000291
1019,A1000293
1020,A1000294
1021,A1000294P
1022,A1000297
1023,A1000298
1024,A1000300
1025,A1000302
1026,A1000306
1027,A1000308
1028,A1000312
1029,A1000313
1030,A1000314
1031,A1000316
1032,A1000320
1033,A1000322
1034,A1000322P
1035,A1000323
1036,A1000325
1037,A1000327
1038,A1000328
1039,A1000328P
1040,A1000329
1041,A1000330
1042,A1000331
1043,A1000333
1044,A1000335
1045,A1000337
1046,A1000338
1047,A1000339
1048,A1000341
1049,A1000342
1050,A1000343
1051,A1000344
1052,A1000347
1053,A1000348
1054,A1000351
1055,A1000352
1056,A1000354
1057,A1000355
1058,A1000357
1059,A1000361
1060,A1000363
1061,A1000367
1062,A1000368
1063,A1000369
1064,A1000372
1065,A1000375
1066,A1000376
1067,A1000380
1068,A1000382
1069,A1000384
1070,A1000385
1071,A1000387
1072,A1000391
1073,A1000391P
1074,A1000392
1075,A1000392T
1076,A1000393
1077,A1000393T
1078,A1000394
1079,A1000400
1080,A1000401
1081,A1000403
1082,A1000404
1083,A1000405
1084,A1000408
1085,A1000409
1086,A1000409P
1087,A1000411
1088,A1000413
1089,A1000414
1090,A1000415
1091,A1000416
1092,A1000418
1093,A1000419
1094,A1000424
1095,A1000429
1096,A1000432
1097,A1000434
1098,A1000436
1099,A1000440
1100,A1000448
1101,A1000458
1102,A1000459
1103,A1000460
1104,A1000462
1105,A1000463
1106,A1000464
1107,A1000465
1108,A1000466
1109,A1000467
1110,A1000468
1111,A1000469
1112,A1000491
1113,A1000491P
1114,A1000495
1115,A1000495T
1116,A1000497
1117,A1000497T
1118,A1000498
1119,A1000498T
1120,A1000499
1121,A1000499T
1122,A1000502
1123,A1000503
1124,A1000504
1125,A1000507
1126,A1000510
1127,A1000514
1128,A1000515
1129,A1000516
1130,A1000517
1131,A1000518
1132,A1000519
1133,A1000521
1134,A1000522
1135,A1000522P
1136,A1000528
1137,A1000529
1138,A1000532
1139,A1000533
1140,A1000534
1141,A1000538
1142,A1000539
1143,A1000542
1144,A1000549
1145,A1000551
1146,A1000551T
1147,A1000555
1148,A1000556
1149,A1000561
1150,A1000562
1151,A1000563
1152,A1000564
1153,A1000571
1154,A1000572
1155,A1000583
1156,A1000583P
1157,A1000584
1158,A1000584P
1159,A1000588
1160,A1000588P
1161,A1000604
1162,A1000605
1163,A1000605T
1164,A1000609
1165,A1000610
1166,A1000611
1167,A1000611T
1168,A1000613
1169,A1000613T
1170,A1000617
1171,A1000617T
1172,A1000618
1173,A1000618T
1174,A1000627
1175,A1000629
1176,A1000630
1177,A1000632
1178,A1000633
1179,A1000633P
1180,A1000634
1181,A1000638
1182,A1000640
1183,A1000641
1184,A1000642
1185,A1000644
1186,A1000645
1187,A1000651
1188,A1000653
1189,A1000654
1190,A1000657
1191,A1000658
1192,A1000660
1193,A1000662
1194,A1000663
1195,A1000664
1196,A1000669
1197,A1000670
1198,A1000671
1199,A1000673
1200,A1000676
1201,A1000678
1202,A1000679
1203,A1000680
1204,A1000681
1205,A1000682
1206,A1000683
1207,A1000684
1208,A1000684P
1209,A1000685
1210,A1000685P
1211,A1000686
1212,A1000689
1213,A1000691
1214,A1000694
1215,A1000699
1216,A1000699P
1217,A1000700
1218,A1000701
1219,A1000702
1220,A1000704
1221,A1000708
1222,A1000714
1223,A1000714P
1224,A1000715
1225,A1000716
1226,A1000717
1227,A1000717P
1228,A1000718
1229,A1000718P
1230,A1000719
1231,A1000720
1232,A1000721
1233,A1000723
1234,A1000724
1235,A1000727
1236,A1000728
1237,A1000729
1238,A1000730
1239,A1000730P
1240,A1000741
1241,A1000741T
1242,A1000742
1243,A1000742T
1244,A1000744
1245,A1000747
1246,A1000748
1247,A1000750
1248,A1000750P
1249,A1000751
1250,A1000752
1251,A1000764
1252,A1000766
1253,A1000771
1254,A1000782
1255,A1000782P
1256,A1000783
1257,A1000785
1258,A1000786
1259,A1000786P
1260,A1000788
1261,A1000789
1262,A1000790
1263,A1000791
1264,A1000792
1265,A1000792P
1266,A1000793
1267,A1000793P
1268,A1000794
1269,A1000795
1270,A2000142
1271,A2000143
1272,A2000145
1273,A2000147
1274,A2000148
1275,A2000149
1276,A2000151
1277,A2000152
1278,A2000152F
1279,A2000153
1280,A2000154
1281,A2000155
1282,A2000157
1283,A2000158
1284,A2000162
1285,A2000162C
1286,A2000163
1287,A2000165
1288,A2000165V
1289,A2000169
1290,A2000171
1291,A2000173
1292,A2000176
1293,A2000176C
1294,A2000177
1295,A2000177C
1296,A2000181
1297,A2000183
1298,A2000184
1299,A2000186
1300,A2000187
1301,A2000187T
1302,A2000188
1303,A2000194
1304,A2000195
1305,A2000197
1306,A2000198
1307,A2000200
1308,A2000201
1309,A2000201C
1310,A2000202
1311,A2000203
1312,A2000204
1313,A2000204C
1314,A2000205
1315,A2000207
1316,A2000209
1317,A2000211
1318,A2000211T
1319,A2000212
1320,A2000215
1321,A2000216
1322,A2000217
1323,A2000217V
1324,A2000218
1325,A2000219
1326,A2000220
1327,A2000222
1328,A2000225
1329,A2000226
1330,A2000226C
1331,A2000228
1332,A2000228T
1333,A2000230
1334,A2000231
1335,A2000232
1336,A2000237
1337,A2000238
1338,A2000239
1339,A2000240
1340,A2000241
1341,A2000242
1342,A2000253
1343,A2000268
1344,A2000268S
1345,A2000272
1346,A2000273
1347,A2000276
1348,A2000277
1349,A2000280
1350,A2000281
1351,A2000281V
1352,A2000282
1353,A2000282V
1354,A2000283
1355,A2000285
1356,A2000288
1357,A2000290
1358,A2000291
1359,A2000292
1360,A2000293
1361,A2000294
1362,A2000297
1363,A2000298
1364,A2000299
1365,A2000302
1366,A2000303
1367,A2000304
1368,A2000305
1369,A2000306
1370,A2000307
1371,A2000308
1372,A2000310
1373,A2000318
1374,A2000320
1375,A2000321
1376,A2080001
1377,A2080001F
1378,A2080002
1379,A2080002F
1380,A2080003
1381,A2080004
1382,A2080004F
1383,A2080005
1384,A2080005F
1385,A2C00015
1386,A2C00051
1387,A2C00116
1388,A2C00119
1389,A2C00121
1390,A2C00122
1391,A2C00123
1392,A2C00126
1393,A2C00129
1394,A3000042
1395,A4000101
1396,A4000118
1397,A52100594
1398,A52100612
1399,A52200018
1400,A52200041
1401,A52200712
1402,A52200812
1403,A52200914
1404,A52201208
1405,A52400290
1406,A52400511
1407,A52400512
1408,A52400513
1409,A52600001
1410,A52600002
1411,A52600004
1412,A52600005
1413,A52600006
1414,A52600631
1415,A52601047
1416,A52601197
1417,A52601371
1418,A52800001
1419,A52800002
1420,A52800301
1421,A52800702
1422,A52801713
1423,A54200001
1424,A54200101
1425,A54200102
1426,A54200103
1427,A54200401
1428,A54200501
1429,A54200504
1430,A54200507
1431,A54200705
1432,A54200801
1433,A54201001
1434,A54201507
1435,A54201508
1436,A54201509
1437,A54201510
1438,A54201601
1439,A54201802
1440,A54201805
1441,A54201807
1442,A54300001
1443,A54300005
1444,A54300006
1445,A54300007
1446,A54300101
1447,A54300201
1448,A54300301
1449,A54300601
1450,A57002003
1451,A57002013
1452,A57005001
1453,A57005002
1454,A57005003
1455,A57005004
1456,A57005011
1457,A57005012
1458,A57005013
1459,A57005021
1460,A57005023
1461,A57005031
1462,A57005033
1463,A57005034
1464,A58000001
1465,A58000004
1466,A58000010
1467,A58000016
1468,A58000018
1469,A58000021
1470,A58000028
1471,A58000029
1472,A58000031
1473,A58000033
1474,A58000034
1475,A58000037
1476,A58000038
1477,A58000041
1478,A58000044
1479,A58000045
1480,A58000046
1481,A58000047
1482,A58000091
1483,A60000001
1484,A60000002
1485,A60000004
1486,A60000005
1487,A60000006
1488,A60000007
1489,A60000011
1490,A60000013
1491,A60000014
1492,A60000015
1493,A60000016
1494,A60000017
1495,A60000020
1496,A60000027
1497,A60000038
1498,A60000048
1499,A60000049
1500,A60000050
1501,A60000053
1502,A60000058
1503,A60000060
1504,A60000061
1505,A60000093
1506,A60000106
1507,A60000119
1508,A60000121
1509,A60000124
1510,A60000129
1511,A60000130
1512,A60000131
1513,A60000132
1514,A60000133
1515,A60000135
1516,A60000139
1517,A60000153
1518,A60000158
1519,A60000161
1520,A60000162
1521,A60000163
1522,A60000169
1523,A60000170
1524,A60000171
1525,A60000172
1526,A60000175
1527,A60000178
1528,A60000179
1529,A60000182
1530,A60000183
1531,A60000192
1532,A60000196
1533,A60000203
1534,A60000204
1535,A60000209
1536,A60000211
1537,A60000213
1538,A60000216
1539,A60000218
1540,A60000226
1541,A60000227
1542,A60000228
1543,A60000232
1544,A60000234
1545,A60000235
1546,A60000237
1547,A60000239
1548,A60000243
1549,A60000246
1550,A60000247
1551,A60000248
1552,A60000249
1553,A60000251
1554,A60000253
1555,A60000256
1556,A60000260
1557,A60000261
1558,A60000264
1559,A60000268
1560,A60000272
1561,A60000273
1562,A60000275
1563,A60000277
1564,A60000283
1565,A60000284
1566,A60000289
1567,A60000292
1568,A60000300
1569,A60000302
1570,A60000303
1571,A60000311
1572,A60000316
1573,A60000319
1574,A60000320
1575,A60000321
1576,A60000325
1577,A60000326
1578,A60000327
1579,A60000328
1580,A60000341
1581,A60000345
1582,A60000346
1583,A60000351
1584,A60000352
1585,A60000353
1586,A60000355
1587,A60000357
1588,A60000360
1589,A60000361
1590,A60000363
1591,A60000366
1592,A60000367
1593,A60000369
1594,A60000370
1595,A60000371
1596,A60000373
1597,A60000381
1598,A60000385
1599,A60000387
1600,A60000389
1601,A60000393
1602,A60000399
1603,A60000407
1604,A60000408
1605,A60000409
1606,A60000410
1607,A60000411
1608,A60000412
1609,A60000413
1610,A60000414
1611,A60000420
1612,A60000423
1613,A60000430
1614,A60000434
1615,A60000436
1616,A60000437
1617,A60000442
1618,A60000443
1619,A60000447
1620,A60000449
1621,A60000450
1622,A60000457
1623,A60000459
1624,A60000469
1625,A60000470
1626,A60000471
1627,A60000473
1628,A60000476
1629,A60000490
1630,A60000491
1631,A60000495
1632,A60000496
1633,A60000497
1634,A60000501
1635,A60000504
1636,A60000513
1637,A60000528
1638,A60000529
1639,A60000530
1640,A60000536
1641,A60000560
1642,A60000561
1643,A60000570
1644,A60000577
1645,A60000585
1646,A60000613
1647,A60000614
1648,A60000626
1649,A60000644
1650,A60000660
1651,A60000662
1652,A60000663
1653,A60000695
1654,A60000739
1655,A60000740
1656,A60000741
1657,A60000745
1658,A60000749
1659,A60000756
1660,A60000759
1661,A60000760
1662,A60000770
1663,A60000772
1664,A60000773
1665,A60000794
1666,A60000802
1667,A60000804
1668,A60000810
1669,A60000811
1670,A60000816
1671,A60000817
1672,A60000820
1673,A60000821
1674,A60000822
1675,A60000823
1676,A60000824
1677,A60000826
1678,A60000827
1679,A60000828
1680,A60000829
1681,A60000830
1682,A60000833
1683,A60000835
1684,A60000865
1685,A60000869
1686,A60000879
1687,A60000880
1688,A60000881
1689,A60000897
1690,A60000899
1691,A60000901
1692,A60000902
1693,A60000903
1694,A60000905
1695,A60000906
1696,A60000914
1697,A60000927
1698,A60000928
1699,A60000929
1700,A60000930
1701,A60000931
1702,A60000932
1703,A60000933
1704,A60000934
1705,A60000935
1706,A60000936
1707,A60000939
1708,A60000940
1709,A60000941
1710,A60000943
1711,A60000944
1712,A60000946
1713,A60000947
1714,A60000948
1715,A60000949
1716,A60001133
1717,A60001134
1718,A60001135
1719,A60001139
1720,A60001142
1721,A60001143
1722,A60001144
1723,A60001145
1724,A60001163
1725,A60001164
1726,A60001167
1727,A60001168
1728,A60001172
1729,A60001173
1730,A60001174
1731,A60001175
1732,A60001176
1733,A60001177
1734,A60001180
1735,A60001181
1736,A60001182
1737,A60001183
1738,A60001322
1739,A60001324
1740,A60001329
1741,A60001333
1742,A60001414
1743,A60001433
1744,A60001434
1745,A60001435
1746,A60001436
1747,A60001437
1748,A60001440
1749,A60001441
1750,A60001442
1751,A60001444
1752,A60001445
1753,A60001446
1754,A60001451
1755,A60001453
1756,A60001454
1757,A60001455
1758,A60001458
1759,A60001459
1760,A60001460
1761,A60001462
1762,A60001463
1763,A60001466
1764,A60001580
1765,A60001670
1766,A60001691
1767,A60001770
1768,A60001771
1769,A60001772
1770,A60001773
1771,A60001777
1772,A60001778
1773,A60001885
1774,A60001887
1775,A60001893
1776,A60001923
1777,A60002162
1778,A60002163
1779,A60002164
1780,A60002165
1781,A60002179
1782,A60002206
1783,A60002315
1784,A60002320
1785,A60002333B
1786,A60002333T
1787,A60002344
1788,A60002389
1789,A60002390
1790,A60002391
1791,A60002392
1792,A60002393
1793,A60002394
1794,A60002396
1795,A60002485
1796,A60002508
1797,A60002511
1798,A60002512
1799,A60002513
1800,A60002514
1801,A60002515
1802,A60002531
1803,A60002535
1804,A60002546
1805,A60002553
1806,A60002554
1807,A60002555
1808,A60002557
1809,A60002558
1810,A60002561
1811,A60002562
1812,A60002589
1813,A60002590
1814,A60002591
1815,A60002905
1816,A60003045
1817,A60003047
1818,A60003074
1819,A8000009
1820,A8000079
1821,A8000083
1822,A8000084
1823,A8000105
1824,A8000119
1825,A8000140
1826,A8000142
1827,A8000145
1828,A8000146
1829,A8000147
1830,A8000150
1831,A8000158
1832,A8000160
1833,A8000161
1834,A8000165
1835,A8000172
1836,A8000173
1837,A8000175
1838,A8000176
1839,A8000177
1840,A8000178
1841,A8000180
1842,A8000181
1843,A8000183
1844,A8000185
1845,A8000191
1846,A8000193
1847,A8000194
1848,A8000195
1849,A8000196
1850,A8000197
1851,A8000199
1852,A8000200
1853,A8000201
1854,A8000202
1855,A8000203
1856,A8000204
1857,A8000205
1858,A8000206
1859,A8000207
1860,A8000209
1861,A8000211
1862,A8000213
1863,A8000215
1864,A8000217
1865,A8000226
1866,A8000227
1867,A8000228
1868,A8000234
1869,A8000235
1870,A8000238
1871,A8000242
1872,A8000243
1873,A8000244
1874,A8000245
1875,A8000247
1876,A8000250
1877,A8010002
1878,A8010003
1879,A8010004
1880,A8010008
1881,A8010010
1882,A8010011
1883,A8010012
1884,A8010013
1885,A8010015
1886,A8010019
1887,A8010022
1888,A8010023
1889,A8010026
1890,A8010027
1891,A8010028
1892,A8010030
1893,A8010032
1894,A8010033
1895,A8010035
1896,A8010038
1897,A8010040
1898,A8010042
1899,A8010045
1900,A8010047
1901,A8010049
1902,A8010050
1903,A8010051
1904,A8010052
1905,A8010053
1906,A8010056
1907,A8010057
1908,A8010058
1909,A8010059
1910,A8010060
1911,A8010063
1912,A8010064
1913,A8010066
1914,A8010067
1915,A8010070
1916,A8010071
1917,A8010074
1918,A8010075
1919,A8010078
1920,A8010082
1921,A8010084
1922,A8010085
1923,A8010088
1924,A8010090
1925,A8010091
1926,A8010092
1927,A8010093
1928,A8010095
1929,A8010100
1930,A8010102
1931,A8010103
1932,A8010105
1933,A8010121
1934,A8010122
1935,A8010128
1936,B011-153
1937,B011-187
1938,B011-253
1939,B011-287
1940,B011-353
1941,B013-292
1942,B013-692
1943,B013-792
1944,B020-181
1945,B020-182
1946,B020-381
1947,B020-382
1948,B071-31
1949,B071-36
1950,B071-46
1951,B071-54
1952,B071-56
1953,B071-57
1954,B071-58
1955,B071-92
1956,B071-96
1957,B071-97
1958,B072-31
1959,B072-36
1960,B072-46
1961,B072-54
1962,B072-56
1963,B072-57
1964,B072-58
1965,B072-92
1966,B099-21
1967,B099-26
1968,B099-46
1969,B099-53
1970,B099-70
1971,B099-71
1972,B099-72
1973,B099-86
1974,B099-87
1975,B099-91
1976,B1000-100
1977,B102-60
1978,B103-50D
1979,B103-50T
1980,B103-53
1981,B103-60
1982,B103-83
1983,B105-60
